Time	Full Chromosome	Fraction 1	Fraction 2
184	1	0.47708945130855068	0
185	1	0.47746146012382334	0
186	1	0.47783346893909595	0
187	1	0.47820547775436856	0
188	1	0.47857748656964122	0
189	1	0.47894949538491383	0
190	1	0.47932150420018643	0
191	1	0.47969351301545904	0
192	1	0.4800655218307317	0
192	1	0.48043753064600431	0
193	1	0.48080953946127691	0
194	1	0.48118154827654952	0
195	1	0.48155355709182218	0
196	1	0.48192556590709479	0
197	1	0.48229757472236739	0
198	1	0.48266958353764	0
199	1	0.48304159235291266	0
200	1	0.48341360116818527	0
201	1	0.48378560998345788	0
201	1	0.48415761879873054	0
202	1	0.48452962761400314	0
203	1	0.48490163642927575	0
204	1	0.48527364524454836	0
205	1	0.48564565405982102	0
206	1	0.48601766287509363	0
207	1	0.48638967169036623	0
208	1	0.48676168050563884	0
209	1	0.4871336893209115	0
209	1	0.48750569813618411	0
210	1	0.48787770695145671	0
211	1	0.48824971576672938	0
212	1	0.48862172458200198	0
213	1	0.48899373339727459	0
214	1	0.48936574221254719	0
215	1	0.48973775102781986	0
216	1	0.49010975984309246	0
217	1	0.49048176865836507	0
217	1	0.49085377747363768	0
218	1	0.49122578628891034	0
219	1	0.49159779510418294	0
220	1	0.49196980391945555	0
221	1	0.49234181273472821	0
222	1	0.49271382155000082	0
223	1	0.49308583036527343	0
224	1	0.49345783918054603	0
225	1	0.49382984799581869	0
226	1	0.4942018568110913	0
226	1	0.49457386562636391	0
227	1	0.49494587444163651	0
228	1	0.49531788325690917	0
229	1	0.49568989207218178	0
230	1	0.49606190088745439	0
231	1	0.49643390970272705	0
232	1	0.49680591851799966	0
233	1	0.49717792733327226	0
234	1	0.49754993614854487	0
234	1	0.49792194496381753	0
235	1	0.49829395377909014	0
236	1	0.49866596259436274	0
237	1	0.49903797140963535	0
238	1	0.49940998022490801	0
239	1	0.49978198904018062	0
240	1	0.50015399785545323	0
241	1	0.50052600667072589	0
242	1	0.50089801548599844	0
242	1	0.5012700243012711	0
243	1	0.50164203311654376	0
244	1	0.50201404193181631	0
245	1	0.50238605074708897	0
246	1	0.50275805956236164	0
247	1	0.50313006837763419	0
248	1	0.50350207719290685	0
249	1	0.5038740860081794	0
250	1	0.50424609482345206	0
251	1	0.50461810363872472	0
251	1	0.50499011245399728	0
252	1	0.50536212126926994	0
253	1	0.5057341300845426	0
254	1	0.50610613889981515	0
255	1	0.50647814771508781	0
256	1	0.50685015653036047	0
257	1	0.50722216534563302	0
258	1	0.50759417416090569	0
259	1	0.50796618297617824	0
259	1	0.5083381917914509	0
260	1	0.50871020060672356	0
261	1	0.50908220942199611	0
262	1	0.50945421823726877	0
263	1	0.50982622705254144	0
264	1	0.51019823586781399	0
265	1	0.51057024468308665	0
266	1	0.51094225349835931	0
267	1	0.51131426231363186	0
267	1	0.51168627112890452	0
268	1	0.51205827994417707	0
269	1	0.51243028875944974	0
270	1	0.5128022975747224	0
271	1	0.51317430638999495	0
272	1	0.51354631520526761	0
273	1	0.51391832402054027	0
274	1	0.51429033283581282	0
275	1	0.51466234165108549	0
276	1	0.51503435046635815	0
276	1	0.5154063592816307	0
277	1	0.51577836809690336	0
278	1	0.51615037691217591	0
279	1	0.51652238572744857	0
280	1	0.51689439454272124	0
281	1	0.51726640335799379	0
282	1	0.51763841217326645	0
283	1	0.51801042098853911	0
284	1	0.51838242980381166	0
284	1	0.51875443861908432	0
285	1	0.51912644743435699	0
286	1	0.51949845624962954	0
287	1	0.5198704650649022	0
288	1	0.52024247388017475	0
289	1	0.52061448269544741	0
290	1	0.52098649151072007	0
291	1	0.52135850032599262	0
292	1	0.52173050914126529	0
293	1	0.52210251795653795	0
293	1	0.5224745267718105	0
294	1	0.52284653558708316	0
295	1	0.52321854440235582	0
296	1	0.52359055321762837	0
297	1	0.52396256203290104	0
298	1	0.52433457084817359	0
299	1	0.52470657966344625	0
300	1	0.52507858847871891	0
301	1	0.52545059729399146	0
301	1	0.52582260610926412	0
302	1	0.52619461492453679	0
303	1	0.52656662373980934	0
304	1	0.526938632555082	0
305	1	0.52731064137035455	0
306	1	0.52768265018562721	0
307	1	0.52805465900089987	0
308	1	0.52842666781617242	0
309	1	0.52879867663144509	0
309	1	0.52917068544671775	0
310	1	0.5295426942619903	0
311	1	0.52991470307726296	0
312	1	0.53028671189253562	0
313	1	0.53065872070780817	0
314	1	0.53103072952308084	0
315	1	0.53140273833835339	0
316	1	0.53177474715362605	0
317	1	0.53214675596889871	0
318	1	0.53251876478417126	0
318	1	0.53289077359944392	0
319	1	0.53326278241471659	0
320	1	0.53363479122998914	0
321	1	0.5340068000452618	0
322	1	0.53437880886053446	0
323	1	0.53475081767580701	0
324	1	0.53512282649107967	0
325	1	0.53549483530635222	0
326	1	0.53586684412162489	0
326	1	0.53623885293689755	0
327	1	0.5366108617521701	0
328	1	0.53698287056744276	0
329	1	0.53735487938271542	0
330	1	0.53772688819798797	0
331	1	0.53809889701326064	0
332	1	0.5384709058285333	0
333	1	0.53884291464380585	0
334	1	0.53921492345907851	0
334	1	0.53958693227435106	0
335	1	0.53995894108962372	0
336	1	0.54033094990489638	0
337	1	0.54070295872016894	0
338	1	0.5410749675354416	0
339	1	0.54144697635071426	0
340	1	0.54181898516598681	0
341	1	0.54219099398125947	0
342	1	0.54256300279653213	0
343	1	0.54293501161180469	0
343	1	0.54330702042707735	0
344	1	0.5436790292423499	0
345	1	0.54405103805762256	0
346	1	0.54442304687289522	0
347	1	0.54479505568816777	0
348	1	0.54516706450344043	0
349	1	0.5455390733187131	0
350	1	0.54591108213398565	0
351	1	0.54628309094925831	0
351	1	0.54665509976453097	0
352	1	0.54702710857980352	0
353	1	0.54739911739507618	0
354	1	0.54777112621034874	0
355	1	0.5481431350256214	0
356	1	0.54851514384089406	0
357	1	0.54888715265616661	0
358	1	0.54925916147143927	0
359	1	0.54963117028671193	0
359	1	0.55000317910198449	0
360	1	0.55037518791725715	0
361	1	0.55074719673252981	0
362	1	0.55111920554780236	0
363	1	0.55149121436307502	0
364	1	0.55186322317834757	0
365	1	0.55223523199362023	0
366	1	0.5526072408088929	0
367	1	0.55297924962416545	0
368	1	0.55335125843943811	0
368	1	0.55372326725471077	0
369	1	0.55409527606998332	0
370	1	0.55446728488525598	0
371	1	0.55483929370052865	0
372	1	0.5552113025158012	0
373	1	0.55558331133107386	0
374	1	0.55595532014634641	0
375	1	0.55632732896161907	0
376	1	0.55669933777689173	0
376	1	0.55707134659216428	0
377	1	0.55744335540743695	0
378	1	0.55781536422270961	0
379	1	0.55818737303798216	0
380	1	0.55855938185325482	0
381	1	0.55893139066852748	0
382	1	0.55930339948380003	0
383	1	0.5596754082990727	0
384	1	0.56004741711434525	0
384	1	0.56041942592961791	0
385	1	0.56079143474489057	0
386	1	0.56116344356016312	0
387	1	0.56153545237543578	0
388	1	0.56190746119070845	0
389	1	0.562279470005981	0
390	1	0.56265147882125366	0
391	1	0.56302348763652632	0
392	1	0.56339549645179887	0
393	1	0.56376750526707153	0
393	1	0.56413951408234408	0
394	1	0.56451152289761675	0
395	1	0.56488353171288941	0
396	1	0.56525554052816196	0
397	1	0.56562754934343462	0
398	1	0.56599955815870728	0
399	1	0.56637156697397983	0
400	1	0.5667435757892525	0
401	1	0.56711558460452505	0
401	1	0.56748759341979771	0
402	1	0.56785960223507037	0
403	1	0.56823161105034292	0
404	1	0.56860361986561558	0
405	1	0.56897562868088825	0
406	1	0.5693476374961608	0
407	1	0.56971964631143346	0
408	1	0.57009165512670612	0
409	1	0.57046366394197867	0
409	1	0.57083567275725133	0
410	1	0.57120768157252388	0
411	1	0.57157969038779655	0
412	1	0.57195169920306921	0
413	1	0.57232370801834176	0
414	1	0.57269571683361442	0
415	1	0.57306772564888708	0
416	1	0.57343973446415963	0
417	1	0.5738117432794323	0
418	1	0.57418375209470496	0
418	1	0.57455576090997751	0
419	1	0.57492776972525017	0
420	1	0.57529977854052272	0
421	1	0.57567178735579538	0
422	1	0.57604379617106805	0
423	1	0.5764158049863406	0
424	1	0.57678781380161326	0
425	1	0.57715982261688592	0
426	1	0.57753183143215847	0
426	1	0.57790384024743113	0
427	1	0.5782758490627038	0
428	1	0.57864785787797635	0
429	1	0.57901986669324901	0
430	1	0.57939187550852156	0
431	1	0.57976388432379422	0
432	1	0.58013589313906688	0
433	1	0.58050790195433943	0
434	1	0.5808799107696121	0
434	1	0.58125191958488476	0
435	1	0.58162392840015731	0
436	1	0.58199593721542997	0
437	1	0.58236794603070263	0
438	1	0.58273995484597518	0
439	1	0.58311196366124785	0
440	1	0.5834839724765204	0
441	1	0.58385598129179306	0
442	1	0.58422799010706572	0
443	1	0.58459999892233827	0
443	1	0.58497200773761093	0
444	1	0.58534401655288359	0
445	1	0.58571602536815615	0
446	1	0.58608803418342881	0
447	1	0.58646004299870147	0
448	1	0.58683205181397402	0
449	1	0.58720406062924668	0
450	1	0.58757606944451923	0
451	1	0.5879480782597919	0
451	1	0.58832008707506456	0
452	1	0.58869209589033711	0
453	1	0.58906410470560977	0
454	1	0.58943611352088243	0
455	1	0.58980812233615498	0
456	1	0.59018013115142764	0
457	1	0.59055213996670031	0
458	1	0.59092414878197286	0
459	1	0.59129615759724552	0
459	1	0.59166816641251807	0
460	1	0.59204017522779073	0
461	1	0.59241218404306339	0
462	1	0.59278419285833595	0
463	1	0.59315620167360861	0
464	1	0.59352821048888127	0
465	1	0.59390021930415382	0
466	1	0.59427222811942648	0
467	1	0.59464423693469914	0
468	1	0.5950162457499717	0
468	1	0.59538825456524436	0
469	1	0.59576026338051691	0
470	1	0.59613227219578957	0
471	1	0.59650428101106223	0
472	1	0.59687628982633478	0
473	1	0.59724829864160744	0
474	1	0.59762030745688011	0
475	1	0.59799231627215266	0
476	1	0.59836432508742532	0
476	1	0.59873633390269798	0
477	1	0.59910834271797053	0
478	1	0.59948035153324319	0
479	1	0.59985236034851575	0
480	1	0.60022436916378841	0
481	1	0.60059637797906107	0
482	1	0.60096838679433362	0
483	1	0.60134039560960628	0
484	1	0.60171240442487894	0
484	1	0.60208441324015149	0
485	1	0.60245642205542416	0
486	1	0.60282843087069671	0
487	1	0.60320043968596937	0
488	1	0.60357244850124203	0
489	1	0.60394445731651458	0
490	1	0.60431646613178724	0
491	1	0.60468847494705991	0
492	1	0.60506048376233246	0
493	1	0.60543249257760512	0
493	1	0.60580450139287778	0
494	1	0.60617651020815033	0
495	1	0.60654851902342299	0
496	1	0.60692052783869554	0
497	1	0.60729253665396821	0
498	1	0.60766454546924087	0
499	1	0.60803655428451342	0
500	1	0.60840856309978608	0
501	1	0.60878057191505874	0
501	1	0.60915258073033129	0
502	1	0.60952458954560396	0
503	1	0.60989659836087662	0
504	1	0.61026860717614917	0
505	1	0.61064061599142183	0
506	1	0.61101262480669438	0
507	1	0.61138463362196704	0
508	1	0.61175664243723971	0
509	1	0.61212865125251226	0
509	1	0.61250066006778492	0
510	1	0.61287266888305758	0
511	1	0.61324467769833013	0
512	1	0.61361668651360279	0
513	1	0.61398869532887546	0
514	1	0.61436070414414801	0
515	1	0.61473271295942067	0
516	1	0.61510472177469322	0
517	1	0.61547673058996588	0
518	1	0.61584873940523854	0
518	1	0.61622074822051109	0
519	1	0.61659275703578376	0
520	1	0.61696476585105642	0
521	1	0.61733677466632897	0
522	1	0.61770878348160163	0
523	1	0.61808079229687429	0
524	1	0.61845280111214684	0
525	1	0.61882480992741951	0
526	1	0.61919681874269206	0
526	1	0.61956882755796472	0
527	1	0.61994083637323738	0
528	1	0.62031284518850993	0
529	1	0.62068485400378259	0
530	1	0.62105686281905526	0
531	1	0.62142887163432781	0
532	1	0.62180088044960047	0
533	1	0.62217288926487313	0
534	1	0.62254489808014568	0
534	1	0.62291690689541834	0
535	1	0.62328891571069089	0
536	1	0.62366092452596356	0
537	1	0.62403293334123622	0
538	1	0.62440494215650877	0
539	1	0.62477695097178143	0
540	1	0.62514895978705409	0
541	1	0.62552096860232664	0
542	1	0.62589297741759931	0
543	1	0.62626498623287197	0
543	1	0.62663699504814452	0
544	1	0.62700900386341718	0
545	1	0.62738101267868973	0
546	1	0.62775302149396239	0
547	1	0.62812503030923506	0
548	1	0.62849703912450761	0
549	1	0.62886904793978027	0
550	1	0.62924105675505293	0
551	1	0.62961306557032548	0
551	1	0.62998507438559814	0
552	1	0.6303570832008708	0
553	1	0.63072909201614336	0
554	1	0.63110110083141602	0
555	1	0.63147310964668857	0
556	1	0.63184511846196123	0
557	1	0.63221712727723389	0
558	1	0.63258913609250644	0
559	1	0.63296114490777911	0
559	1	0.63333315372305177	0
560	1	0.63370516253832432	0
561	1	0.63407717135359698	0
562	1	0.63444918016886964	0
563	1	0.63482118898414219	0
564	1	0.63519319779941485	0
565	1	0.63556520661468741	0
566	1	0.63593721542996007	0
567	1	0.63630922424523273	0
568	1	0.63668123306050528	0
568	1	0.63705324187577794	0
569	1	0.6374252506910506	0
570	1	0.63779725950632316	0
571	1	0.63816926832159582	0
572	1	0.63854127713686837	0
573	1	0.63891328595214103	0
574	1	0.63928529476741369	0
575	1	0.63965730358268624	0
576	1	0.6400293123979589	0
576	1	0.64040132121323157	0
577	1	0.64077333002850412	0
578	1	0.64114533884377678	0
579	1	0.64151734765904944	0
580	1	0.64188935647432199	0
581	1	0.64226136528959465	0
582	1	0.64263337410486721	0
583	1	0.64300538292013987	0
584	1	0.64337739173541253	0
585	1	0.64374940055068508	0
585	1	0.64412140936595774	0
586	1	0.6444934181812304	0
587	1	0.64486542699650296	0
588	1	0.64523743581177562	0
589	1	0.64560944462704828	0
590	1	0.64598145344232083	0
591	1	0.64635346225759349	0
592	1	0.64672547107286604	0
593	1	0.6470974798881387	0
593	1	0.64746948870341137	0
594	1	0.64784149751868392	0
595	1	0.64821350633395658	0
596	1	0.64858551514922924	0
597	1	0.64895752396450179	0
598	1	0.64932953277977445	0
599	1	0.64970154159504712	0
600	1	0.65007355041031967	0
601	1	0.65044555922559233	0
601	1	0.65081756804086488	0
602	1	0.65118957685613754	0
603	1	0.6515615856714102	0
604	1	0.65193359448668275	0
605	1	0.65230560330195542	0
606	1	0.65267761211722808	0
607	1	0.65304962093250063	0
608	1	0.65342162974777329	0
609	1	0.65379363856304595	0
610	1	0.6541656473783185	0
610	1	0.65453765619359117	0
611	1	0.65490966500886372	0
612	1	0.65528167382413638	0
613	1	0.65565368263940904	0
614	1	0.65602569145468159	0
615	1	0.65639770026995425	0
616	1	0.65676970908522692	0
617	1	0.65714171790049947	0
618	1	0.65751372671577213	0
618	1	0.65788573553104479	0
619	1	0.65825774434631734	0
620	1	0.65862975316159	0
621	1	0.65900176197686255	0
622	1	0.65937377079213522	0
623	1	0.65974577960740788	0
624	1	0.66011778842268043	0
625	1	0.66048979723795309	0
626	1	0.66086180605322575	0
626	1	0.6612338148684983	0
627	1	0.66160582368377097	0
628	1	0.66197783249904363	0
629	1	0.66234984131431618	0
630	1	0.66272185012958884	0
631	1	0.66309385894486139	0
632	1	0.66346586776013405	0
633	1	0.66383787657540672	0
634	1	0.66420988539067927	0
635	1	0.66458189420595193	0
635	1	0.66495390302122459	0
636	1	0.66532591183649714	0
637	1	0.6656979206517698	0
638	1	0.66606992946704247	0
639	1	0.66644193828231502	0
640	1	0.66681394709758768	0
641	1	0.66718595591286023	0
642	1	0.66755796472813289	0
643	1	0.66792997354340555	0
643	1	0.6683019823586781	0
644	1	0.66867399117395077	0
645	1	0.66904599998922343	0
646	1	0.66941800880449598	0
647	1	0.66979001761976864	0
648	1	0.6701620264350413	0
649	1	0.67053403525031385	0
650	1	0.67090604406558652	0
651	1	0.67127805288085907	0
651	1	0.67165006169613173	0
652	1	0.67202207051140439	0
653	1	0.67239407932667694	0
654	1	0.6727660881419496	0
655	1	0.67313809695722227	0
656	1	0.67351010577249482	0
657	1	0.67388211458776748	0
658	1	0.67425412340304003	0
659	1	0.67462613221831269	0
660	1	0.67499814103358535	0
660	1	0.6753701498488579	0
661	1	0.67574215866413057	0
662	1	0.67611416747940323	0
663	1	0.67648617629467578	0
664	1	0.67685818510994844	0
665	1	0.6772301939252211	0
666	1	0.67760220274049365	0
667	1	0.67797421155576632	0
668	1	0.67834622037103887	0
668	1	0.67871822918631153	0
669	1	0.67909023800158419	0
670	1	0.67946224681685674	0
671	1	0.6798342556321294	0
672	1	0.68020626444740206	0
673	1	0.68057827326267462	0
674	1	0.68095028207794728	0
675	1	0.68132229089321994	0
676	1	0.68169429970849249	0
676	1	0.68206630852376515	0
677	1	0.6824383173390377	0
678	1	0.68281032615431037	0
679	1	0.68318233496958303	0
680	1	0.68355434378485558	0
681	1	0.68392635260012824	0
682	1	0.6842983614154009	0
683	1	0.68467037023067345	0
684	1	0.68504237904594611	0
685	1	0.68541438786121878	0
685	1	0.68578639667649133	0
686	1	0.68615840549176399	0
687	1	0.68653041430703654	0
688	1	0.6869024231223092	0
689	1	0.68727443193758186	0
690	1	0.68764644075285442	0
691	1	0.68801844956812708	0
692	1	0.68839045838339974	0
693	1	0.68876246719867229	0
693	1	0.68913447601394495	0
694	1	0.68950648482921761	0
695	1	0.68987849364449016	0
696	1	0.69025050245976283	0
697	1	0.69062251127503538	0
698	1	0.69099452009030804	0
699	1	0.6913665289055807	0
700	1	0.69173853772085325	0
701	1	0.69211054653612591	0
701	1	0.69248255535139858	0
702	1	0.69285456416667113	0
703	1	0.69322657298194379	0
704	1	0.69359858179721645	0
705	1	0.693970590612489	0
706	1	0.69434259942776166	0
707	1	0.69471460824303422	0
708	1	0.69508661705830688	0
709	1	0.69545862587357954	0
710	1	0.69583063468885209	0
710	1	0.69620264350412475	0
711	1	0.69657465231939741	0
712	1	0.69694666113466996	0
713	1	0.69731866994994263	0
714	1	0.69769067876521529	0
715	1	0.69806268758048784	0
716	1	0.6984346963957605	0
717	1	0.69880670521103305	0
718	1	0.69917871402630571	0
718	1	0.69955072284157838	0
719	1	0.69992273165685093	0
720	1	0.70029474047212359	0
721	1	0.70066674928739625	0
722	1	0.7010387581026688	0
723	1	0.70141076691794146	0
724	1	0.70178277573321413	0
725	1	0.70215478454848668	0
726	1	0.70252679336375934	0
726	1	0.70289880217903189	0
727	1	0.70327081099430455	0
728	1	0.70364281980957721	0
729	1	0.70401482862484976	0
730	1	0.70438683744012243	0
731	1	0.70475884625539509	0
732	1	0.70513085507066764	0
733	1	0.7055028638859403	0
734	1	0.70587487270121296	0
735	1	0.70624688151648551	0
735	1	0.70661889033175818	0
736	1	0.70699089914703073	0
737	1	0.70736290796230339	0
738	1	0.70773491677757605	0
739	1	0.7081069255928486	0
740	1	0.70847893440812126	0
741	1	0.70885094322339393	0
742	1	0.70922295203866648	0
743	1	0.70959496085393914	0
743	1	0.70996696966921169	0
744	1	0.71033897848448435	0
745	1	0.71071098729975701	0
746	1	0.71108299611502956	0
747	1	0.71145500493030223	0
748	1	0.71182701374557489	0
749	1	0.71219902256084744	0
750	1	0.7125710313761201	0
751	1	0.71294304019139276	0
751	1	0.71331504900666531	0
752	1	0.71368705782193798	0
753	1	0.71405906663721053	0
754	1	0.71443107545248319	0
755	1	0.71480308426775585	0
756	1	0.7151750930830284	0
757	1	0.71554710189830106	0
758	1	0.71591911071357373	0
759	1	0.71629111952884628	0
760	1	0.71666312834411894	0
760	1	0.7170351371593916	0
761	1	0.71740714597466415	0
762	1	0.71777915478993681	0
763	1	0.71815116360520936	0
764	1	0.71852317242048203	0
765	1	0.71889518123575469	0
766	1	0.71926719005102724	0
767	1	0.7196391988662999	0
768	1	0.72001120768157256	0
768	1	0.72038321649684511	0
769	1	0.72075522531211778	0
770	1	0.72112723412739044	0
771	1	0.72149924294266299	0
772	1	0.72187125175793565	0
773	1	0.7222432605732082	0
774	1	0.72261526938848086	0
775	1	0.72298727820375353	0
776	1	0.72335928701902608	0
776	1	0.72373129583429874	0
777	1	0.7241033046495714	0
778	1	0.72447531346484395	0
779	1	0.72484732228011661	0
780	1	0.72521933109538927	0
781	1	0.72559133991066183	0
782	1	0.72596334872593449	0
783	1	0.72633535754120704	0
784	1	0.7267073663564797	0
785	1	0.72707937517175236	0
785	1	0.72745138398702491	0
786	1	0.72782339280229758	0
787	1	0.72819540161757024	0
788	1	0.72856741043284279	0
789	1	0.72893941924811545	0
790	1	0.72931142806338811	0
791	1	0.72968343687866066	0
792	1	0.73005544569393332	0
793	1	0.73042745450920588	0
793	1	0.73079946332447854	0
794	1	0.7311714721397512	0
795	1	0.73154348095502375	0
796	1	0.73191548977029641	0
797	1	0.73228749858556907	0
798	1	0.73265950740084163	0
799	1	0.73303151621611429	0
800	1	0.73340352503138695	0
801	1	0.7337755338466595	0
801	1	0.73414754266193216	0
802	1	0.73451955147720471	0
803	1	0.73489156029247737	0
804	1	0.73526356910775004	0
805	1	0.73563557792302259	0
806	1	0.73600758673829525	0
807	1	0.73637959555356791	0
808	1	0.73675160436884046	0
809	1	0.73712361318411312	0
810	1	0.73749562199938579	0
810	1	0.73786763081465834	0
811	1	0.738239639629931	0
812	1	0.73861164844520355	0
813	1	0.73898365726047621	0
814	1	0.73935566607574887	0
815	1	0.73972767489102143	0
816	1	0.74009968370629409	0
817	1	0.74047169252156675	0
818	1	0.7408437013368393	0
818	1	0.74121571015211196	0
819	1	0.74158771896738462	0
820	1	0.74195972778265717	0
821	1	0.74233173659792984	0
822	1	0.74270374541320239	0
823	1	0.74307575422847505	0
824	1	0.74344776304374771	0
