B Num,Symbol,EcoCycID,ECK Num
b4311,yjhA,G7921,ECK4302
b3223,nanE,G7677,ECK3212
b3223,yhcJ,G7677,ECK3212
b3222,nanK,G7676,ECK3211
b3222,yhcI,G7676,ECK3211
b4310,nanM,G7920,ECK4301
b4310,yjhT,G7920,ECK4301
b3226,nanR,G7678,ECK3215
b3226,yhcK,G7678,ECK3215
b4309,nanS,G7919,ECK4300
b4309,yjhS,G7919,ECK4300
b3224,nanT,G436,ECK3213
b2206,napA,EG12067,ECK2198
b2206,yojD,EG12067,ECK2198
b2206,yojC,EG12067,ECK2198
b2206,yojE,EG12067,ECK2198
b2203,napB,EG12061,ECK2195
b2203,yejY,EG12061,ECK2195
b2202,napC,EG12060,ECK2194
b2202,yejX,EG12060,ECK2194
b2207,napD,EG12143,ECK2199
b2207,yojF,EG12143,ECK2199
b2208,napF,EG12068,ECK2200
b2208,yojG,EG12068,ECK2200
b2205,napG,EG12064,ECK2197
b2205,yojA,EG12064,ECK2197
b2205,yojB,EG12064,ECK2197
b2204,napH,EG12062,ECK2196
b2204,yejZ,EG12062,ECK2196
b1224,narG,EG10638,ECK1218
b1224,chlC,EG10638,ECK1218
b1224,narC,EG10638,ECK1218
b1225,narH,EG10639,ECK1219
b1225,chlC,EG10639,ECK1219
b1227,narI,EG10640,ECK1221
b1227,chlI,EG10640,ECK1221
b1226,narJ,EG10641,ECK1220
b1223,narK,EG10642,ECK1217
b1221,narL,EG10643,ECK1215
b1221,frdR,EG10643,ECK1215
b1221,narR,EG10643,ECK1215
b2193,narP,EG11527,ECK2185
b2469,narQ,EG11460,ECK2464
b1469,narU,EG12153,ECK1463
b1469,yddF,EG12153,ECK1463
b1465,narV,EG10644,ECK1459
b1465,chlZ,EG10644,ECK1459
b1466,narW,EG10645,ECK1460
b1466,chlZ,EG10645,ECK1460
b1222,narX,EG10646,ECK1216
b1222,frdR,EG10646,ECK1216
b1222,narR,EG10646,ECK1216
b1222,frd1,EG10646,ECK1216
b1467,narY,EG10647,ECK1461
b1467,chlZ,EG10647,ECK1461
b1468,narZ,EG10648,ECK1462
b1468,chlZ,EG10648,ECK1462
,nc1,G0-10738,
b1109,ndh,EG10649,ECK1095
b2518,ndk,EG10650,ECK2514
b0714,nei,G6383,ECK0703
b1650,nemA,G6890,ECK1646
b1650,ydhN,G6890,ECK1646
b1649,nemR,G6889,ECK1645
b1649,ydhM,G6889,ECK1645
b3662,nepI,EG11689,ECK3653
b3662,yicM,EG11689,ECK3653
b3998,nfi,EG11915,ECK3990
b3998,yjaF,EG11915,ECK3990
b2159,nfo,EG10651,ECK2152
b0568,nfrA,EG11740,ECK0560
b0569,nfrB,EG11739,ECK0561
b0851,nfsA,EG11261,ECK0842
b0851,mda18,EG11261,ECK0842
b0851,mdaA,EG11261,ECK0842
b0851,ybjB,EG11261,ECK0842
b0578,nfsB,EG50005,ECK0570
b0578,ntr,EG50005,ECK0570
b0578,dprA,EG50005,ECK0570
b0578,nfnB,EG50005,ECK0570
b3414,nfuA,G7748,ECK3401
b3414,yhgI,G7748,ECK3401
b3414,gntY,G7748,ECK3401
b0019,nhaA,EG10652,ECK0020
b0019,ant,EG10652,ECK0020
b0019,antA,EG10652,ECK0020
b0019,hyc,EG10652,ECK0020
b1186,nhaB,EG11392,ECK1174
b0020,nhaR,EG11078,ECK0021
b0020,antO,EG11078,ECK0021
b0020,yaaB,EG11078,ECK0021
b1463,nhoA,G6770,ECK1457
b1463,yddI,G6770,ECK1457
b3476,nikA,EG12075,ECK3460
b3476,hydD,EG12075,ECK3460
b3476,hydC,EG12075,ECK3460
b3477,nikB,EG12076,ECK3461
b3477,hydC,EG12076,ECK3461
b3477,hydD,EG12076,ECK3461
b3478,nikC,EG12077,ECK3462
b3478,hydD,EG12077,ECK3462
b3478,hydC,EG12077,ECK3462
b3479,nikD,EG12078,ECK3463
b3479,hydD,EG12078,ECK3463
b3479,hydC,EG12078,ECK3463
b3480,nikE,EG12079,ECK3464
b3480,hydD,EG12079,ECK3464
b3480,hydC,EG12079,ECK3464
b3481,nikR,EG11519,ECK3465
b3481,yhhG,EG11519,ECK3465
b1790,nimR,G6976,ECK1788
b1790,yeaM,G6976,ECK1788
b1791,nimT,G6977,ECK1789
b1791,yeaN,G6977,ECK1789
b0548,ninE,G6304,ECK0539
b3365,nirB,EG10653,ECK3353
b3367,nirC,EG10654,ECK3355
b3366,nirD,EG10655,ECK3354
b3661,nlpA,EG10657,ECK3651
b1708,nlpC,EG11133,ECK1706
b2742,nlpD,EG12111,ECK2737
b0192,nlpE,EG12137,ECK0192
b0192,cutF,EG12137,ECK0192
b3163,nlpI,EG12371,ECK3151
b3163,yhbM,EG12371,ECK3151
b0553,nmpC,EG10659,ECK0544
b0553,phmA,EG10659,ECK0544
b1548,nohA,EG11634,ECK1541
b1548,nohQ,EG11634,ECK1541
b0560,nohB,EG11635,ECK0552
b2709,norR,EG12108,ECK2704
b2709,ygaA,EG12108,ECK2704
b2710,norV,G7413,ECK2705
b2710,ygaJ,G7413,ECK2705
b2710,ygaI,G7413,ECK2705
b2710,ygaK,G7413,ECK2705
b2711,norW,EG12450,ECK2706
b2711,ygaL,EG12450,ECK2706
b2711,ygbD,EG12450,ECK2706
b3206,npr,EG12147,ECK3195
b3206,yhbK,EG12147,ECK3195
b3206,ptsO,EG12147,ECK3195
b3206,rpoR,EG12147,ECK3195
b2234,nrdA,EG10660,ECK2226
b2234,dnaF,EG10660,ECK2226
b2235,nrdB,EG10661,ECK2227
b2235,ftsB,EG10661,ECK2227
b4238,nrdD,EG11417,ECK4233
b2675,nrdE,EG20257,ECK2669
b2676,nrdF,EG12381,ECK2670
b2676,ygaD,EG12381,ECK2670
b4237,nrdG,G812,ECK4232
b4237,yjgE,G812,ECK4232
b2673,nrdH,G7401,ECK2667
b2673,ygaN,G7401,ECK2667
b2674,nrdI,G7402,ECK2668
b2674,ygaO,G7402,ECK2668
b0413,nrdR,EG11320,ECK0407
b0413,ybaD,EG11320,ECK0407
b4070,nrfA,EG11781,ECK4063
b4071,nrfB,EG11945,ECK4064
b4071,yjcI,EG11945,ECK4064
b4072,nrfC,EG11946,ECK4065
b4072,yjcJ,EG11946,ECK4065
b4073,nrfD,EG11947,ECK4066
b4073,yjcK,EG11947,ECK4066
b4074,nrfE,EG11948,ECK4067
b4074,yjcL,EG11948,ECK4067
b4075,nrfF,EG11949,ECK4068
b4075,yjcM,EG11949,ECK4068
b4076,nrfG,EG11950,ECK4069
b4076,yjcN,EG11950,ECK4069
b4076,aidC,EG11950,ECK4069
b4178,nsrR,EG11212,ECK4174
b4178,yjeB,EG11212,ECK4174
b1633,nth,EG10662,ECK1629
b1865,nudB,EG11138,ECK1866
b1865,yebD,EG11138,ECK1866
b1865,ntpA,EG11138,ECK1866
b3996,nudC,EG11702,ECK3988
b3996,yjaD,EG11702,ECK3988
b3397,nudE,G7740,ECK3384
b3397,yrfE,G7740,ECK3384
b3034,nudF,EG12633,ECK3025
b3034,trgB,EG12633,ECK3025
b3034,aspP,EG12633,ECK3025
b3034,yqiE,EG12633,ECK3025
b1759,nudG,G6954,ECK1757
b1759,ynjG,G6954,ECK1757
b1759,orf135,G6954,ECK1757
b2251,nudI,G7164,ECK2244
b2251,yfaO,G7164,ECK2244
b1134,nudJ,G6580,ECK1120
b1134,ymfB,G6580,ECK1120
b2467,nudK,EG12410,ECK2462
b2467,yffH,EG12410,ECK2462
b1813,nudL,EG12693,ECK1811
b1813,yeaB,EG12693,ECK1811
b2288,nuoA,EG12082,ECK2282
b2287,nuoB,EG12083,ECK2281
b2286,nuoC,EG12084,ECK2280
b2286,nuoD,EG12084,ECK2280
b2285,nuoE,EG12086,ECK2279
b2284,nuoF,EG11774,ECK2278
b2283,nuoG,EG12087,ECK2277
b2282,nuoH,EG12088,ECK2276
b2281,nuoI,EG12089,ECK2275
b2280,nuoJ,EG12090,ECK2274
b2279,nuoK,EG12091,ECK2273
b2278,nuoL,EG12092,ECK2272
b2277,nuoM,EG11773,ECK2271
b2277,nuoA,EG11773,ECK2271
b2276,nuoN,EG12093,ECK2270
b2393,nupC,EG11971,ECK2388
b2393,cru,EG11971,ECK2388
b2964,nupG,EG10664,ECK2959
b2161,nupX,EG12029,ECK2154
b2161,yeiJ,EG12029,ECK2154
b3169,nusA,EG10665,ECK3158
b0416,nusB,EG10666,ECK0410
b0416,groNB,EG10666,ECK0410
b0416,ssaD,EG10666,ECK0410
b0416,ssyB,EG10666,ECK0410
b3982,nusG,EG10667,ECK3973
b3183,obgE,G7656,ECK3172
b3183,yhbZ,G7656,ECK3172
b3183,cgtA,G7656,ECK3172
b3183,obg,G7656,ECK3172
,och5,G0-10701,
b2082,ogrK,G7119,ECK2079
b1335,ogt,EG10668,ECK1331
b4608,ohsC,G0-10598,ECK4417
b4608,ryfC,G0-10598,ECK4417
b0957,ompA,EG10669,ECK0948
b0957,con,EG10669,ECK0948
b0957,tolG,EG10669,ECK0948
b0957,tut,EG10669,ECK0948
b2215,ompC,EG10670,ECK2207
b2215,meoA,EG10670,ECK2207
b2215,par,EG10670,ECK2207
b0929,ompF,EG10671,ECK0920
b0929,nfxB,EG10671,ECK0920
b0929,tolF,EG10671,ECK0920
b0929,cmlB,EG10671,ECK0920
b0929,cry,EG10671,ECK0920
b1319,ompG,G6657,ECK1315
b3875,ompL,G7814,ECK3868
b3875,yshA,G7814,ECK3868
b1377,ompN,G6700,ECK1372
b1377,ynaG,G6700,ECK1372
b3405,ompR,EG10672,ECK3392
b3405,cry,EG10672,ECK3392
b3405,kmt,EG10672,ECK3392
b3405,ompB,EG10672,ECK3392
b0565,ompT,EG10673,ECK0557
b1256,ompW,EG11124,ECK1250
b1256,yciD,EG11124,ECK1250
b0814,ompX,EG12117,ECK0803
b0814,ybiG,EG12117,ECK0803
b0814,ompP,EG12117,ECK0803
b4444,omrA,G0-8868,ECK2833
b4444,psrA12,G0-8868,ECK2833
b4444,rygA,G0-8868,ECK2833
b4444,PAIR2a,G0-8868,ECK2833
b4444,t59,G0-8868,ECK2833
b4444,sraE,G0-8868,ECK2833
b4445,omrB,G0-8882,ECK2834
b4445,PAIR2b,G0-8882,ECK2834
b4445,t59,G0-8882,ECK2834
b4445,rygB,G0-8882,ECK2834
b4359,opgB,EG12591,ECK4349
b4359,yjjO,EG12591,ECK4349
b4359,mdoB,EG12591,ECK4349
b1047,opgC,G6552,ECK1033
b1047,ymdD,G6552,ECK1033
b1047,mdoC,G6552,ECK1033
b1424,opgD,EG12859,ECK1418
b1424,yzzZ,EG12859,ECK1418
b1424,ydcG,EG12859,ECK1418
b1424,mdoD,EG12859,ECK1418
b0815,opgE,G6418,ECK0804
b0815,ybiP,G6418,ECK0804
b1048,opgG,EG11885,ECK1034
b1048,mdoA,EG11885,ECK1034
b1048,mdoG,EG11885,ECK1034
b1049,opgH,EG11886,ECK1035
b1049,mdoA,EG11886,ECK1035
b1049,mdoH,EG11886,ECK1035
b1243,oppA,EG10674,ECK1237
b1244,oppB,EG10675,ECK1238
b1245,oppC,EG10676,ECK1239
b1246,oppD,EG10677,ECK1240
b1247,oppF,EG10678,ECK1241
b4162,orn,G7842,ECK4158
b4162,yjeR,G7842,ECK4158
b1445,ortT,G6756,ECK1439
b1445,ydcX,G6756,ECK1439
b1283,osmB,EG10679,ECK1278
b1482,osmC,EG10680,ECK1476
b1739,osmE,EG10044,ECK1737
b1739,anr,EG10044,ECK1737
b2131,osmF,EG12012,ECK2124
b2131,yehZ,EG12012,ECK2124
b4376,osmY,EG11391,ECK4367
b4376,csi-5,EG11391,ECK4367
b1896,otsA,EG11751,ECK1895
b1897,otsB,EG11752,ECK1896
b1897,otsP,EG11752,ECK1896
b2373,oxc,G7236,ECK2369
b2373,yfdU,G7236,ECK2369
b3961,oxyR,EG10681,ECK3953
b3961,momR,EG10681,ECK3953
b3961,mor,EG10681,ECK3953
b4458,oxyS,EG31116,ECK3952
b1388,paaA,G6709,ECK1385
b1388,ydbO,G6709,ECK1385
b1389,paaB,G6710,ECK1386
b1389,ynbF,G6710,ECK1386
b1390,paaC,G6711,ECK1387
b1390,ydbP,G6711,ECK1387
b1391,paaD,G6712,ECK1388
b1391,ydbQ,G6712,ECK1388
b1392,paaE,G6713,ECK1389
b1392,ydbR,G6713,ECK1389
b1393,paaF,G6714,ECK1390
b1393,ydbR,G6714,ECK1390
b1393,ydbS,G6714,ECK1390
b1394,paaG,G6715,ECK1391
b1394,ydbT,G6715,ECK1391
b1395,paaH,G6716,ECK1392
b1395,hbdH,G6716,ECK1392
b1395,ydbU,G6716,ECK1392
b1396,paaI,G6717,ECK1393
b1396,ydbV,G6717,ECK1393
b1397,paaJ,G6718,ECK1394
b1397,ydbW,G6718,ECK1394
b1398,paaK,G6719,ECK1395
b1399,paaX,G6720,ECK1396
b1399,ydbY,G6720,ECK1396
b1400,paaY,G6721,ECK1397
b1400,ydbZ,G6721,ECK1397
b1387,paaZ,G6708,ECK1384
b1387,ydbN,G6708,ECK1384
b1387,maoC,G6708,ECK1384
b3360,pabA,EG10682,ECK3348
b1812,pabB,EG10683,ECK1810
b1096,pabC,EG11493,ECK1082
b0622,pagP,EG12180,ECK0615
b0622,ybeG,EG12180,ECK0615
b0622,crcA,EG12180,ECK0615
b0741,pal,EG10684,ECK0730
b0741,excC,EG10684,ECK0730
b0134,panB,EG11675,ECK0133
b0133,panC,EG11746,ECK0132
b0131,panD,EG11747,ECK0130
b0425,panE,G6239,ECK0419
b0425,apbA,G6239,ECK0419
b3258,panF,EG10685,ECK3245
b3459,panZ,EG12211,ECK3443
b3459,livL,EG12211,ECK3443
b3459,panM,EG12211,ECK3443
b3459,yhhK,EG12211,ECK3443
b0286,paoA,G6157,ECK0285
b0286,yagT,G6157,ECK0285
b0285,paoB,G6156,ECK0284
b0285,yagS,G6156,ECK0284
b0284,paoC,G6155,ECK0283
b0284,yagR,G6155,ECK0283
b0283,paoD,G6154,ECK0282
b0283,yagQ,G6154,ECK0282
b3019,parC,EG10686,ECK3010
b3030,parE,EG10687,ECK3021
b3030,nfxD,EG10687,ECK3021
b3073,patA,G7596,ECK3063
b3073,oat,G7596,ECK3063
b3073,pat,G7596,ECK3063
b3073,ygjG,G7596,ECK3063
b1444,patD,G6755,ECK1438
b1444,prr,G6755,ECK1438
b1444,ydcW,G6755,ECK1438
b2584,patZ,G7350,ECK2582
b2584,yfiQ,G7350,ECK2582
b2584,pka,G7350,ECK2582
b2519,pbpC,G7322,ECK2515
b2519,yfgN,G7322,ECK2515
b2134,pbpG,EG12015,ECK2127
b2134,yohB,EG12015,ECK2127
b3403,pck,EG10688,ECK3390
b3403,pckA,EG10688,ECK3390
b2743,pcm,EG10689,ECK2738
b0143,pcnB,EG10690,ECK0142
b2395,pdeA,EG11145,ECK2389
b2395,yfeA,EG11145,ECK2389
b0457,pdeB,G6252,ECK0451
b0457,ylaB,G6252,ECK0451
b4061,pdeC,EG11938,ECK4053
b4061,yjcC,EG11938,ECK4053
b1815,pdeD,G6996,ECK1813
b1815,yoaD,G6996,ECK1813
b2503,pdeF,G7314,ECK2499
b2503,yfgF,G7314,ECK2499
b1168,pdeG,G6608,ECK1155
b1168,ycgG,G6608,ECK1155
b3525,pdeH,EG12252,ECK3510
b3525,yhjH,EG12252,ECK3510
b0833,pdeI,G6433,ECK0823
b0833,yliE,G6433,ECK0823
b3529,pdeK,EG12256,ECK3514
b3529,yhjK,EG12256,ECK3514
b0315,pdeL,EG11236,ECK0313
b0315,yahA,EG11236,ECK0313
b2176,pdeN,G7148,ECK2170
b2176,rtn,G7148,ECK2170
b1285,pdeR,G6639,ECK1280
b1285,yciR,G6639,ECK1280
b1285,gmr,G6639,ECK1280
b0113,pdhR,EG11088,ECK0112
b0113,aceC,EG11088,ECK0112
b0113,genA,EG11088,ECK0112
b0113,yacB,EG11088,ECK0112
b0052,pdxA,EG10691,ECK0053
b2320,pdxB,G0-9461,ECK2314
b2320,usg-2,G0-9461,ECK2314
b1638,pdxH,EG11487,ECK1634
b1406,pdxI,EG11309,ECK1399
b1406,ydbC,EG11309,ECK1399
b2564,pdxJ,EG10693,ECK2562
b2418,pdxK,G7259,ECK2413
b2418,yfeI,G7259,ECK2413
b2418,thiJ,G7259,ECK2413
b2418,pdxL,G7259,ECK2413
b1636,pdxY,G6879,ECK1632
b1636,ydgS,G6879,ECK1632
b4260,pepA,EG10694,ECK4253
b4260,carP,EG10694,ECK4253
b4260,xerB,EG10694,ECK4253
b2523,pepB,EG12310,ECK2520
b2523,yfhI,EG12310,ECK2520
b0237,pepD,EG10695,ECK0238
b0237,pepH,EG10695,ECK0238
b4021,pepE,EG11920,ECK4013
b0932,pepN,EG10696,ECK0923
b2908,pepP,EG10697,ECK2903
b3847,pepQ,EG10698,ECK3839
b1127,pepT,EG11549,ECK1113
b0254,perR,G6129,ECK0256
b3916,pfkA,EG10699,ECK3908
b1723,pfkB,EG10700,ECK1721
b0902,pflA,EG10028,ECK0893
b0902,act,EG10028,ECK0893
b0903,pflB,EG10701,ECK0894
b0903,pfl,EG10701,ECK0894
b3952,pflC,EG11911,ECK3943
b3952,yijM,EG11911,ECK3943
b3951,pflD,EG11910,ECK3942
b3951,yijL,EG11910,ECK3942
b1024,pgaA,G6531,ECK1014
b1024,hmsH,G6531,ECK1014
b1024,ycdS,G6531,ECK1014
b1023,pgaB,G6530,ECK1013
b1023,hmsF,G6530,ECK1013
b1023,ycdR,G6530,ECK1013
b1022,pgaC,G6529,ECK1012
b1022,hmsR,G6529,ECK1012
b1022,ycdQ,G6529,ECK1012
b1021,pgaD,G6528,ECK1011
b1021,hmsS,G6528,ECK1011
b1021,ycdP,G6528,ECK1011
b2593,pgeF,EG12097,ECK2591
b2593,yfiH,EG12097,ECK2591
b4025,pgi,EG10702,ECK4017
b2926,pgk,EG10703,ECK2922
b0767,pgl,G6397,ECK0756
b0767,ybhE,G6397,ECK0756
b0688,pgm,EG12144,ECK0676
b0688,blu,EG12144,ECK0676
b0418,pgpA,EG10704,ECK0412
b0418,yajN,EG10704,ECK0412
b1278,pgpB,EG10705,ECK1273
b2560,pgpC,EG11371,ECK2558
b2560,yfhB,EG11371,ECK2558
b1328,pgrR,G6664,ECK1325
b1328,ycjZ,G6664,ECK1325
b1912,pgsA,EG10706,ECK1911
b2599,pheA,EG10707,ECK2596
b2598,pheL,EG11271,ECK2595
b2598,pheAE,EG11271,ECK2595
b1715,pheM,EG11272,ECK1713
b1715,phtL,EG11272,ECK1713
b0576,pheP,EG10708,ECK0568
b1714,pheS,EG10709,ECK1712
b1714,phe-act,EG10709,ECK1712
b1713,pheT,EG10710,ECK1711
b4134,pheU,EG30064,ECK4128
b4134,pheR,EG30064,ECK4128
b4134,pheW,EG30064,ECK4128
b2967,pheV,EG30065,ECK2962
b2967,pheC,EG30065,ECK2962
b4106,phnC,EG10713,ECK4099
b4102,phnF,EG10715,ECK4095
b4101,phnG,EG10716,ECK4094
b4100,phnH,EG10717,ECK4093
b4099,phnI,EG10718,ECK4092
b4098,phnJ,EG10719,ECK4091
b4097,phnK,EG10720,ECK4090
b4096,phnL,EG10721,ECK4089
b4095,phnM,EG10722,ECK4088
b4094,phnN,EG10723,ECK4087
b4093,phnO,EG10724,ECK4086
b4092,phnP,EG10725,ECK4085
b0383,phoA,EG10727,ECK0378
b0383,psiA,EG10727,ECK0378
b0399,phoB,EG10728,ECK0393
b0399,phoRc,EG10728,ECK0393
b0399,phoT,EG10728,ECK0393
b0241,phoE,EG10729,ECK0242
b0241,ompE,EG10729,ECK0242
b1020,phoH,EG11734,ECK1010
b1020,psiH,EG11734,ECK1010
b1130,phoP,EG10731,ECK1116
b1129,phoQ,EG10732,ECK1115
b0400,phoR,EG10733,ECK0394
b0400,R1pho,EG10733,ECK0394
b0400,phoR1,EG10733,ECK0394
b0400,nmpB,EG10733,ECK0394
b3724,phoU,EG10735,ECK3717
b3724,phoT,EG10735,ECK3717
b3724,pst,EG10735,ECK3717
b3379,php,G7731,ECK3366
b3379,yhfV,G7731,ECK3366
b0708,phr,EG10736,ECK0697
b0708,phrB,EG10736,ECK0697
b1158,pinE,EG10737,ECK1144
b1158,pin,EG10737,ECK1144
b1545,pinQ,G6819,ECK1538
b1545,ydfL,G6819,ECK1538
b1374,pinR,G6697,ECK1369
b1374,ynaD,G6697,ECK1369
b3493,pitA,EG12230,ECK3478
b3493,pit,EG12230,ECK3478
b2987,pitB,EG12883,ECK2981
b2014,plaP,EG11896,ECK2008
b2014,yeeF,EG11896,ECK2008
b3821,pldA,EG10738,ECK3815
b3825,pldB,EG10739,ECK3819
b1178,pliG,G6615,ECK1166
b1178,ycgK,G6615,ECK1166
b4041,plsB,EG10740,ECK4033
b3018,plsC,EG11377,ECK3009
b3018,parF,EG11377,ECK3009
b1090,plsX,EG11437,ECK1076
b4235,pmbA,EG10741,ECK4230
b4235,mcb,EG10741,ECK4230
b4235,tldE,EG10741,ECK4230
b2259,pmrD,G7172,ECK2253
b4703,pmrR,G0-10707,ECK4515
b1768,pncA,EG11135,ECK1766
b1768,nam,EG11135,ECK1766
b1768,ydjB,EG11135,ECK1766
b0931,pncB,EG10742,ECK0922
b2700,pncC,G7409,ECK2695
b2700,ygaD,G7409,ECK2695
b3164,pnp,EG10743,ECK3152
b3164,bfl,EG10743,ECK3152
b1603,pntA,EG10744,ECK1598
b1602,pntB,EG10745,ECK1597
b0751,pnuC,EG11700,ECK0740
b3863,polA,EG10746,ECK3855
b3863,resA,EG10746,ECK3855
b0060,polB,EG10747,ECK0061
b0060,dinA,EG10747,ECK0061
b1126,potA,EG10749,ECK1112
b1125,potB,EG10750,ECK1111
b1124,potC,EG10751,ECK1110
b1123,potD,EG10752,ECK1109
b0692,potE,EG10753,ECK0680
b0854,potF,EG11629,ECK0845
b0855,potG,EG11630,ECK0846
b0856,potH,EG11631,ECK0847
b0857,potI,EG11632,ECK0848
b0871,poxB,EG10754,ECK0862
b4226,ppa,EG10755,ECK4222
b3956,ppc,EG10756,ECK3947
b3956,asp,EG10756,ECK3947
b3956,glu,EG10756,ECK3947
b2826,ppdA,EG12081,ECK2822
b2825,ppdB,EG11156,ECK2821
b2825,ygdC,EG11156,ECK2821
b2823,ppdC,EG11154,ECK2819
b2823,ygdA,EG11154,ECK2819
b0108,ppdD,EG12107,ECK0107
b1838,pphA,G7011,ECK1837
b1838,yebX,G7011,ECK1837
b1838,prpA,G7011,ECK1837
b2734,pphB,G7415,ECK2729
b2734,ygbH,G7415,ECK2729
b2734,prpB,G7415,ECK2729
b3363,ppiA,EG10757,ECK3351
b3363,rot,EG10757,ECK3351
b3363,rotA,EG10757,ECK3351
b0525,ppiB,EG10758,ECK0518
b3775,ppiC,EG12352,ECK3767
b3775,parvA,EG12352,ECK3767
b0441,ppiD,G6242,ECK0435
b0441,ybaU,G6242,ECK0435
b2501,ppk,EG11510,ECK2497
b2795,ppnN,EG12373,ECK2790
b2795,ygdH,EG12373,ECK2790
b0391,ppnP,EG12159,ECK0386
b0391,yaiE,EG12159,ECK0386
b2972,pppA,G7539,ECK2967
b2972,yghH,G7539,ECK2967
b1702,ppsA,EG10759,ECK1700
b1702,pps,EG10759,ECK1700
b1703,ppsR,EG11132,ECK1701
b1703,ydiA,EG11132,ECK1701
b1461,pptA,EG11761,ECK1455
b1461,ydcE,EG11761,ECK1455
b2502,ppx,EG11403,ECK2498
b0950,pqiA,G6490,ECK0941
b0950,pqi5,G6490,ECK0941
b0950,pqi5A,G6490,ECK0941
b0951,pqiB,G6491,ECK0942
b0951,pqi5,G6491,ECK0942
b0951,pqi5B,G6491,ECK0942
b0952,pqiC,G6492,ECK0943
b0952,ymbA,G6492,ECK0943
b1494,pqqL,EG11744,ECK1488
b1494,pqqM,EG11744,ECK1488
b1494,pqqE,EG11744,ECK1488
b1494,yddC,EG11744,ECK1488
b1830,prc,EG10760,ECK1829
b1830,tsp,EG10760,ECK1829
b2147,preA,EG11289,ECK2140
b2147,yeiA,EG11289,ECK2140
b2146,preT,G7145,ECK2139
b2146,yeiT,G7145,ECK2139
b1211,prfA,EG10761,ECK1199
b1211,ups?,EG10761,ECK1199
b1211,sueB,EG10761,ECK1199
b1211,uar,EG10761,ECK1199
b2891,prfB,EG10762,ECK2886
b2891,supK,EG10762,ECK2886
b4375,prfC,EG12114,ECK4366
b4375,miaD,EG12114,ECK4366
b4375,tos,EG12114,ECK4366
b3935,priA,EG10763,ECK3927
b3935,srgA,EG10763,ECK3927
b4201,priB,EG10764,ECK4197
b0467,priC,EG10765,ECK0461
b3355,prkB,EG12365,ECK3343
b3355,yhfF,EG12365,ECK3343
b3498,prlC,EG11441,ECK3483
b3498,opdA,EG11441,ECK3483
b3129,prlF,EG10955,ECK3117
b3129,sohA,EG10955,ECK3117
b3129,prlFA,EG10955,ECK3117
b3259,prmA,EG11497,ECK3246
b3259,yhdI,EG11497,ECK3246
b3259,prm-1,EG11497,ECK3246
b2330,prmB,EG12449,ECK2324
b2330,yfcB,EG12449,ECK2324
b1212,prmC,EG12424,ECK1200
b1212,hemK,EG12424,ECK1200
b0243,proA,EG10767,ECK0244
b0243,pro(1),EG10767,ECK0244
b0243,pro1,EG10767,ECK0244
b0242,proB,EG10768,ECK0243
b0242,pro(2),EG10768,ECK0243
b0242,pro2,EG10768,ECK0243
b0386,proC,EG10769,ECK0381
b0386,pro(3),EG10769,ECK0381
b0386,Pro2,EG10769,ECK0381
b0386,pro3,EG10769,ECK0381
b3545,proK,EG30066,ECK3532
b3545,proV,EG30066,ECK3532
b2189,proL,EG30067,ECK2183
b2189,proW,EG30067,ECK2183
b3799,proM,EG30068,ECK3792
b3799,proU,EG30068,ECK3792
b4111,proP,EG11612,ECK4104
b1831,proQ,EG12866,ECK1830
b1831,yoeC,EG12866,ECK1830
b1831,yobE,EG12866,ECK1830
b1831,yebJ,EG12866,ECK1830
b0194,proS,EG10770,ECK0194
b0194,drp,EG10770,ECK0194
b0194,drpA,EG10770,ECK0194
b2677,proV,EG10771,ECK2671
b2677,osrA,EG10771,ECK2671
b2677,proU,EG10771,ECK2671
b2678,proW,EG10772,ECK2672
b2678,osrA,EG10772,ECK2672
b2678,proU,EG10772,ECK2672
b2679,proX,EG10773,ECK2673
b2679,osrA,EG10773,ECK2673
b2679,proU,EG10773,ECK2673
b0402,proY,G6233,ECK0396
b0402,yajM,G6233,ECK0396
b0331,prpB,G6196,ECK0329
b0331,yahQ,G6196,ECK0329
b0333,prpC,G6198,ECK0330
b0333,yzzD,G6198,ECK0330
b0333,yahS,G6198,ECK0330
b0334,prpD,G6199,ECK0331
b0334,yahT,G6199,ECK0331
b0334,acnC,G6199,ECK0331
b0335,prpE,G6200,ECK0332
b0335,yahU,G6200,ECK0332
b0330,prpR,G6195,ECK0328
b0330,yahP,G6195,ECK0328
b1207,prs,EG10774,ECK1195
b1207,dnaR,EG10774,ECK1195
b1207,prsA,EG10774,ECK1195
b4160,psd,EG10775,ECK4156
b4030,psiE,EG11209,ECK4022
b4030,yjbA,EG11209,ECK4022
b0384,psiF,EG11401,ECK0379
b1304,pspA,EG10776,ECK1299
b1304,cog,EG10776,ECK1299
b1305,pspB,EG10777,ECK1300
b1306,pspC,EG10778,ECK1301
b1307,pspD,EG10779,ECK1302
b1308,pspE,EG10780,ECK1303
b1303,pspF,EG12344,ECK1298
b1303,ycjB,EG12344,ECK1298
b4050,pspG,EG11933,ECK4042
b4050,yjbO,EG11933,ECK4042
b2585,pssA,EG10781,ECK2583
b2585,pss,EG10781,ECK2583
b3726,pstA,EG10782,ECK3719
b3726,R2pho,EG10782,ECK3719
b3726,phoR2,EG10782,ECK3719
b3726,phoR2b,EG10782,ECK3719
b3726,phoT,EG10782,ECK3719
b3725,pstB,EG10783,ECK3718
