B Num,Symbol,EcoCycID,ECK Num
b2837,Rgal,EG10364,ECK2835
b2151,galS,EG10365,ECK2144
b2151,mglD,EG10365,ECK2144
b0758,galT,EG10366,ECK0747
b0758,galB,EG10366,ECK0747
b1236,galU,EG11319,ECK1231
b1236,ychD,EG11319,ECK1231
b1779,gapA,EG10367,ECK1777
b1779,gad,EG10367,ECK1777
b1779,gap1,EG10367,ECK1777
b3128,garD,EG12522,ECK3116
b3128,yhaG,EG12522,ECK3116
b3124,garK,EG11175,ECK3112
b3124,yhaD,EG11175,ECK3112
b3126,garL,EG10016,ECK3114
b3126,yhaF,EG10016,ECK3114
b3127,garP,EG12760,ECK3115
b3127,yhaU,EG12760,ECK3115
b3125,garR,EG11176,ECK3113
b3125,yhaE,EG11176,ECK3113
b2094,gatA,EG12414,ECK2087
b2093,gatB,EG12415,ECK2086
b2092,gatC,EG12416,ECK2085
b2091,gatD,EG12417,ECK2084
b2087,gatR_1,G8207,ECK2083
b2087,gatR,G8207,ECK2083
b2090,gatR_2,EG12162,ECK2083
b2090,gatR,EG12162,ECK2083
b2096,gatY,EG12419,ECK2089
b2096,yegF,EG12419,ECK2089
b2095,gatZ,G7128,ECK2088
b0124,gcd,EG10369,ECK0123
b0507,gcl,EG11583,ECK0500
b2808,gcvA,EG11795,ECK2803
b4443,gcvB,G0-8867,ECK2804
b4443,psrA11,G0-8867,ECK2804
b4443,IS145,G0-8867,ECK2804
b2904,gcvH,EG10371,ECK2899
b2904,gcv,EG10371,ECK2899
b2903,gcvP,EG11810,ECK2898
b2479,gcvR,EG11149,ECK2475
b2479,yffD,EG11149,ECK2475
b2905,gcvT,EG11442,ECK2900
b1761,gdhA,EG10372,ECK1759
b0987,gfcA,G6508,ECK0978
b0987,ymcD,G6508,ECK0978
b0986,gfcB,G6507,ECK0977
b0986,ymcC,G6507,ECK0977
b0985,gfcC,G6506,ECK0976
b0985,ymcB,G6506,ECK0976
b0984,gfcD,G6505,ECK0975
b0984,ymcA,G6505,ECK0975
b0983,gfcE,G6504,ECK0974
b0983,yccZ,G6504,ECK0974
b3447,ggt,EG10374,ECK3431
b4128,ghoS,G7830,ECK4121
b4128,yjdK,G7830,ECK4121
b4559,ghoT,G0-10472,ECK4122
b4559,yjdO,G0-10472,ECK4122
b1033,ghrA,G6539,ECK1019
b1033,ycdW,G6539,ECK1019
b3553,ghrB,EG12272,ECK3540
b3553,tkrA,EG12272,ECK3540
b3553,yiaE,EG12272,ECK3540
b4064,ghxP,EG11939,ECK4057
b4064,yjcD,EG11939,ECK4057
b4464,ghxQ,G7503,ECK2880
b2885 (obsolete),ghxQ,G7503,ECK2880
b4464,ygfR,G7503,ECK2880
b2884 (obsolete),ghxQ,G7503,ECK2880
b4464,ygfQ,G7503,ECK2880
b2975,glcA,G7542,ECK2969
b2975,yghK,G7542,ECK2969
b2976,glcB,EG20080,ECK2970
b2976,glc,EG20080,ECK2970
b2980,glcC,G7546,ECK2975
b2980,yghN,G7546,ECK2975
b2979,glcD,G7545,ECK2974
b2979,yghM,G7545,ECK2974
b2979,gox,G7545,ECK2974
b4468,glcE,G7544,ECK2973
b4468,yghL,G7544,ECK2973
b4468,gox,G7544,ECK2973
b2978 (obsolete),glcE,G7544,ECK2973
b4467,glcF,G0-8601,ECK2972
b4467,gox,G0-8601,ECK2972
b4467,yghL,G0-8601,ECK2972
b2978 (obsolete),glcF,G0-8601,ECK2972
b2977,glcG,G7543,ECK2971
b2977,yghC,G7543,ECK2971
b3945,gldA,EG11904,ECK3937
b2036,glf,EG11981,ECK2030
b2036,yefE,EG11981,ECK2030
b3429,glgA,EG10377,ECK3415
b3432,glgB,EG10378,ECK3418
b3430,glgC,EG10379,ECK3416
b3428,glgP,EG10380,ECK3414
b3428,glgY,EG10380,ECK3414
b3049,glgS,EG11381,ECK3038
b3049,scoR,EG11381,ECK3038
b3431,glgX,EG10381,ECK3417
b2388,glk,EG12957,ECK2384
b3176,glmM,EG11553,ECK3165
b3176,yhbF,EG11553,ECK3165
b3176,mrsA,EG11553,ECK3165
b3729,glmS,EG10382,ECK3722
b3730,glmU,EG11198,ECK3723
b3730,yieA,EG11198,ECK3723
b4441,glmY,G0-8910,ECK2554
b4441,tke1,G0-8910,ECK2554
b4441,sroF,G0-8910,ECK2554
b4456,glmZ,G0-8873,ECK3795
b4456,psrA20,G0-8873,ECK3795
b4456,sraJ,G0-8873,ECK3795
b4456,k19,G0-8873,ECK3795
b4456,ryiA,G0-8873,ECK3795
b3870,glnA,EG10383,ECK3863
b2553,glnB,EG10384,ECK2550
b0167,glnD,EG11411,ECK0165
b0167,glnD5,EG11411,ECK0165
b3053,glnE,EG11602,ECK3043
b3868,glnG,EG10385,ECK3861
b3868,glnT,EG10385,ECK3861
b3868,ntrC,EG10385,ECK3861
b0811,glnH,EG10386,ECK0800
b0450,glnK,EG12191,ECK0444
b0450,ybaI,EG12191,ECK0444
b3869,glnL,EG10387,ECK3862
b3869,glnR,EG10387,ECK3862
b3869,ntrB,EG10387,ECK3862
b0810,glnP,EG10388,ECK0799
b0809,glnQ,EG10389,ECK0798
b0680,glnS,EG10390,ECK0668
b0670,glnU,EG30028,ECK0659
b0670,glnUalpha,EG30028,ECK0659
b0670,supB,EG30028,ECK0659
b0670,trnA,EG30028,ECK0659
b0665,glnV,EG30029,ECK0656
b0665,Su2,EG30029,ECK0656
b0665,glnValpha,EG30029,ECK0656
b0665,suII,EG30029,ECK0656
b0665,supE,EG30029,ECK0656
b0668,glnW,EG30030,ECK0658
b0668,glnU-beta,EG30030,ECK0658
b0668,glnUbeta,EG30030,ECK0658
b0664,glnX,EG30031,ECK0655
b0664,supE,EG30031,ECK0655
b0664,glnV-beta,EG30031,ECK0655
b0664,glnVbeta,EG30031,ECK0655
b1651,gloA,G6891,ECK1647
b0212,gloB,G6099,ECK0212
b0212,yafR,G6099,ECK0212
b0927,gloC,G6475,ECK0918
b0927,ycbL,G6475,ECK0918
b2241,glpA,EG10391,ECK2233
b2242,glpB,EG10392,ECK2234
b2242,psi-51,EG10392,ECK2234
b2243,glpC,EG10393,ECK2235
b3426,glpD,EG10394,ECK3412
b3426,glyD,EG10394,ECK3412
b3425,glpE,EG10395,ECK3411
b3927,glpF,EG10396,ECK3919
b3424,glpG,EG10397,ECK3410
b3926,glpK,EG10398,ECK3918
b2239,glpQ,EG10399,ECK2231
b3423,glpR,EG10400,ECK3409
b2240,glpT,EG10401,ECK2232
b3925,glpX,EG11517,ECK3917
b2556,glrK,G7345,ECK2553
b2556,yfhZ,G7345,ECK2553
b2556,yfhK,G7345,ECK2553
b2556,qseE,G7345,ECK2553
b2554,glrR,EG11285,ECK2551
b2554,yfhA,EG11285,ECK2551
b2554,qseF,EG11285,ECK2551
b0485,glsA,G6261,ECK0479
b0485,ybaS,G6261,ECK0479
b1524,glsB,G6810,ECK1517
b1524,yneH,G6810,ECK1517
b0720,gltA,EG10402,ECK0709
b0720,glut,EG10402,ECK0709
b0720,icdB,EG10402,ECK0709
b3212,gltB,EG10403,ECK3202
b3212,psiQ,EG10403,ECK3202
b3212,ossB,EG10403,ECK3202
b3212,aspB,EG10403,ECK3202
b3213,gltD,EG10404,ECK3203
b3213,psiQ,EG10404,ECK3203
b3213,ossB,EG10404,ECK3203
b3213,aspB,EG10404,ECK3203
b3214,gltF,EG11514,ECK3204
b3214,ossB,EG11514,ECK3204
b0655,gltI,G6359,ECK0648
b0655,yzzK,G6359,ECK0648
b0655,ybeJ,G6359,ECK0648
b0654,gltJ,EG12661,ECK0647
b0653,gltK,EG12662,ECK0646
b0652,gltL,EG12663,ECK0645
b4077,gltP,EG10405,ECK4070
b3653,gltS,EG10406,ECK3643
b3653,gltC,EG10406,ECK3643
b3969,gltT,EG30032,ECK3961
b3969,tgtB,EG30032,ECK3961
b3757,gltU,EG30033,ECK3751
b3757,tgtC,EG30033,ECK3751
b4008,gltV,EG30034,ECK4000
b4008,tgtE,EG30034,ECK4000
b2590,gltW,EG30035,ECK2588
b2400,gltX,EG10407,ECK2394
b2400,gltM,EG10407,ECK2394
b2400,gluRS,EG10407,ECK2394
b0144,gluQ,EG11362,ECK0143
b0144,yadB,EG11362,ECK0143
b3682,glvB,EG11709,ECK3674
b3682,yidN,EG11709,ECK3674
b3682,yidO,EG11709,ECK3674
b3683,glvC,EG11710,ECK3675
b3683,ptiC,EG11710,ECK3675
b3681,glvG,EG11708,ECK3673
b3681,yidM,EG11708,ECK3673
b0514,glxK,G6283,ECK0507
b0514,glxB5,G6283,ECK0507
b0514,ybbZ,G6283,ECK0507
b0509,glxR,G6278,ECK0502
b0509,glxB1,G6278,ECK0502
b0509,ybbQ,G6278,ECK0502
b2551,glyA,EG10408,ECK2548
b3560,glyQ,EG10409,ECK3548
b3560,cfcA,EG10409,ECK3548
b3560,glyS(A),EG10409,ECK3548
b3559,glyS,EG10410,ECK3547
b3559,glyS(B),EG10410,ECK3547
b3559,gly,EG10410,ECK3547
b3559,gly-act,EG10410,ECK3547
b3978,glyT,EG30036,ECK3969
b3978,sumA,EG30036,ECK3969
b3978,sup15B,EG30036,ECK3969
b3978,supA36,EG30036,ECK3969
b2864,glyU,EG30037,ECK2860
b2864,supT,EG30037,ECK2860
b2864,suA36,EG30037,ECK2860
b2864,sufD,EG30037,ECK2860
b2864,sumA,EG30037,ECK2860
b2864,sumB,EG30037,ECK2860
b4163,glyV,EG30038,ECK4159
b4163,glyValpha,EG30038,ECK4159
b4163,ins,EG30038,ECK4159
b4163,mutA,EG30038,ECK4159
b4163,suA58,EG30038,ECK4159
b4163,suA78,EG30038,ECK4159
b1911,glyW,EG30039,ECK1910
b1911,ins,EG30039,ECK1910
b1911,mutC,EG30039,ECK1910
b1911,suA58,EG30039,ECK1910
b1911,suA78,EG30039,ECK1910
b4164,glyX,EG30040,ECK4160
b4164,glyVbeta,EG30040,ECK4160
b4165,glyY,EG30041,ECK4161
b4165,glyVgamma,EG30041,ECK4161
b2053,gmd,EG11787,ECK2047
b2053,yefN,EG11787,ECK2047
b2053,yefA,EG11787,ECK2047
b0200,gmhB,EG11736,ECK0200
b0200,yaeD,EG11736,ECK0200
b3648,gmk,EG10965,ECK3638
b3648,spoR,EG10965,ECK3638
b2051,gmm,EG11789,ECK2045
b2051,nudD,EG11789,ECK2045
b2051,wcaH,EG11789,ECK2045
b2051,yefC,EG11789,ECK2045
b2029,gnd,EG10411,ECK2024
b4517,gnsA,G0-9662,ECK0982
b4517,yccL,G0-9662,ECK0982
b4517,sfa,G0-9662,ECK0982
b1550,gnsB,G6823,ECK1544
b1550,ydfY,G6823,ECK1544
b3437,gntK,EG12629,ECK3422
b4321,gntP,EG12563,ECK4312
b4321,yjiB,EG12563,ECK4312
b3438,gntR,EG12630,ECK3423
b3415,gntT,EG12380,ECK3402
b3415,gntTalpha,EG12380,ECK3402
b3415,yhgC,EG12380,ECK3402
b3415,gntM,EG12380,ECK3402
b3415,usgA,EG12380,ECK3402
b4476,gntU,EG12631,ECK3421
b3435 (obsolete),gntU,EG12631,ECK3421
b3436 (obsolete),gntU,EG12631,ECK3421
b3500,gor,EG10412,ECK3485
b3500,gorA,EG10412,ECK3485
b3385,gph,EG11871,ECK3372
b3385,yhfE,EG11871,ECK3372
b0755,gpmA,EG11699,ECK0744
b0755,gpm,EG11699,ECK0744
b3612,gpmM,EG12296,ECK3602
b3612,gpmC,EG12296,ECK3602
b3612,pgmI,EG12296,ECK3602
b3612,gpmI,EG12296,ECK3602
b3612,yibO,EG12296,ECK3602
b3779,gpp,EG10413,ECK3771
b3779,gppA,EG10413,ECK3771
b3001,gpr,G7558,ECK2995
b3001,mgrA,G7558,ECK2995
b3001,yghZ,G7558,ECK2995
b3608,gpsA,EG20091,ECK3598
b0238,gpt,EG10414,ECK0239
b0238,glyD,EG10414,ECK0239
b0238,gpp,EG10414,ECK0239
b0238,gxu,EG10414,ECK0239
b2579,grcA,EG11784,ECK2577
b2579,yfiD,EG11784,ECK2577
b3181,greA,EG10415,ECK3170
b3406,greB,EG11578,ECK3393
b4143,groL,EG10599,ECK4137
b4143,groEL,EG10599,ECK4137
b4143,mopA,EG10599,ECK4137
b4142,groS,EG10600,ECK4136
b4142,groES,EG10600,ECK4136
b4142,mopB,EG10600,ECK4136
b2614,grpE,EG10416,ECK2610
b0849,grxA,EG10417,ECK0840
b0849,grx,EG10417,ECK0840
b1064,grxB,EG12688,ECK1049
b3610,grxC,EG12294,ECK3600
b3610,yibM,EG12294,ECK3600
b1654,grxD,EG12181,ECK1650
b1654,ydhD,EG12181,ECK1650
b2688,gshA,EG10418,ECK2683
b2688,gsh-I,EG10418,ECK2683
b2947,gshB,EG10419,ECK2942
b2947,gsh-II,EG10419,ECK2942
b0829,gsiA,G6429,ECK0819
b0829,yliA,G6429,ECK0819
b0830,gsiB,G6430,ECK0820
b0830,yliB,G6430,ECK0820
b0831,gsiC,G6431,ECK0821
b0831,yliC,G6431,ECK0821
b0832,gsiD,G6432,ECK0822
b0832,yliD,G6432,ECK0822
b0477,gsk,EG11102,ECK0471
b3323,gspA,G7701,ECK3310
b3323,yheD,G7701,ECK3310
b3322,gspB,EG11263,ECK3309
b3322,pioO,EG11263,ECK3309
b3322,pinO,EG11263,ECK3309
b3324,gspC,G7702,ECK3311
b3324,yheE,G7702,ECK3311
b3325,gspD,G7703,ECK3312
b3325,yheF,G7703,ECK3312
b3326,gspE,G7704,ECK3313
b3326,yheG,G7704,ECK3313
b3327,gspF,G7705,ECK3314
b3327,hofF,G7705,ECK3314
b3327,hopF,G7705,ECK3314
b3328,gspG,G7706,ECK3315
b3328,hofG,G7706,ECK3315
b3328,hopG,G7706,ECK3315
b3329,gspH,G7707,ECK3316
b3329,hofH,G7707,ECK3316
b3329,hopH,G7707,ECK3316
b3330,gspI,G7708,ECK3317
b3330,yheH,G7708,ECK3317
b3331,gspJ,G7709,ECK3318
b3331,yheI,G7709,ECK3318
b3332,gspK,G7710,ECK3319
b3332,yheJ,G7710,ECK3319
b3333,gspL,G7711,ECK3320
b3333,yheK,G7711,ECK3320
b3334,gspM,EG12173,ECK3321
b3334,hopZ,EG12173,ECK3321
b3334,pshM,EG12173,ECK3321
b3335,gspO,EG11359,ECK3322
b3335,hofD,EG11359,ECK3322
b3335,hopD,EG11359,ECK3322
b3335,hopO,EG11359,ECK3322
b3335,yheC,EG11359,ECK3322
b2988,gss,EG12882,ECK2982
b2988,gsp,EG12882,ECK2982
b1635,gstA,G6878,ECK1631
b1635,gst,G6878,ECK1631
b0838,gstB,G6438,ECK0828
b0838,yliJ,G6438,ECK0828
b2507,guaA,EG10420,ECK2503
b2508,guaB,EG10421,ECK2504
b2508,guaR,EG10421,ECK2504
b0104,guaC,EG10422,ECK0104
b2883,guaD,G7502,ECK2879
b2883,ygfP,G7502,ECK2879
b2787,gudD,G7445,ECK2781
b2787,ygcX,G7445,ECK2781
b2789,gudP,G7447,ECK2783
b2789,gudT,G7447,ECK2783
b2789,ygcZ,G7447,ECK2783
b2788,gudX,G7446,ECK2782
b2788,ygcY,G7446,ECK2782
b2706,gutM,EG10972,ECK2701
b2706,gut,EG10972,ECK2701
b2706,srlM,EG10972,ECK2701
b2708,gutQ,EG10973,ECK2703
b2708,srlQ,EG10973,ECK2703
b2231,gyrA,EG10423,ECK2223
b2231,hisW,EG10423,ECK2223
b2231,nalA,EG10423,ECK2223
b2231,nfxA,EG10423,ECK2223
b2231,norA,EG10423,ECK2223
b2231,parD,EG10423,ECK2223
b3699,gyrB,EG10424,ECK3691
b3699,cou,EG10424,ECK3691
b3699,hopA,EG10424,ECK3691
b3699,pcpA,EG10424,ECK3691
b3699,pcbA,EG10424,ECK3691
b3699,parA,EG10424,ECK3691
b3699,nalC,EG10424,ECK3691
b3699,Cou,EG10424,ECK3691
b3699,acrB,EG10424,ECK3691
b3699,himB,EG10424,ECK3691
b3699,hisU,EG10424,ECK3691
b2541,hcaB,G7335,ECK2538
b2541,yfhX,G7335,ECK2538
b2541,phdD,G7335,ECK2538
b2540,hcaC,G7334,ECK2537
b2540,yfhW,G7334,ECK2537
b2540,hcaa3,G7334,ECK2537
b2540,phdB,G7334,ECK2537
b2542,hcaD,G7336,ECK2539
b2542,hcaa4,G7336,ECK2539
b2542,phdA,G7336,ECK2539
b2542,yfhY,G7336,ECK2539
b2538,hcaE,M009,ECK2535
b2538,yfhU,M009,ECK2535
b2538,digA,M009,ECK2535
b2538,phdC1,M009,ECK2535
b2538,hcaA,M009,ECK2535
b2538,hcaA1,M009,ECK2535
b2539,hcaF,M015,ECK2536
b2539,yfhV,M015,ECK2536
b2539,hcaA,M015,ECK2536
b2539,phdC2,M015,ECK2536
b2539,digB,M015,ECK2536
b2539,hcaB,M015,ECK2536
b2539,hcaA2,M015,ECK2536
b2537,hcaR,G7331,ECK2534
b2537,phdR,G7331,ECK2534
b2537,yfhT,G7331,ECK2534
b2536,hcaT,G7330,ECK2533
b2536,yfhS,G7330,ECK2533
b1967,hchA,G7055,ECK1963
b1967,yzzC,G7055,ECK1963
b1967,yedU,G7055,ECK1963
b0873,hcp,G6457,ECK0864
b0873,priS,G6457,ECK0864
b0873,ybjW,G6457,ECK0864
b0872,hcr,G6456,ECK0863
b0872,ybjV,G6456,ECK0863
b0599,hcxA,EG12692,ECK0593
b0599,ybdH,EG12692,ECK0593
b0801,hcxB,EG11581,ECK0790
b0801,ybiC,EG11581,ECK0790
b2496,hda,G7313,ECK2492
b2496,idaB,G7313,ECK2492
b2496,yfgE,G7313,ECK2492
b3510,hdeA,EG11398,ECK3494
b3510,yhiB,EG11398,ECK3494
b3510,yhhC,EG11398,ECK3494
b3509,hdeB,EG11399,ECK3493
b3509,yhiC,EG11399,ECK3493
b3509,yhhD,EG11399,ECK3493
b3511,hdeD,EG11495,ECK3495
b3511,yhiA,EG11495,ECK3495
b4480,hdfR,EG11449,ECK3756
b3762 (obsolete),hdfR,EG11449,ECK3756
b4480,yifA,EG11449,ECK3756
b4480,yifD,EG11449,ECK3756
b3763 (obsolete),hdfR,EG11449,ECK3756
b1619,hdhA,EG10425,ECK1614
b1619,hsd,EG10425,ECK1614
b1619,hsdH,EG10425,ECK1614
b0962,helD,EG10426,ECK0953
b0962,srjB,EG10426,ECK0953
b1210,hemA,EG10427,ECK1198
b1210,gtrA,EG10427,ECK1198
b0369,hemB,EG10428,ECK0366
b0369,ncf,EG10428,ECK0366
b3805,hemC,EG10429,ECK3799
b3805,popE,EG10429,ECK3799
b3804,hemD,EG10430,ECK3798
b3997,hemE,EG11543,ECK3989
b3997,hemC,EG11543,ECK3989
b2436,hemF,EG12189,ECK2431
b2436,popB,EG12189,ECK2431
b2436,sec,EG12189,ECK2431
b3850,hemG,EG11485,ECK3842
b3850,yihB,EG11485,ECK3842
b0475,hemH,EG10431,ECK0469
b0475,popA,EG10431,ECK0469
b0475,visA,EG10431,ECK0469
b0154,hemL,EG10432,ECK0153
b0154,gsa,EG10432,ECK0153
b0154,popC,EG10432,ECK0153
b3867,hemN,EG11836,ECK3860
b3867,yihJ,EG11836,ECK3860
b3803,hemX,EG10433,ECK3797
b3802,hemY,EG10434,ECK3796
b4175,hflC,EG10435,ECK4171
b4175,hflA,EG10435,ECK4171
b1132,hflD,EG11345,ECK1118
b1132,hslZ,EG11345,ECK1118
b1132,ycfC,EG11345,ECK1118
b4174,hflK,EG10436,ECK4170
b4174,hslY,EG10436,ECK4170
b4174,hflA,EG10436,ECK4170
b4173,hflX,EG10437,ECK4169
b4173,hslX,EG10437,ECK4169
b4173,hflA,EG10437,ECK4169
b4172,hfq,EG10438,ECK4168
b0460,hha,EG10439,ECK0454
b4532,hicA,G0-10451,ECK1431
b4532,yncN,G0-10451,ECK1431
b1438,hicB,G6749,ECK1432
b1438,ydcQ,G6749,ECK1432
b3082,higA,G7601,ECK3072
b3082,ygjM,G7601,ECK3072
b3083,higB,G7602,ECK3073
b3083,ygjN,G7602,ECK3073
b1103,hinT,EG12172,ECK1089
b1103,ycfF,EG12172,ECK1089
b1507,hipA,EG10443,ECK1500
b1508,hipB,EG10442,ECK1501
b2024,hisA,EG10444,ECK2019
b2022,hisB,EG10445,ECK2017
b2021,hisC,EG10446,ECK2016
b2020,hisD,EG10447,ECK2015
b2025,hisF,EG10448,ECK2020
b2019,hisG,EG10449,ECK2014
b2023,hisH,EG10450,ECK2018
b2026,hisI,EG10451,ECK2021
b2026,hisE,EG10451,ECK2021
b2026,hisIE,EG10451,ECK2021
b2309,hisJ,EG12124,ECK2303
b2018,hisL,EG11269,ECK2013
b2307,hisM,EG10007,ECK2301
b2306,hisP,EG10452,ECK2300
b2308,hisQ,EG12125,ECK2302
b3797,hisR,EG30042,ECK3790
b3797,hisT,EG30042,ECK3790
b2514,hisS,EG10453,ECK2510
b1182,hlyE,G6619,ECK1170
b1182,ycgD,G6619,ECK1170
b1182,clyA,G6619,ECK1170
b1182,hpr,G6619,ECK1170
b1182,sheA,G6619,ECK1170
b2552,hmp,EG10456,ECK2549
b2552,fsrB,EG10456,ECK2549
b2552,hmpA,EG10456,ECK2549
b1237,hns,EG10457,ECK1232
b1237,virR,EG10457,ECK1232
b1237,topX,EG10457,ECK1232
b1237,topS,EG10457,ECK1232
b1237,pilG,EG10457,ECK1232
b1237,osmZ,EG10457,ECK1232
b1237,msyA,EG10457,ECK1232
b1237,irk,EG10457,ECK1232
b1237,hnsA,EG10457,ECK1232
b1237,bglY,EG10457,ECK1232
b1237,cur,EG10457,ECK1232
b1237,drc,EG10457,ECK1232
b1237,drdX,EG10457,ECK1232
b1237,drs,EG10457,ECK1232
b1237,fimG,EG10457,ECK1232
b0107,hofB,EG12106,ECK0106
b0107,hopB,EG12106,ECK0106
b0106,hofC,EG11798,ECK0105
b0106,yacD,EG11798,ECK0105
b0106,hopC,EG11798,ECK0105
b3395,hofM,G7739,ECK3382
b3395,yrfD,G7739,ECK3382
b3394,hofN,G7738,ECK3381
b3394,yrfC,G7738,ECK3381
b3393,hofO,G7737,ECK3380
b3393,yrfB,G7737,ECK3380
b3392,hofP,G7736,ECK3379
b3392,yrfA,G7736,ECK3379
b3391,hofQ,EG12113,ECK3378
b3391,hopQ,EG12113,ECK3378
b4455,hokA,G0-9613,ECK3544
b4455,yiaZ,G0-9613,ECK3544
b4428,hokB,G0-9610,ECK1412
b4428,ydcB,G0-9610,ECK1412
b4412,hokC,G0-9563,ECK0017
b4412,gef,G0-9563,ECK0017
b1562,hokD,EG11130,ECK1556
b1562,relF,EG11130,ECK1556
b4415,hokE,G0-9582,ECK0574
b4415,ybdY,G0-9582,ECK0574
b0640,holA,EG11412,ECK0633
b1099,holB,EG11500,ECK1085
b4259,holC,EG11413,ECK4252
b4372,holD,EG11414,ECK4363
b1842,holE,EG11505,ECK1843
b3203,hpf,EG11681,ECK3192
b3203,yhbH,EG11681,ECK3192
b1969,hprR,G7057,ECK1965
b1969,yedW,G7057,ECK1965
b1968,hprS,G7056,ECK1964
b1968,yedV,G7056,ECK1964
b0125,hpt,EG20098,ECK0124
b1413,hrpA,G6732,ECK1406
b0148,hrpB,EG12329,ECK0147
b0148,yadO,EG12329,ECK0147
b2526,hscA,EG12130,ECK2523
b2526,hsc,EG12130,ECK2523
b2527,hscB,EG12131,ECK2524
b2527,yfhE,EG12131,ECK2524
b0650,hscC,G6357,ECK0643
b0650,ybeW,G6357,ECK0643
b4349,hsdM,EG10458,ECK4339
b4349,hsm,EG10458,ECK4339
b4349,hsp,EG10458,ECK4339
b4350,hsdR,EG10459,ECK4340
b4350,hsp,EG10459,ECK4340
b4350,hsr,EG10459,ECK4340
b4348,hsdS,EG10460,ECK4338
b4348,hsp,EG10460,ECK4338
b4348,hss,EG10460,ECK4338
b4348,rm,EG10460,ECK4338
b1379,hslJ,G6702,ECK1376
b1379,ydbI,G6702,ECK1376
b3401,hslO,G7744,ECK3388
b3401,yrfI,G7744,ECK3388
b3400,hslR,G7743,ECK3387
b3400,hsp15,G7743,ECK3387
b3400,yrfH,G7743,ECK3387
b3931,hslU,EG11881,ECK3923
b3931,clpY,EG11881,ECK3923
b3931,htpI,EG11881,ECK3923
b3932,hslV,EG11676,ECK3924
b3932,yiiC,EG11676,ECK3924
b3932,clpQ,EG11676,ECK3924
b3932,htpO,EG11676,ECK3924
b0966,hspQ,G6500,ECK0957
b0966,yccV,G6500,ECK0957
b3754,hsrA,EG11732,ECK3748
b3754,yieO,EG11732,ECK3748
b0473,htpG,EG10461,ECK0467
b1829,htpX,EG10462,ECK1828
b3618,htrL,EG11188,ECK3608
b3618,yibB,EG11188,ECK3608
b4000,hupA,EG10466,ECK3992
b0440,hupB,EG10467,ECK0434
b0440,dpeA,EG10467,ECK0434
b0440,dbhB,EG10467,ECK0434
b0440,hopD,EG10467,ECK0434
b2293,hxpA,G7187,ECK2287
b2293,yfbT,G7187,ECK2287
b1727,hxpB,G6932,ECK1725
b1727,yniC,G6932,ECK1725
b0972,hyaA,EG10468,ECK0963
b0973,hyaB,EG10469,ECK0964
b0974,hyaC,EG10470,ECK0965
b0974,cybH,EG10470,ECK0965
b0975,hyaD,EG10471,ECK0966
b0976,hyaE,EG10472,ECK0967
b0977,hyaF,EG10473,ECK0968
b2996,hybA,EG11799,ECK2990
b2996,hydL,EG11799,ECK2990
b2995,hybB,EG11800,ECK2989
b2994,hybC,EG11801,ECK2988
b2993,hybD,EG11802,ECK2987
b2992,hybE,EG11803,ECK2986
b2991,hybF,EG11804,ECK2985
b2990,hybG,EG11805,ECK2984
b2997,hybO,G7554,ECK2991
b2997,yghV,G7554,ECK2991
b2725,hycA,EG10474,ECK2720
b2725,hevA,EG10474,ECK2720
b2724,hycB,EG10475,ECK2719
b2724,hevB,EG10475,ECK2719
b2723,hycC,EG10476,ECK2718
b2723,hevC,EG10476,ECK2718
b2722,hycD,EG10477,ECK2717
b2722,hevD,EG10477,ECK2717
b2721,hycE,EG10478,ECK2716
b2721,hevE,EG10478,ECK2716
b2720,hycF,EG10479,ECK2715
b2720,hevF,EG10479,ECK2715
b2719,hycG,EG10480,ECK2714
b2719,hevG,EG10480,ECK2714
b2718,hycH,EG10481,ECK2713
b2718,hevH,EG10481,ECK2713
b2717,hycI,G7414,ECK2712
b2713,hydN,EG11552,ECK2708
b2481,hyfA,EG11150,ECK2477
b2481,yffE,EG11150,ECK2477
b2482,hyfB,EG11282,ECK2478
b2482,yffF,EG11282,ECK2478
b2483,hyfC,G7300,ECK2479
b2484,hyfD,G7301,ECK2480
b2485,hyfE,G7302,ECK2481
b2486,hyfF,G7303,ECK2482
b2487,hyfG,G7304,ECK2483
b2488,hyfH,G7305,ECK2484
b2489,hyfI,G7306,ECK2485
b2490,hyfJ,G7307,ECK2486
b2491,hyfR,G7308,ECK2487
b0508,hyi,G6277,ECK0501
b0508,ybbG,G6277,ECK0501
b0508,gip,G6277,ECK0501
b2726,hypA,EG10483,ECK2721
b2727,hypB,EG10484,ECK2722
b2727,hydB,EG10484,ECK2722
b2728,hypC,EG10485,ECK2723
b2729,hypD,EG10486,ECK2724
b2729,hydF,EG10486,ECK2724
b2730,hypE,EG10487,ECK2725
b2730,hydB,EG10487,ECK2725
b2712,hypF,EG11551,ECK2707
b2712,hydA,EG11551,ECK2707
b4327,hypT,G7924,ECK4318
b4327,qseD,G7924,ECK4318
b4327,yjiE,G7924,ECK4318
b2873,hyuA,G7492,ECK2869
b2873,ygeZ,G7492,ECK2869
b0828,iaaA,EG12407,ECK0818
b0828,spt,EG12407,ECK0818
b0828,ybiK,EG12407,ECK0818
b4328,iadA,G7925,ECK4319
b4328,yjiF,G7925,ECK4319
b2753,iap,EG10488,ECK2748
b3190,ibaG,G7657,ECK3179
b3190,yrbA,G7657,ECK3179
b3687,ibpA,EG11534,ECK3679
b3687,hslT,EG11534,ECK3679
