TF	Gene	FC
crp	cheA	4.514077566765586
crp	cheW	4.4714619980217565
crp	cheZ	4.053676518298735
crp	crp	2.768015804484008
crp	cstA	3.205455346191865
crp	cydB	0.7747962586548489
crp	dctA	3.7497713303660056
crp	fadR	0.5339043026706278
crp	flgA	3.277120694032303
crp	flgF	3.646033385262119
crp	flgH	4.064689489366957
crp	flgK	4.869075825914953
crp	flgM	4.081112631058354
crp	flgN	5.200296955489621
crp	flhD	4.313182185954553
crp	fliA	5.942438989449363
crp	fliC	5.70455355093967
crp	fliL	4.396786073194845
crp	fliZ	5.924096535361039
crp	fsaB	-1.351847804154298
crp	glpC	3.1040731058358375
crp	glpF	5.945215019782414
crp	glpQ	1.6414704549950567
crp	glpT	-4.0241058061325345
crp	insN-1	2.371901398615253
crp	insO-1	5.026268985163188
crp	iscR	1.0495934272997278
crp	lsrB	-1.1431232443125845
crp	malK	-1.806080187932734
crp	malM	-2.5226232640949977
crp	malQ	-1.419046854599392
crp	mglA	-3.964886113748749
crp	motA	4.591968981206721
crp	motB	4.210786728486659
crp	mtfA	-1.8663974579624316
crp	ndk	-1.5773653214638994
crp	nmpC	5.93377393867458
crp	nrfC	-2.734777685459937
crp	oppC	-0.5148102571710904
crp	panE	0.6867851088031491
crp	proA	5.361212157270045
crp	proB	6.08169180217605
crp	psiE	-2.232877922848656
crp	psuG	-2.406093472007907
crp	rcsF	2.6891571414441007
crp	recQ	-0.519848432245281
crp	rplO	0.8078569535114326
crp	rrfH	0.15004183976256336
crp	rrlG	-0.19274629080114813
crp	rrsG	0.1927462908011499
crp	rrsH	-0.15004183976256336
crp	treB	-0.006195054401600508
crp	treC	-2.596724154302695
crp	tsr	1.9349397774480561
crp	yaeB	2.294958585558846
crp	yagE	-1.7505714045499365
crp	ybhQ	1.2161055934717986
crp	ydeP	0.9345760984173941
crp	yfaD	-3.1955052007913034
crp	ygeM	-0.2133451157270203
crp	yhjH	3.732755820969325
crp	yjcH	5.741699302670583
crp	yjdA	4.658579098911968
crp	yjiY	-4.4573801879327055
crp	ykfB	2.211424396636975
crp	ykfF	2.302057092977237
crp	yncH	-0.18908139169138938
cysB	aceE	0.9859321167161212
cysB	dcuS	0.49949526211670214
cysB	feaR	-0.9923489812067219
cysB	kbl	1.855845380811103
cysB	tdh	1.5896202176062815
cysB	ydcS	-0.7642507912957495
cysB	yiaJ	-0.44939207715133556
cysB	yieP	1.29898566765576
cysB	yjgX_2	0.7564763798219971
cytR	cedA	-0.37973942631058577
cytR	cydB	0.7747962586548489
cytR	fadR	0.5339043026706278
cytR	fsaB	1.351847804154298
cytR	glpQ	3.7484010880316863
cytR	glpT	4.0241058061325345
cytR	insO-1	-5.196234128585536
cytR	lsrB	1.1431232443125845
cytR	malK	1.806080187932734
cytR	malQ	1.419046854599392
cytR	mglA	3.964886113748749
cytR	mtfA	1.8663974579624316
cytR	ndk	1.5773653214638994
cytR	oppC	0.5148102571710904
cytR	panE	-0.7088811968347919
cytR	proA	-5.428913284866494
cytR	proB	-6.166678236399607
cytR	psuG	2.406093472007907
cytR	rcsF	-2.834345014836785
cytR	treB	3.1019266567755137
cytR	treC	2.596724154302695
cytR	yaeB	-2.5065778536102767
cytR	yagE	1.7505714045499365
cytR	yfaD	3.1955052007913034
dcuR	cheA	4.454367438180008
dcuR	cusB	2.6987138130563775
dcuR	fabR	1.068215959446098
dcuR	flgA	3.3560188377843287
dcuR	flgH	4.129959901087993
dcuR	flgN	5.029763536102917
dcuR	fliZ	5.992770856577654
dcuR	gadA	-8.41076900791293
dcuR	gapA	0.4081298516320384
dcuR	glpQ	3.1548482739861985
dcuR	hdeD	-6.192165751730925
dcuR	kch	-3.5806531107813973
dcuR	mnmA	-0.17290400593473798
dcuR	motA	4.606082809099925
dcuR	ompF	-0.20153738872409832
dcuR	pflD	0.5025868290801228
dcuR	rplC	-0.2595212462907419
dcuR	rplR	-0.47958311572699586
dcuR	rplW	-0.08039172106829895
dcuR	rrlG	-0.19274629080114813
dcuR	rrsG	0.19274629080114813
dcuR	syd	-1.3706717457962618
dcuR	yeaJ	-1.7151743175074134
dcuR	yiaB	-0.16010883382789842
dcuR	yigF	-0.0878396706231368
dcuR	yjcH	4.419511102868394
dcuR	yjdA	4.774925276953543
dcuR	yjdI	-2.1331211127595946
dcuR	ynjE	3.7765805341245997
deoR	cedA	-0.37973942631058577
deoR	cydB	0.7747962586548489
deoR	fadR	0.5339043026706278
deoR	fsaB	1.351847804154298
deoR	glpQ	3.7484010880316863
deoR	glpT	4.0241058061325345
deoR	insO-1	-5.196234128585536
deoR	lsrB	1.1431232443125845
deoR	malK	1.806080187932734
deoR	malQ	1.419046854599392
deoR	mglA	3.964886113748749
deoR	mtfA	1.8663974579624316
deoR	ndk	1.5773653214638994
deoR	oppC	0.5148102571710904
deoR	panE	-0.7088811968347919
deoR	proA	-5.428913284866494
deoR	proB	-6.166678236399607
deoR	psuG	2.406093472007907
deoR	rcsF	-2.834345014836785
deoR	treB	3.1019266567755137
deoR	treC	2.596724154302695
deoR	yaeB	-2.5065778536102767
deoR	yagE	1.7505714045499365
deoR	yfaD	3.1955052007913034
dnaA	ompX	0.749858674579599
dsdX	aceE	0.9859321167161212
dsdX	dcuS	0.49949526211670214
dsdX	feaR	-0.9923489812067219
dsdX	kbl	1.855845380811103
dsdX	tdh	1.5896202176062815
dsdX	ydcS	-0.7642507912957495
dsdX	yiaJ	-0.44939207715133556
dsdX	yieP	1.29898566765576
dsdX	yjgX_2	0.7564763798219971
fis	rrlG	-0.19274629080114813
fis	rrsG	0.1927462908011499
fnr	aaeX	-1.4957707220573773
fnr	aat	0.0032344856577699588
fnr	aceA	-2.3128473293768863
fnr	aceB	-1.503704324101518
fnr	aceE	-0.4080368348169614
fnr	aceK	-0.9627893570722268
fnr	ackA	1.8974351837480026
fnr	acnA	-1.867532487636006
fnr	acnB	-1.7908252192548826
fnr	acrA	0.7879292433234895
fnr	acs	-1.152251010001091
fnr	actP	2.7281557950544046
fnr	adhE	1.6260866765578315
fnr	adhP	-1.4319584849983478
fnr	adiY	-2.0118864094955407
fnr	adrA	0.6077004451038173
fnr	agaC	2.4216823046884293
fnr	agp	1.038416191889242
fnr	aidB	-1.3375121529838536
fnr	alaA	-2.685683066271019
fnr	alaT	1.6929641938674198
fnr	aldA	-1.8901362842070595
fnr	alkB	-1.2772471711177165
fnr	allA	0.3434724530168234
fnr	allC	4.837433938081107
fnr	alr	-0.9573929228486744
fnr	alsA	2.2936359663699117
fnr	ampD	-0.6289419188922007
fnr	amtB	1.7312562017804103
fnr	ansB	1.2090827843719318
fnr	aphA	-1.480955628090979
fnr	appB	1.1309255291790086
fnr	appC	2.5884554302670666
fnr	appY	-3.260593150939683
fnr	apt	1.1547931849653725
fnr	araA	2.403204487174397
fnr	araB	1.70183566716124
fnr	araG	-0.7862782294757626
fnr	araH_2	-0.7644479624134517
fnr	arcA	1.6821714836795185
fnr	arcB	0.9025969535113791
fnr	argP	-2.1728081622156084
fnr	argT	-1.745045962743166
fnr	ariR	-3.1235272388724105
fnr	arnA	1.1544322255192636
fnr	arnF	-1.8732525273590597
fnr	aroA	1.4496613377844243
fnr	aroC	0.7239797725024673
fnr	arpB_1	-1.978237996933736
fnr	arsB	-1.6980794146389724
fnr	arsC	1.4486029970326308
fnr	ascG	-0.776461760633028
fnr	aslB	-1.6503041710187882
fnr	aspS	0.821126557863515
fnr	asr	0.8173660336300594
fnr	astA	0.3396971185530536
fnr	astB	2.521431175173089
fnr	astC	-1.9327287899769214
fnr	astD	-1.1651221266073382
fnr	astE	-1.2779684284272999
fnr	atpB	1.073268120672564
fnr	atpG	0.8451952027695615
fnr	atpH	1.78918540059348
fnr	b0105	-1.6994563748763722
fnr	b0501	1.1488610024728034
fnr	b0725	-2.2412483173975293
fnr	b1052	-1.6527031854599326
fnr	b1903	-1.2809799208704602
fnr	b3004	-2.1775228574678476
fnr	b3007	-3.093063401041866
fnr	bacA	0.13660338278932294
fnr	baeS	1.1571202571711385
fnr	basS	0.2989035014837036
fnr	bdm	-2.578748747115086
fnr	betB	-1.4737805275304705
fnr	betI	-1.1771547115067449
fnr	bfr	-1.4626688773491727
fnr	bglB	-0.9659340969337151
fnr	bglF	-1.047601766567766
fnr	bhsA	-1.0343460633036656
fnr	bioC	4.998688792614602
fnr	bioD	-1.0953310979228288
fnr	bioH	0.7258021711177189
fnr	bluF	-2.796294499307587
fnr	bolA	-1.1135381008901977
fnr	brnQ	-1.260315202769565
fnr	bsmA	-0.5874775865479585
fnr	bssR	3.087840997032637
fnr	bssS	-1.2870907220573908
fnr	btuC	0.6021424530168007
fnr	btuE	-1.151491575997359
fnr	cadC	-2.6560381447411827
fnr	caiD	2.0499627497527095
fnr	caiT	1.27091888234422
fnr	can	-1.4738149324101517
fnr	carB	0.9736754698318624
fnr	casB	-1.45030865182986
fnr	casC	-2.034314107814044
fnr	ccmC	0.6356910583580602
fnr	ccmE	0.7572072700296673
fnr	ccmG	0.45870738872400807
fnr	cdaR	-1.0002955885262113
fnr	cdd	-1.632406946092967
fnr	cdsA	0.3971887537091803
fnr	cedA	-1.7219645565446682
fnr	chaB	-0.7367601879327239
fnr	chbR	-1.1771861345202628
fnr	cheY	1.3407993323442207
fnr	chiP	1.1388221068249553
fnr	cirA	-4.3685435361028695
fnr	citD	2.7754851041872963
fnr	citT	1.684347595647881
fnr	clpA	-0.5755174183976361
fnr	clpB	-1.3277430102209358
fnr	clpX	-1.0378925667656125
fnr	clsA	1.001864846686395
fnr	cmoB	-0.7908296834817161
fnr	coaD	0.6980690504450999
fnr	cobB	0.8112489268051242
fnr	cobT	2.816461554896135
fnr	codA	2.3394445400593935
fnr	cpdB	-0.9134929772502449
fnr	cpsG	2.400144888229486
fnr	creB	-0.6908731552917615
fnr	crl	-1.8334564815600103
fnr	csgD	-1.6469743224530107
fnr	csgE	-1.790405806132557
fnr	csgF	2.2402146092977118
fnr	csiD	-1.401624945598427
fnr	csiR	1.5653233630069163
fnr	cstA	2.155577171117722
fnr	curA	-2.5137948961424277
fnr	cusA	2.9642109990109007
fnr	cusB	4.07595894164196
fnr	cusC	4.204545217606358
fnr	cusF	4.479076742499182
fnr	cusR	1.7424854599406334
fnr	cusS	2.002828651500179
fnr	cutA	-0.7537083283877415
fnr	cutC	0.19943539070227345
fnr	cyaA	-2.2441637546983175
fnr	cyaY	1.2635398021760915
fnr	cybC	0.30641576656775094
fnr	cycA	-1.0999805143422083
fnr	cydA	-2.086830173095951
fnr	cydB	-1.8176210039564635
fnr	cydC	0.10069273491594055
fnr	cydD	-0.5056904846686523
fnr	cynS	-1.4854739703264026
fnr	cynX	0.40750754698318126
fnr	cyoA	-3.2437140661811004
fnr	cyoB	-2.8989798116551246
fnr	cyoC	-2.1728021409945226
fnr	cyoD	-2.099011159248264
fnr	cyoE	-1.7279174623585063
fnr	cysB	0.7262137091988103
fnr	cysK	-0.9585972007912851
fnr	dadA	0.47670362677215533
fnr	dadX	-1.6921326928783431
fnr	dam	1.1729456083086174
fnr	damX	-0.4742869139465711
fnr	dapD	1.2071332640949413
fnr	dcp	-0.9370822304648883
fnr	dcuA	0.48297277942631567
fnr	dcuB	1.8704406726013931
fnr	dcuS	1.221562695351138
fnr	degS	1.0659084619188888
fnr	der	-1.311277749752736
fnr	dgoK	-0.8705315875371102
fnr	dinD	-1.2800952818990976
fnr	dinF	1.1302612067259972
fnr	djlC	-0.8542549950544087
fnr	dkgA	-1.4852430761621864
fnr	dld	-2.0100598837784323
fnr	dmlR	-0.9927090438509726
fnr	dmsA	3.3634001535113667
fnr	dmsB	3.6327205625618064
fnr	dmsC	1.828018667985483
fnr	dmsD	0.9630521958456839
fnr	dnaE	1.4204351088031668
fnr	dosC	-1.4469265331355046
fnr	dpiB	-1.0366435262116687
fnr	dppB	1.729887640243049
fnr	dppD	2.03362656210261
fnr	dppF	1.8894439614243428
fnr	dps	-1.6685644332344065
fnr	dsbB	-1.12269162710189
fnr	dsdA	-1.048754144411462
fnr	dsdX	-0.8877400296735889
fnr	dsrA	-5.058542709693368
fnr	dxs	-0.8636949060336416
fnr	eaeH	2.731831609495552
fnr	ebgA	1.9002616219584558
fnr	ecpD	-2.4016939236399564
fnr	ecpR	-1.3178844312561644
fnr	edd	2.428815524233451
fnr	efeB	-0.40755742828881864
fnr	efeO	-3.1290717963512646
fnr	efeU_1	-4.40051336201779
fnr	efeU_2	-2.066461602373889
fnr	elaB	-1.5048821266073453
fnr	emrD	1.534965351137454
fnr	eno	1.0118407111770686
fnr	entA	-3.4240504945598516
fnr	entB	-3.8193061523244287
fnr	entC	-3.6868250771513438
fnr	entD	-3.347178407627205
fnr	entE	-3.6714073903725755
fnr	entF	-3.721062177052409
fnr	entH	-3.4885781857896476
fnr	entS	-1.1916657616221684
fnr	epd	-0.5492591394659065
fnr	epmA	-1.1057140356082966
fnr	essD	-2.0710317685459874
fnr	etp	-0.29882011869436287
fnr	eutD	2.140149990108808
fnr	eutK	0.8829623194857024
fnr	eutN	2.676810990405528
fnr	eutP	1.6850304272997043
fnr	eutS	2.28824312660732
fnr	evgA	-1.600460544015808
fnr	evgS	-1.8878152126607284
fnr	exbB	-2.691295562809098
fnr	exbD	-3.2794792214215067
fnr	fadA	1.4943529277942558
fnr	fadB	2.387890084075183
fnr	fadD	0.7936550306627103
fnr	fadE	1.8877120326409553
fnr	fadH	1.1534401780415422
fnr	fadI	-0.5351934075173082
fnr	fadJ	1.3640861688097632
fnr	fadL	-1.8804913946587565
fnr	fdhE	-0.8578376425980873
fnr	fdhF	1.929974300197839
fnr	fdnG	0.1923441641938637
fnr	fdnH	2.1631665347840605
fnr	fdnI	1.5016633531157142
fnr	fdoG	1.9256206033629972
fnr	fdoH	1.8431931585888621
fnr	fdrA	2.5198180021760725
fnr	fdx	-0.8745576211671588
fnr	feaR	-2.2142789020771714
fnr	fecA	-1.018759960435204
fnr	feoC	-1.071799851632047
fnr	fepA	-3.9052897612924427
fnr	fepB	-2.5552616452357353
fnr	fepC	-1.326057957467845
fnr	fepD	-1.1712155390702206
fnr	fepG	-1.7026883728981375
fnr	fes	-2.023144654797253
fnr	ffs	-5.2786861523244015
fnr	fhlA	1.2040289812067266
fnr	fhuA	-1.229347972304673
fnr	fhuE	-2.62905597757998
fnr	fhuF	-3.7861689020771268
fnr	fimB	-1.915253452027689
fnr	fimC	1.5918213550940106
fnr	fimD	-0.31421659742827757
fnr	fimG	-1.254315400593475
fnr	fimH	-1.4277743026706338
fnr	fimI	2.1335803956479253
fnr	fimZ	-1.863196579228485
fnr	fis	1.1586175074183913
fnr	fiu	-4.6300026953511475
fnr	flgA	0.7657148516320342
fnr	flgC	2.8091619980217946
fnr	flgF	3.1029820474777505
fnr	flhE	2.3146194973953023
fnr	fliD	3.607706001978258
fnr	fliF	3.067107136498528
fnr	fliG	2.604420720217609
fnr	fliI	1.2137731256181983
fnr	fliL	2.724701518298727
fnr	fliM	-1.7088785885261983
fnr	fliN	1.8406162809099968
fnr	flu	-2.623283606989754
fnr	fnr	1.0964221266073133
fnr	focA	1.8107639235080832
fnr	folE	-1.3416110089020827
fnr	folK	0.7339448367952466
fnr	folP	0.733523214638975
fnr	folX	-1.1421300178041711
fnr	frc	-0.8638191592482869
fnr	frdA	2.261852321605187
fnr	frdB	2.785094704253221
fnr	frdC	1.9979686449060319
fnr	frdD	1.5844725222551677
fnr	frmA	1.467846107814072
fnr	frsA	-0.5752662660731662
fnr	frvA	2.5768270797626087
fnr	frwB	1.7365347714144415
fnr	frwC	2.3501966591493453
fnr	fsr	-1.5274532344213414
fnr	ftnA	2.9216671838349773
fnr	ftsN	-1.376780296735964
fnr	ftsZ	0.8328401384767865
fnr	fucA	-1.6813973826310378
fnr	fucK	1.730916889218618
fnr	fumA	-2.039027695351126
fnr	fumB	0.890247255192893
fnr	fumC	-1.5797536020441825
fnr	gabD	-1.0232928387734859
fnr	gadB	-5.171417903066301
fnr	gadC	-2.3073492383778254
fnr	gadX	-3.776916886251229
fnr	galK	1.072357947576637
fnr	galT	-0.5770431899109898
fnr	gapA	0.9218783283878089
fnr	garD	1.0705593818002175
fnr	gatD	2.046372997032643
fnr	gatR_1	1.476725544015832
fnr	gatR_2	0.9581390306627231
fnr	gcd	-1.0216210959446035
fnr	gcl	-0.39933801186944873
fnr	gcvA	0.3365283119023908
fnr	gcvH	-0.005604706231487455
fnr	gcvT	-1.3345466567754816
fnr	gfcA	0.8320547181008866
fnr	gfcB	1.769258952522252
fnr	gfcC	-2.046093188262452
fnr	gfcD	-1.3174078773491718
fnr	glcB	-1.4178926488625165
fnr	glcC	-1.7724496051130036
fnr	glcD	1.2604928882294884
fnr	glcF	0.9461841345202693
fnr	glcG	1.5427204599406625
fnr	glf	-1.4714480052753203
fnr	glgS	-2.915272591493604
fnr	glmS	1.6567601088031516
fnr	glmU	0.8636357418397465
fnr	glnG	-0.0683370425321499
fnr	glnH	1.904851162215607
fnr	glnP	1.7354750890207598
fnr	glpB	2.1307481033630182
fnr	glpG	1.654427101879321
fnr	glpT	2.901775742334319
fnr	glpX	0.35597511374876234
fnr	glrK	1.068904447741513
fnr	glrR	0.7818039762611124
fnr	gltA	3.925536147378837
fnr	gltB	1.1672084668645
fnr	gltD	2.0800503313550944
fnr	gltI	-0.8841577744806877
fnr	gltP	-2.24105066271017
fnr	gltX	-0.9405952868447276
fnr	glvC	2.723210977744815
fnr	glxK	1.7046725519287689
fnr	glxR	1.4002533630069234
fnr	gmr	-1.373346425980861
fnr	gnd	0.4113189020771433
fnr	gntK	-1.2286410682492392
fnr	gntP	0.5978328651500254
fnr	gntT	0.8713543521266103
fnr	gntU_1	1.6371976162215738
fnr	gph	1.0800394658754122
fnr	gpmA	-2.4116723804813622
fnr	gpmM	1.102890351137487
fnr	grcA	3.637402779426334
fnr	grpE	-1.6416333234421288
fnr	grxB	-1.7186526772172936
fnr	grxC	1.364188074513723
fnr	grxD	1.1950846439169078
fnr	gshB	-0.3692615133531163
fnr	gsiA	-0.8406481750741701
fnr	gsiC	0.8659996043521438
fnr	gsiD	-1.2219240751731029
fnr	gspH	1.2404792463402616
fnr	gspM	-1.3563266577645865
fnr	gss	-0.1862570870425344
fnr	gstA	-0.7278729146059799
fnr	gstB	-0.38989392680515067
fnr	guaD	-1.6713393076162246
fnr	gudD	-0.46003809594459266
fnr	gutQ	0.6560493372898049
fnr	gyrB	-0.8988446241345311
fnr	hcaD	0.9351814045499127
fnr	hcaR	-1.9781816617210692
fnr	hchA	-1.2635037537091867
fnr	hcr	0.32432295153313734
fnr	hdeD	0.15842282888231138
fnr	hdfR	-1.463174523574013
fnr	helD	0.8152176656774941
fnr	hemC	-0.9164823095944765
fnr	hemG	-0.5226863303659428
fnr	hemN	-1.477436079788988
fnr	hemX	0.4607639347180893
fnr	hemY	-0.4857871661720994
fnr	hflD	0.8224820408835877
fnr	higB	0.539938544114718
fnr	hisA	1.1655041378173507
fnr	hisB	1.9328065727003052
fnr	hisC	-1.1409249752720374
fnr	hisD	2.5503216963402604
fnr	hisG	1.6983817309594755
fnr	hisH	1.7120663155291664
fnr	hisJ	1.5107879327398557
fnr	hisP	1.1033059693373195
fnr	hlpA	1.0078889943949836
fnr	hlyE	-1.6806151434223606
fnr	hofB	-1.1961031305637917
fnr	hofP	-1.4219101632047706
fnr	holA	0.3247593273986169
fnr	hrpB	1.3843697032641051
fnr	hscA	1.4182295977579973
fnr	hscB	-0.8341402868447189
fnr	hslJ	-1.3141991988130597
fnr	hslO	0.5246436844707887
fnr	hslU	-0.6696617903066251
fnr	hsrA	-1.457009465875375
fnr	htpG	-1.1513689910979572
fnr	htrE	0.8423292981206858
fnr	htrL	-1.9805499967029203
fnr	hyaA	2.260716112759651
fnr	hyaB	2.5383457467853416
fnr	hyaC	3.1384990207715258
fnr	hyaD	3.209901366398219
fnr	hyaE	2.36659795911637
fnr	hyaF	-0.07069465380813389
fnr	hybA	2.093021224986671
fnr	hybB	2.4234877546983125
fnr	hybE	0.7555144609297884
fnr	hybO	2.33151872601383
fnr	hycA	2.6762996616906114
fnr	hycB	3.6943345273656134
fnr	hycC	0.7998403382789295
fnr	hycD	2.8135833333333276
fnr	hycE	-1.2408122848664744
fnr	hycF	-1.4595802967359113
fnr	hycG	-1.0203200890207578
fnr	hycH	2.3619822007913003
fnr	hydN	0.7898186968348133
fnr	hyfD	3.2613494017804143
fnr	hyfF	0.34644308605341845
fnr	hypA	2.5298991746345827
fnr	hypB	2.0797928783382615
fnr	hypC	1.5244774282888285
fnr	hypD	1.4691270557204248
fnr	hypE	0.5714611869436146
fnr	hypF	0.6768950016485332
fnr	iadA	0.31609652818993084
fnr	icd	-1.4632997216334847
fnr	idnK	-1.4087406013847774
fnr	idnR	-0.4798339762610855
fnr	idnT	2.986588519604353
fnr	ilvA	1.2669921068249241
fnr	ilvB	-0.3967535192878241
fnr	ilvE	1.7347797626112786
fnr	ilvM	0.6670625717111788
fnr	ilvN	0.5616022947576651
fnr	infC	-0.1603422997032542
fnr	insN-1	0.9662899109792238
fnr	intE	-2.0370585084075286
fnr	iscA	-1.0502027200791169
fnr	iscR	-2.243926457153158
fnr	iscS	-2.080070118694359
fnr	iscU	-0.861709821958474
fnr	iscX	-1.2062552851962156
fnr	ispD	0.9692016617210957
fnr	ispE	1.1596624629080345
fnr	ispG	-0.8024241048467253
fnr	ispH	-0.38592512363997855
fnr	ivy	0.7783294460929788
fnr	kbaY	1.6566354779920855
fnr	kbaZ	1.4249840553907385
fnr	kbl	-1.368033343224539
fnr	kdgK	0.48132712166173164
fnr	kdpC	0.8002255390702357
fnr	kdpE	0.5830150148368034
fnr	kefB	0.8655392977250091
fnr	kgtP	-2.180860076038564
fnr	kptA	-1.5889101945268784
fnr	ldcC	-0.9143609792285234
fnr	ldhA	-0.8904285163204531
fnr	lepB	-0.6222979920870042
fnr	leuA	1.48137641444114
fnr	leuB	2.1989591543026883
fnr	leuC	1.7748665578635432
fnr	leuE	-3.4537823396241123
fnr	lfhA	2.595340898219563
fnr	lhgO	-1.6877643105835733
fnr	ligB	-1.152474897131543
fnr	lit	-3.662604829151344
fnr	livF	1.3398823936696242
fnr	livJ	1.451058592977216
fnr	livM	0.6966468447081944
fnr	lldD	2.018850900098931
fnr	lldP	-1.3361703165182837
fnr	lldR	-1.1274531266073264
fnr	lpcA	0.5680542482690099
fnr	lpd	-2.2428744312561815
fnr	lpoB	-0.4601293867458054
fnr	lptF	-1.0613109396637013
fnr	lptG	-1.189025123639988
fnr	lpxC	-0.9334293570722263
fnr	lpxH	0.9892497494230291
fnr	lrhA	0.8749015281898993
fnr	lsrA	-0.5819264886250828
fnr	lsrC	1.2338628832838854
fnr	lsrF	0.8271824332344275
fnr	lsrG	-1.4912903626772112
fnr	lysS	-1.2172066073194703
fnr	maeB	1.3217825717112115
fnr	malE	0.9271584272996991
fnr	malS	3.5033554804648976
fnr	manX	1.0236897576656698
fnr	mazE	0.4418674777447862
fnr	mcrA	-2.2085191999010787
fnr	mcrC	-2.129744545004921
fnr	mcrD	-1.335770880316506
fnr	mdh	-2.310657925674726
fnr	mdtA	1.0935491493570746
fnr	mdtJ	-0.6682849752719973
fnr	mdtK	0.4713661523244568
fnr	mdtQ	1.0705429472799004
fnr	melA	0.7595531849653874
fnr	melB	-1.3410612997032803
fnr	menC	-0.01223499505437875
fnr	menD	-0.8049091559512073
fnr	menE	0.8405535707220606
fnr	metC	0.6683268842730108
fnr	metE	-1.6218533036597478
fnr	mglA	-1.672987652445592
fnr	mglB	-0.32508366963400065
fnr	mglC	1.3630012858556206
fnr	mhpA	2.9279936795252306
fnr	mhpC	1.2076498021760491
fnr	mhpE	0.14616360039565723
fnr	mhpR	-0.1486329554896045
fnr	mhpT	1.0072840059347232
fnr	minC	0.25793719090010025
fnr	mipA	1.135781780415464
fnr	mlaF	0.4939998219584609
fnr	mlrA	-1.4854081404550197
fnr	mltB	1.1359540652818865
fnr	mltD	-3.5573125222551987
fnr	mltF	-1.5073297461259287
fnr	mngA	2.5785322670623163
fnr	mnmG	0.5961664688427302
fnr	mntH	-3.0065598555885273
fnr	modA	-0.2806862314540126
fnr	modC	0.8168746933729132
fnr	mqo	-1.27662082591492
fnr	mrp	1.1792224925815624
fnr	msrB	0.4503845262116556
fnr	msyB	-1.830972169469146
fnr	mtlR	-1.1467520936366542
fnr	mukB	-0.7863220534124509
fnr	murE	0.8934152917902836
fnr	murP	3.73284450464888
fnr	nac	-2.6956070326409405
fnr	nadA	-1.4986003527859453
fnr	nadB	-1.4173751483679755
fnr	nadE	-0.24361786350148407
fnr	nagA	0.9287901632047619
fnr	nagE	1.770045128585548
fnr	nanM	-2.3758566765578504
fnr	nanT	2.4072722589515307
fnr	napB	-0.28108572205736815
fnr	napC	0.916667101879332
fnr	napD	1.8792032640949525
fnr	napG	1.8310248763600097
fnr	napH	1.53279584569733
fnr	narG	5.312651612265086
fnr	narH	2.186037665677549
fnr	narI	-1.0878609665112322
fnr	narJ	0.8061761622156349
fnr	narK	-0.5415336272431795
fnr	narL	-0.3920779030662687
fnr	narP	0.8786222650840632
fnr	narU	-1.462196117705282
fnr	narW	-0.3160988493241141
fnr	narZ	-1.1972695054401488
fnr	ndh	-1.7578279426310885
fnr	ndk	-2.156954720848427
fnr	nfrB	-0.5098383976261314
fnr	nfsA	1.0156945004945896
fnr	nfuA	-1.3872117725024953
fnr	nhaR	-0.9616058061325239
fnr	nikB	3.2653895830860487
fnr	nikC	0.8052969455984114
fnr	nikD	2.674239505440151
fnr	nirB	2.6072845061466827
fnr	nirC	1.8167446439169135
fnr	nlpA	-1.4708547032640888
fnr	nlpD	0.3078909165842389
fnr	nrdA	-1.207346360039553
fnr	nrdE	-3.785750089020782
fnr	nrdF	-3.253109313365489
fnr	nrdG	0.7340309099901168
fnr	nrdH	-3.685099788516776
fnr	nrdI	-3.732692919386745
fnr	nrfC	2.7787418667985455
fnr	nrfD	1.3393598936696323
fnr	nth	-1.7927915281898974
fnr	nudE	-1.0801286745796368
fnr	nuoC	1.5163416419387232
fnr	nuoE	1.4668545647873472
fnr	nuoF	1.9733129871414523
fnr	nuoG	1.8481483135509
fnr	nuoH	1.2636368793274189
fnr	nuoI	0.6141081503461594
fnr	nuoJ	1.137634376854609
fnr	nuoK	1.1786042779426325
fnr	nuoL	1.1556481173755035
fnr	nupC	2.647307586547965
fnr	nusB	1.2442979624134718
fnr	ogt	-2.487452547972281
fnr	ompA	0.5359324332343292
fnr	ompC	-1.188089910979265
fnr	ompW	1.9869527200791142
fnr	oppB	2.3725186162215772
fnr	oppC	2.486383772502516
fnr	oppD	2.0011221266073287
fnr	oppF	2.1431522551928666
fnr	osmB	-2.033571615562165
fnr	osmC	-1.7140563066271308
fnr	osmE	-1.2513058951533278
fnr	osmF	-0.5193938575667758
fnr	osmY	-3.2029872295656685
fnr	oxc	-0.8257025618199929
fnr	oxyR	-1.2608681932080401
fnr	paaD	1.3468557408506392
fnr	paaH	-1.114377230464851
fnr	paaI	-0.549912729970325
fnr	paaJ	1.1340942696999594
fnr	paaK	-1.273362878338271
fnr	pagP	-1.3199570425321543
fnr	panB	0.9415222106824888
fnr	paoB	1.5851091394658434
fnr	parC	0.5824887339267981
fnr	pbpC	1.4408610138476927
fnr	pbpG	0.6324661325420138
fnr	pdhR	-1.2515455984173833
fnr	pdxB	-0.9130751978239324
fnr	pdxY	0.6027194955489632
fnr	pepB	0.7191593966370196
fnr	pepD	-1.1752930168150648
fnr	pepE	1.893303280580291
fnr	perR	-0.5911518100890323
fnr	pflA	1.430338108308602
fnr	pflB	0.4342393344637241
fnr	pflC	1.757668971315539
fnr	pgaB	-2.1612924114737817
fnr	pheA	-2.4831223343224966
fnr	pheM	-3.197898827893158
