TF	Gene	FC
arcA	coaD	0.6980690504450999
arcA	cobT	2.769968850972617
arcA	codA	2.3394445400593935
arcA	cpsG	2.4672111414441327
arcA	crl	-1.7504535949005662
arcA	csdA	-0.7855996884272693
arcA	csgD	-0.899497606330363
arcA	csgE	-1.3645581998021745
arcA	csgF	1.2993677876689718
arcA	csiD	-1.401624945598427
arcA	csiR	1.6870298417408556
arcA	curA	-2.5137948961424277
arcA	cusA	2.9642109990109007
arcA	cusB	3.4015475741839913
arcA	cusC	4.204545217606358
arcA	cusF	4.479076742499182
arcA	cusR	1.7424854599406334
arcA	cusS	2.0142691097922896
arcA	cutA	-0.829862957467892
arcA	cutC	0.19943539070227345
arcA	cyaA	-2.2488565117045813
arcA	cycA	-1.0999805143422083
arcA	cydA	2.8571271859545213
arcA	cydB	2.570620197823936
arcA	cydC	1.05610946587539
arcA	cydD	0.854980801186953
arcA	cynS	-1.4994020079129482
arcA	cyoA	-3.2437140661811004
arcA	cyoB	-2.854019359841741
arcA	cyoC	-2.4762787899769294
arcA	cyoD	-2.6633806620507765
arcA	cyoE	-2.0257184609297796
arcA	cysB	0.7262137091988103
arcA	cysK	-0.9585972007912851
arcA	dadA	0.5082427917902868
arcA	dadX	-1.1641813932457368
arcA	dam	1.172342472799239
arcA	damX	0.4196145796241453
arcA	dapD	0.9276297725024598
arcA	dcp	-0.873052957467845
arcA	dctR	2.700913496340248
arcA	dcuA	0.49214058358059987
arcA	dcuB	1.8704406726013931
arcA	ddpA	-0.911824975272002
arcA	degS	1.0560240850642988
arcA	der	-1.3262178997692093
arcA	dicB	-1.6757691088031894
arcA	dinD	-1.2800952818990976
arcA	dinF	1.1302612067259972
arcA	djlC	-0.8542549950544087
arcA	dkgA	-1.4852430761621864
arcA	dld	-2.114637873392668
arcA	dmlR	-0.8302520375865265
arcA	dmsA	2.960959133015084
arcA	dmsB	3.210731436284194
arcA	dmsC	1.828018667985483
arcA	dmsD	0.9630521958456839
arcA	dnaG	-0.6728021266073227
arcA	dosC	-1.4469265331355046
arcA	dpiB	-0.868529525222538
arcA	dppB	1.729887640243049
arcA	dppD	2.03362656210261
arcA	dppF	1.8894439614243428
arcA	dps	-1.6685644332344065
arcA	dsbB	-0.7291052027695386
arcA	dsdA	-0.9119473194856527
arcA	dsdX	-1.1108064886251334
arcA	dsrA	-4.6109234604352025
arcA	dtd	0.8774697560171726
arcA	eaeH	2.656773530207718
arcA	eamA	-1.3308263996043639
arcA	ebgA	1.8483590255192839
arcA	ecpD	-2.429481554236722
arcA	edd	2.499998765013442
arcA	efeB	-1.0320269535113635
arcA	efeO	-3.093001934509883
arcA	efeU_1	-4.40051336201779
arcA	efeU_2	-2.066461602373889
arcA	elaB	-1.5048821266073453
arcA	elfD	1.2724180247279788
arcA	emrD	1.534965351137454
arcA	eno	1.056586199142772
arcA	entA	-3.4240504945598516
arcA	entB	-3.8193061523244287
arcA	entC	-3.6868250771513438
arcA	entD	-3.347178407627205
arcA	entE	-3.6714073903725755
arcA	entF	-3.481628134160583
arcA	entH	-3.4885781857896476
arcA	entS	-1.1916657616221684
arcA	envC	0.9748881503461644
arcA	epd	-0.5492591394659065
arcA	epmA	-1.1057140356082966
arcA	essD	-2.2340377184305766
arcA	eutD	2.128144149357072
arcA	eutK	0.8568410435213072
arcA	eutN	2.650111831157253
arcA	eutP	1.6726481226508545
arcA	eutS	2.2997465440158265
arcA	evgA	-1.027908229475738
arcA	exbB	-2.691295562809098
arcA	exbD	-3.2794792214215067
arcA	fabF	-1.6693830959445553
arcA	fabI	0.30682396636993126
arcA	fadA	-1.5336169172436482
arcA	fadB	-2.464931852950886
arcA	fadD	-1.1512959177617845
arcA	fadE	-2.1478742729970532
arcA	fadH	1.1516920276953395
arcA	fadI	-1.3862077349159323
arcA	fadJ	-0.8202222090339616
arcA	fadL	-2.290120138476756
arcA	fdhE	-0.8169145351137548
arcA	fdhF	1.929974300197839
arcA	fdnG	-3.9310829838443833
arcA	fdnH	0.5696686020441879
arcA	fdnI	-1.4403733432245116
arcA	fdoG	2.5470208259149336
arcA	fdoH	1.8431931585888621
arcA	fdrA	2.5281262281569497
arcA	fdx	-0.9781473194856733
arcA	feaB	-0.5141435806132479
arcA	feaR	-2.1837125588526254
arcA	fecA	-1.018759960435204
arcA	fepA	-3.7293849703264037
arcA	fepB	-2.5552616452357353
arcA	fepC	-1.326057957467845
arcA	fepD	-1.1712155390702206
arcA	fepG	-1.7026883728981375
arcA	fes	-2.1473048862512645
arcA	fhlA	1.2002443867458163
arcA	fhuA	-1.229347972304673
arcA	fhuC	-0.9603705539070271
arcA	fhuE	-2.62905597757998
arcA	fhuF	-3.7861689020771268
arcA	fimA	-2.155925029673604
arcA	fimB	-1.915253452027689
arcA	fimC	-2.4550452967359178
arcA	fimD	-0.8551862116716391
arcA	fimE	-1.2376546818331582
arcA	fimF	-1.080549818661396
arcA	fimG	-0.8538482492581867
arcA	fimH	-1.1368656973293998
arcA	fimI	-2.429151246290793
arcA	fimZ	-1.8634190356083358
arcA	fis	1.1586175074183913
arcA	fiu	-4.664676638791485
arcA	fixX	0.8312681800197925
arcA	flgC	2.8091619980217946
arcA	flgD	2.171858208209695
arcA	flgF	2.6274527497527225
arcA	flgI	1.5557103560830674
arcA	flhE	2.3650071169139277
arcA	fliD	2.907880102126624
arcA	fliF	2.8947268183316868
arcA	fliG	2.510580342598075
arcA	fliI	1.2137731256181983
arcA	fliK	-0.6932224134519949
arcA	fliL	1.4577386968348238
arcA	fliM	-1.8408896943620243
arcA	fliN	1.8559835806132696
arcA	fliP	-2.18237818991098
arcA	fliR	-2.211508177645877
arcA	flu	-2.684921137487619
arcA	fnr	0.41102679085613897
arcA	focA	1.8107639235080832
arcA	focB	0.7422864243323484
arcA	folE	-1.3416110089020827
arcA	folK	0.7339448367952466
arcA	folP	0.6669393026706301
arcA	folX	-1.4578485657764686
arcA	frc	-0.8708952397626222
arcA	frdA	2.261852321605187
arcA	frdB	3.048617504121358
arcA	frdC	1.9979686449060319
arcA	frdD	1.6516344945598043
arcA	fre	-0.2846387932739347
arcA	frmA	1.5325653511375004
arcA	frsA	-0.5752662660731662
arcA	frvA	2.5357587949884506
arcA	frwB	1.617255965018136
arcA	fsr	-1.4276424530168361
arcA	ftnA	2.938252633884436
arcA	ftsN	-1.2831560237388882
arcA	ftsZ	0.7889796933729105
arcA	fucA	-1.7850133644905923
arcA	fucK	1.734911526541402
arcA	fumA	-2.0465403593801366
arcA	fumB	-0.842146251236418
arcA	fumC	-1.5797536020441825
arcA	gabD	-1.0232928387734859
arcA	gadA	6.935548927002952
arcA	gadB	6.905394246775477
arcA	gadC	2.135104685130225
arcA	gadE	5.786672285380809
arcA	gadW	3.010503891988103
arcA	galK	1.072357947576637
arcA	galT	-0.5770431899109898
arcA	gapA	0.6085168842730564
arcA	garD	1.0705593818002175
arcA	garK	1.430579709858238
arcA	gatR_1	1.488611701285862
arcA	gatR_2	1.1132381107814275
arcA	gcd	-1.643540497856914
arcA	gcl	-0.39933801186944873
arcA	gcvA	0.3365283119023908
arcA	gcvH	-1.1244371216617797
arcA	gcvT	-1.3345466567754816
arcA	gfcA	0.8320547181008866
arcA	gfcC	-2.157321484503804
arcA	gfcD	-1.3252028783382943
arcA	glcB	-1.5011649074466575
arcA	glcC	-2.4414127612056986
arcA	glcD	-1.42111919221893
arcA	glcF	-0.9835002274975175
arcA	glcG	-1.0209979080118794
arcA	glf	-1.4714480052753203
arcA	glgS	-2.915272591493604
arcA	glgX	0.8602479920870358
arcA	glmM	0.7142310484668766
arcA	glmS	1.724139871414432
arcA	glnE	1.1812664589515727
arcA	glnG	1.047333026706229
arcA	glnH	1.045241226508396
arcA	glnP	0.39159879821957944
arcA	glpB	2.0703913095944655
arcA	glpG	1.6569943982855275
arcA	glpT	2.8745023428288805
arcA	glpX	0.35597511374876234
arcA	glrK	1.1276803189910964
arcA	glrR	0.8044340290141717
arcA	gltB	1.2845501088031366
arcA	gltD	2.065929653808114
arcA	gltI	-0.820025598417419
arcA	gltP	1.2081073689416417
arcA	gltX	-0.8914658407517351
arcA	glvC	2.6793646228156924
arcA	glxK	1.7094106231453905
arcA	glxR	1.4038148367952612
arcA	glyA	0.5724221661720748
arcA	glyQ	-0.5878332937685791
arcA	gmr	-1.5888367705242186
arcA	gnd	0.4113189020771433
arcA	gntP	0.6001610929772676
arcA	gntX	2.1623219353774954
arcA	gph	1.0800394658754122
arcA	gpmA	-2.4375161337784306
arcA	gpmM	1.102890351137487
arcA	grcA	-3.35496957467854
arcA	grpE	-1.4564091543026771
arcA	grxB	-2.04972203758659
arcA	grxC	1.5703942729970883
arcA	gsiA	-0.813418422354113
arcA	gsiC	0.8659996043521438
arcA	gsiD	-1.135643892185957
arcA	gsk	-1.3130789366963223
arcA	gspH	1.2404792463402616
arcA	gss	-0.6703048664688609
arcA	gstA	-0.7278729146059799
arcA	gstB	-0.38989392680515067
arcA	guaD	-1.667251486976606
arcA	gudD	-0.46003809594459266
arcA	gutQ	0.6560493372898049
arcA	hcaD	0.8300809050444995
arcA	hcaR	-1.7144397972304608
arcA	hchA	-1.2635037537091867
arcA	hcp	-2.078874406528202
arcA	hcr	-0.8852774332344169
arcA	hdeD	1.9416718694361705
arcA	hdfR	-1.463174523574013
arcA	helD	0.8152176656774941
arcA	hemA	0.4248576360039724
arcA	hemC	-0.8526157962413556
arcA	hemN	-1.477436079788988
arcA	hemX	0.4331017540388948
arcA	hemY	-0.4857871661720994
arcA	hflD	0.8224820408835877
arcA	higB	0.539938544114718
arcA	hisB	1.619461872733271
arcA	hisC	0.9382830069238661
arcA	hisD	2.129128725272035
arcA	hisH	1.6461322601384678
arcA	hisS	-0.6265574975271822
arcA	hlpA	1.0078889943949836
arcA	hlyE	-1.6806151434223606
arcA	hofB	-1.1603133353115624
arcA	hofP	-1.3736922947576877
arcA	holA	0.3247593273986169
arcA	hrpB	1.367058219584556
arcA	hscA	0.5054249307616097
arcA	hscB	-0.8341402868447189
arcA	hslJ	-1.3141991988130597
arcA	hslO	0.5246436844707887
arcA	hslU	-0.6696617903066251
arcA	hsrA	-1.5238471707220587
arcA	htpG	-0.24998954005933882
arcA	htrL	-1.5267110163204625
arcA	hyaA	3.3729551401252995
arcA	hyaB	2.6237348743818067
arcA	hyaC	2.969179224365328
arcA	hyaD	2.8046112215628347
arcA	hyaE	2.485294347181002
arcA	hyaF	1.9573939050445106
arcA	hybA	1.8826099809784542
arcA	hybB	2.3728532162874987
arcA	hybC	0.8139429574678534
arcA	hybO	2.1647738813056217
arcA	hycA	3.3203917366303997
arcA	hycB	3.6943345273656134
arcA	hycC	1.7891373639960444
arcA	hycD	2.8135833333333276
arcA	hycF	1.5100484371909246
arcA	hycG	1.8375167754698074
arcA	hycH	2.3619822007913003
arcA	hydN	2.388191112759654
arcA	hyfA	1.2923145281899273
arcA	hyfD	3.2003776114737974
arcA	hyfF	0.34644308605341845
arcA	hypA	2.441025173095935
arcA	hypB	1.8037016701992152
arcA	hypC	1.6903492878338486
arcA	hypD	1.6049073610286986
arcA	hypF	0.8455743669634095
arcA	iap	-0.9266946735905162
arcA	icd	-1.9452166216067686
arcA	idi	0.5453505539069976
arcA	idnT	2.935096965248931
arcA	ilvA	1.2669921068249241
arcA	ilvB	-2.811729887899745
arcA	ilvE	1.7347797626112786
arcA	ilvM	0.7426126953511325
arcA	ilvN	-2.6324874381799948
arcA	infC	-0.5367002571711392
arcA	insL-1	-0.25425623145404863
arcA	insN-1	0.9662899109792238
arcA	intE	-1.9971045707220556
arcA	iraM	-1.6229792215628107
arcA	iscA	-1.0730502176063332
arcA	iscR	-2.239224861972866
arcA	iscS	-1.9847769906033528
arcA	iscU	-0.861709821958474
arcA	iscX	-1.2100875337949653
arcA	ispD	0.9385708077810667
arcA	ispE	1.3385412314540313
arcA	ispG	-0.8068124183976764
arcA	ispH	-0.38592512363997855
arcA	ispU	-0.8888978931750717
arcA	ivy	1.8415709594461003
arcA	kbaY	1.6103631189416423
arcA	kbaZ	1.4276464292779667
arcA	kbl	-1.368033343224539
arcA	kdpA	1.0977645054402005
arcA	kdsA	0.6796701912297879
arcA	kdsD	-0.569449258160251
arcA	kefB	0.27118790801186554
arcA	kgtP	-2.179155011345774
arcA	kptA	-1.5702610039564817
arcA	ldcC	-1.0148365677547293
arcA	ldhA	0.8904285163204531
arcA	lepB	0.3310677546983172
arcA	leuA	1.48137641444114
arcA	leuB	2.1989591543026883
arcA	leuC	1.7748665578635432
arcA	leuE	-3.379713903725662
arcA	lfhA	2.6477937932739843
arcA	lhgO	-1.6877643105835733
arcA	ligB	-1.2279113432245279
arcA	lit	-3.4225307374216993
arcA	livF	0.16346337289811608
arcA	livJ	0.40222804154300346
arcA	livM	0.6966468447081944
arcA	lldD	-1.465972354104844
arcA	lldP	-1.3361703165182837
arcA	lldR	-1.8904112886251325
arcA	lpcA	0.5117687932739479
arcA	lpd	-1.5453095647873223
arcA	lpoB	-0.4601293867458054
arcA	lptF	-1.076163750741848
arcA	lpxH	0.9892497494230291
arcA	lpxT	-2.4245891690735246
arcA	lrhA	1.044774556544672
arcA	lsrA	-0.5819264886250828
arcA	lsrC	1.2867436775469772
arcA	lsrF	0.7711443620177993
arcA	lsrG	-1.4461206256181962
arcA	lysP	0.8875060534124728
arcA	lysS	-1.2477815034619244
arcA	macA	0.7588756940323353
arcA	maeB	-0.8728634619188975
arcA	malI	-0.5161148813056444
arcA	malS	3.462268188427312
arcA	manX	1.0236897576656698
arcA	mcrC	-2.129744545004921
arcA	mcrD	-1.3796996043521164
arcA	mdh	-2.3181134212550814
arcA	mdoD	-1.7491957929442565
arcA	mdoG	0.6928404549950136
arcA	mdtK	0.4713661523244568
arcA	mdtQ	1.0132705931750703
arcA	melB	-1.3300761144081639
arcA	menC	1.1317866147378788
arcA	menD	-1.3913518661391524
arcA	menE	1.9095374950543922
arcA	menF	0.3042862809099951
arcA	menH	0.7861229970326269
arcA	metB	-0.34142887240357034
arcA	metE	-1.6218533036597478
arcA	mglA	-1.6897292426290753
arcA	mglB	-1.4867474447741162
arcA	mhpA	2.6281706785360814
arcA	mhpC	-1.4112875469831723
arcA	mhpE	0.06640825914933668
arcA	mhpF	-1.418640281899111
arcA	mhpR	-1.2754132377184109
arcA	mipA	1.1278309569733214
arcA	mlaB	0.8182628288823354
arcA	mlaC	1.030476127596481
arcA	mlaF	0.4939998219584609
arcA	mlrA	-1.4854081404550197
arcA	mltD	-2.6909938773491504
arcA	mltF	-1.4620821538081121
arcA	mnmG	0.5961664688427302
arcA	mntH	-3.0065598555885273
arcA	moaD	0.5947546587537271
arcA	mocA	-0.5671356577645712
arcA	modC	0.8387656511704842
arcA	moeA	0.7320882096933694
arcA	molR_1	-1.042440251236398
arcA	mqo	-2.3887575469831868
arcA	mreD	0.3144753808110572
arcA	mrp	1.1792224925815624
arcA	mscK	0.5012409446093056
arcA	mscS	1.2282909990108504
arcA	msrA	-0.16485766567755533
arcA	msrB	-1.5393520415430326
arcA	msyB	-1.830972169469146
arcA	mtlR	-1.1467520936366542
arcA	mukB	-0.8003692845367425
arcA	mukF	0.557450217606358
arcA	murD	1.3736729080119243
arcA	murE	0.8274967433234304
arcA	murI	-1.0632703264095102
arcA	murP	3.7516982814639164
arcA	nac	-0.09855808110781084
arcA	nadA	0.14744079624133377
arcA	nadB	1.347863461918907
arcA	nadE	-0.24361786350148407
arcA	nagA	0.9287901632047619
arcA	nagE	1.8215174777447887
arcA	nagK	-0.38190176557863964
arcA	nanE	1.4283410550609954
arcA	nanM	-2.3758566765578504
arcA	nanS	-1.232741340257148
arcA	nanT	2.345430593273986
arcA	napB	-1.6533094213649786
arcA	napC	0.916667101879332
arcA	napG	1.1265034124628963
arcA	napH	1.0738202571711266
arcA	narG	-4.879209475766564
arcA	narH	-4.171475573689424
arcA	narI	-2.9272046587537193
arcA	narJ	-2.8992973524562893
arcA	narK	-2.6892757764589432
arcA	narL	-1.1751305044510358
arcA	narP	0.8786222650840632
arcA	narQ	0.6203276063303536
arcA	narU	-1.0445856181998465
arcA	narW	0.4267568578964571
arcA	narZ	-1.076580202769522
arcA	ndh	-1.7578279426310885
