division time	proteome pearson r	proteome pearson r p value	fluxome pearson r	fluxome pearson r p value	initial dry mass (fg)	final dry mass (fg)
1.102000000000000028e+02	6.726353459804784718e-01	4.185054900269249365e-294	5.801320011704677038e-01	5.835453091447408668e-03	4.021248867638744287e+02	7.821130397937522503e+02
1.010999999999999943e+02	6.665643604577484727e-01	5.834507174472641198e-287	7.461263199337402341e-01	1.028908703058977012e-04	4.021248867638744287e+02	7.821364372330183414e+02
7.975000000000000000e+01	6.754299450868959109e-01	1.884788193182022601e-297	7.733593225759261003e-01	3.933113703671051783e-05	4.021248867638744287e+02	7.824946999747839982e+02
9.998333333333333428e+01	6.790130020351899942e-01	8.512949748375637519e-302	8.208122769870390689e-01	5.152454577035699140e-06	4.021248867638744287e+02	7.821160169815377685e+02
6.659999999999999432e+01	6.935446098402403559e-01	4.484139801655153635e-320	8.586613642201109675e-01	6.321270089619141025e-07	4.021248867638744287e+02	7.821531509905828443e+02
1.203666666666666600e+02	6.726083881644202567e-01	4.506120475869589171e-294	7.375915639027021964e-01	1.357802907648194527e-04	4.021248867638744287e+02	7.821059300979468389e+02
1.016833333333333371e+02	6.674192246073129553e-01	5.891715757784539385e-288	7.774776576887698631e-01	3.362496496885661958e-05	4.021248867638744287e+02	7.820958007558072040e+02
9.020000000000000284e+01	6.570728383702477693e-01	4.008929573910528497e-276	7.842949889062498237e-01	2.575198027166505406e-05	4.021248867638744287e+02	7.822077975331894777e+02
9.001666666666666572e+01	6.710239949596461528e-01	3.424072312045231172e-292	7.335988207238747227e-01	1.540468163284266720e-04	4.021248867638744287e+02	7.820825478423369077e+02
8.453333333333333144e+01	6.937091301195017490e-01	2.744534662648124553e-320	7.443100613599937798e-01	1.092438505191351255e-04	4.021248867638744287e+02	7.820913519033902048e+02
9.278333333333333144e+01	6.661074061690248627e-01	1.981136466248646072e-286	7.303048429561336263e-01	1.706735354687515709e-04	4.021248867638744287e+02	7.821180147352029053e+02
8.359999999999999432e+01	6.764012276664738144e-01	1.269085701156131370e-298	7.590081639303906114e-01	6.629868415045186124e-05	4.021248867638744287e+02	7.821325423623252391e+02
8.373333333333333428e+01	6.700502758508709578e-01	4.837164629210915811e-291	7.952433569204304664e-01	1.644127291103664870e-05	4.021248867638744287e+02	7.821033345514865687e+02
8.875000000000000000e+01	6.907820932603453423e-01	1.622000766471418386e-316	7.716052673020535879e-01	4.200582728877492853e-05	4.021248867638744287e+02	7.820931331758538363e+02
9.693333333333333712e+01	6.641852796548859406e-01	3.309971550712735382e-284	7.135380546369067822e-01	2.814259103769782533e-04	4.021248867638744287e+02	7.821459073099385932e+02
9.331666666666666288e+01	6.833589624397955475e-01	3.763839358757281221e-307	7.180302062314397604e-01	2.469758018255211536e-04	4.021248867638744287e+02	7.821268986921927535e+02
1.072500000000000000e+02	6.649093935881835726e-01	4.834439584892553915e-285	8.200045350086492268e-01	5.359355394495983176e-06	4.021248867638744287e+02	7.821379941329134908e+02
8.663333333333333997e+01	6.885720639468358995e-01	1.066490773065930551e-313	6.862923553087069140e-01	5.919359411133409340e-04	4.021248867638744287e+02	7.821184166924415422e+02
1.009666666666666686e+02	6.706517796338047344e-01	9.433677880227673104e-292	8.428995883473814343e-01	1.617851873476271819e-06	4.021248867638744287e+02	7.820850590544057468e+02
8.111666666666666003e+01	6.854065405962584956e-01	1.047893811587774691e-309	7.721784895083255718e-01	4.111489215507728543e-05	4.021248867638744287e+02	7.821235101150127775e+02
9.631666666666666288e+01	6.697433795642137033e-01	1.112122972190707844e-290	8.377419698246379998e-01	2.152706609886439347e-06	4.021248867638744287e+02	7.821473301388489290e+02
8.621666666666666856e+01	6.769953898555723937e-01	2.423561698529995203e-299	7.041806154609850932e-01	3.666192612217922383e-04	4.021248867638744287e+02	7.821186871141892425e+02
1.033166666666666629e+02	6.652833736004998277e-01	1.786197015478536298e-285	7.534991897732943311e-01	8.026417285363593478e-05	4.021248867638744287e+02	7.820935629389434780e+02
9.556666666666666288e+01	6.515600460531981719e-01	5.227777424277365877e-270	8.036046424561714696e-01	1.145925512991223234e-05	4.021248867638744287e+02	7.820871615287142049e+02
9.536666666666666003e+01	6.809066515432233846e-01	4.059401626843609428e-304	7.226807302859148407e-01	2.151905749519790706e-04	4.021248867638744287e+02	7.821300954050500422e+02
1.097166666666666686e+02	6.726720618030290755e-01	3.784200180226741905e-294	7.420662325685017935e-01	1.175578437422492581e-04	4.021248867638744287e+02	7.820969611904415615e+02
9.271666666666666856e+01	6.696113291373722021e-01	1.590709353067107074e-290	7.585495250925374799e-01	6.737491440485955240e-05	4.021248867638744287e+02	7.820910709122292701e+02
1.089666666666666686e+02	6.927569461835614284e-01	4.681469620604147505e-319	7.445342117716353680e-01	1.084419301396920754e-04	4.021248867638744287e+02	7.821042504213301072e+02
1.127833333333333314e+02	6.631032704227584063e-01	5.805974162890631955e-283	7.239261747408989311e-01	2.073010354009077771e-04	4.021248867638744287e+02	7.821117515167857164e+02
9.553333333333333144e+01	6.584983869251285205e-01	1.001378984775273831e-277	7.392939968421284869e-01	1.285793560424872714e-04	4.021248867638744287e+02	7.821220345247277237e+02
8.983333333333332860e+01	6.758129863500674794e-01	6.511694394583918815e-298	7.174387332462894840e-01	2.512935894055585203e-04	4.021248867638744287e+02	7.822899207355767430e+02
1.180999999999999943e+02	6.634578994993958201e-01	2.273585728664988284e-283	7.070833884473602948e-01	3.381034849140189579e-04	4.021248867638744287e+02	7.821181460188402070e+02
1.125666666666666629e+02	6.758901062359078393e-01	5.256286074959933582e-298	7.357912136292821259e-01	1.437711650533160968e-04	4.021248867638744287e+02	7.821347854622588329e+02
1.074166666666666714e+02	6.770479773342056307e-01	2.092823177616342249e-299	6.798749389612130933e-01	6.974186094728665941e-04	4.021248867638744287e+02	7.821097576424403996e+02
8.879999999999999716e+01	6.592603213931007566e-01	1.382038745954368494e-278	7.550190610755976861e-01	7.617817993193174168e-05	4.021248867638744287e+02	7.821510811773136993e+02
1.001333333333333400e+02	6.587746148466360196e-01	4.887434670690414743e-278	7.923918951787335407e-01	1.852620628345502758e-05	4.021248867638744287e+02	7.821198454594930354e+02
8.820000000000000284e+01	6.764120015280796760e-01	1.231594809090697369e-298	7.723460748868166137e-01	4.085754058659080314e-05	4.021248867638744287e+02	7.821350001261180296e+02
9.150000000000000000e+01	6.728303147983956123e-01	2.451482323579498243e-294	7.894273631653208056e-01	2.093444972856964471e-05	4.021248867638744287e+02	7.821294217699255569e+02
8.870000000000000284e+01	6.672169084858808885e-01	1.014386564245296843e-287	7.208394168567106020e-01	2.273272254357796228e-04	4.021248867638744287e+02	7.820989898136747343e+02
8.903333333333333144e+01	6.886900233878557875e-01	7.554274100291222327e-314	7.667583272545120954e-01	5.023395323742598997e-05	4.021248867638744287e+02	7.822761661150814234e+02
1.054000000000000057e+02	6.795468534546692529e-01	1.893888645650133585e-302	7.611634407915094380e-01	6.143811165092277738e-05	4.021248867638744287e+02	7.821140797015928001e+02
8.565000000000000568e+01	6.744549492883977759e-01	2.798902112139514354e-296	8.029581509984307086e-01	1.179069393280054359e-05	4.021248867638744287e+02	7.821377330072918994e+02
8.781666666666666288e+01	6.876445487637971032e-01	1.596080582964199954e-312	8.073397820249023082e-01	9.698884591882761766e-06	4.021248867638744287e+02	7.821136119196396521e+02
1.083833333333333400e+02	6.782769657129115171e-01	6.725666100078921588e-301	7.382327544348158410e-01	1.330283961537422847e-04	4.021248867638744287e+02	7.821335315659482603e+02
1.228833333333333400e+02	6.813353794559839915e-01	1.203356644633265001e-304	7.220084375745002836e-01	2.195556388220188510e-04	4.021248867638744287e+02	7.820852667983290303e+02
1.115000000000000000e+02	6.555766150618579369e-01	1.885886475880749292e-274	7.535120337498957266e-01	8.022886467875254071e-05	4.021248867638744287e+02	7.821113304518371478e+02
1.088833333333333400e+02	6.691262104916791964e-01	5.914793397106894260e-290	7.262492723267196526e-01	1.932479248760783262e-04	4.021248867638744287e+02	7.823858248207043289e+02
1.140999999999999943e+02	6.697951427576905870e-01	9.664954916134615324e-291	7.123912990059174666e-01	2.908534812447417990e-04	4.021248867638744287e+02	7.821160684641608896e+02
1.262999999999999972e+02	6.510507447334136222e-01	1.891609796607877829e-269	7.095388649762343070e-01	3.154866699515296584e-04	4.021248867638744287e+02	7.820849384722507693e+02
1.045333333333333314e+02	6.841829121756786147e-01	3.547346994270515861e-308	8.499564705505900930e-01	1.076243868289215227e-06	4.021248867638744287e+02	7.821038127582194193e+02
1.268166666666666629e+02	6.643028503088563852e-01	2.422878336975719303e-284	4.278373150957645032e-01	5.302197722735257912e-02	4.021248867638744287e+02	7.821034509050311954e+02
1.165833333333333286e+02	6.505923457850860681e-01	6.006248574656131052e-269	7.845209308268404902e-01	2.552120924883207964e-05	4.021248867638744287e+02	7.821130115114169712e+02
1.297166666666666686e+02	6.549481272823323152e-01	9.444832410694869268e-274	8.407530068656428046e-01	1.824285379521393094e-06	4.021248867638744287e+02	7.820812886737355711e+02
9.145000000000000284e+01	6.887675618761471830e-01	6.021555579470313660e-314	7.784564749452475008e-01	3.237981242474423507e-05	4.021248867638744287e+02	7.821607008808039154e+02
1.045499999999999972e+02	6.603186778521537015e-01	8.742750130481320526e-280	7.206816949792115290e-01	2.283936337723903017e-04	4.021248867638744287e+02	7.821002714302228469e+02
9.279999999999999716e+01	6.670177662228585769e-01	1.730938817121408318e-287	6.932347833353356137e-01	4.934481547064675355e-04	4.021248867638744287e+02	7.821193571560465898e+02
9.415000000000000568e+01	6.706626032478615329e-01	9.159913822964350153e-292	7.976950265056635958e-01	1.481528250478563525e-05	4.021248867638744287e+02	7.821174045980528717e+02
9.021666666666666856e+01	6.713442418062767203e-01	1.430017048262665696e-292	7.673042037797564996e-01	4.924241380005623937e-05	4.021248867638744287e+02	7.821283277476049989e+02
1.203166666666666629e+02	6.694599285814556433e-01	2.397216031623024241e-290	7.194704883446969568e-01	2.367272324289022140e-04	4.021248867638744287e+02	7.821273516186131474e+02
8.875000000000000000e+01	6.722439546173035740e-01	1.223036838305728673e-293	8.183637007916171324e-01	5.802154545834891446e-06	4.021248867638744287e+02	7.821322963033817359e+02
9.276666666666666572e+01	6.791375898483805740e-01	5.996175421668330700e-302	7.745536252799668508e-01	3.759577252931803110e-05	4.021248867638744287e+02	7.821344692069847042e+02
9.946666666666666856e+01	6.637199909033706380e-01	1.136145780637235181e-283	7.221481768862639816e-01	2.186421267458607803e-04	4.021248867638744287e+02	7.821108881190677948e+02
1.235666666666666629e+02	6.591605662097417273e-01	1.791711574042013298e-278	5.793111643180312020e-01	5.922122120823018407e-03	4.021248867638744287e+02	7.820889594095115172e+02
1.086666666666666714e+02	6.824489461455695016e-01	5.064729266387058910e-306	7.318738374200383090e-01	1.625707069940161842e-04	4.021248867638744287e+02	7.821040654684702531e+02
8.195000000000000284e+01	6.775801612030138976e-01	4.732842972900131002e-300	7.544766860781083606e-01	7.761513278937673844e-05	4.021248867638744287e+02	7.820870637978507602e+02
9.916666666666667140e+01	6.641397314626990012e-01	3.735072448564352765e-284	7.159611140094072068e-01	2.623646008496381210e-04	4.021248867638744287e+02	7.821457529300480473e+02
9.790000000000000568e+01	6.920385051711815949e-01	3.950756411717860691e-318	7.416761707484781363e-01	1.190574822346486387e-04	4.021248867638744287e+02	7.820952518402339138e+02
8.456666666666666288e+01	6.671395440482269512e-01	1.248488582456957723e-287	7.625606687958953467e-01	5.845475669177378780e-05	4.021248867638744287e+02	7.821234422943953177e+02
1.105833333333333286e+02	6.568055040419944479e-01	7.990234133612236363e-276	8.338874000824041399e-01	2.648133496317149529e-06	4.021248867638744287e+02	7.820825652199534943e+02
1.107666666666666657e+02	6.786902209057242841e-01	2.108928320169788506e-301	7.377600295265754893e-01	1.350525491955913008e-04	4.021248867638744287e+02	7.821187823683421811e+02
1.164166666666666714e+02	6.716760263459190528e-01	5.780614484551622131e-293	6.835401618585632555e-01	6.353744097734894108e-04	4.021248867638744287e+02	7.821249857847089970e+02
1.137500000000000000e+02	6.579577859565328701e-01	4.067323625980661801e-277	7.132143935955292946e-01	2.840598058664474380e-04	4.021248867638744287e+02	7.820972410948288598e+02
9.504999999999999716e+01	6.745220247955263648e-01	2.325534520898379798e-296	7.511193485705108808e-01	8.704295888699335119e-05	4.021248867638744287e+02	7.821015795123767020e+02
1.100000000000000000e+02	6.769706219422769733e-01	2.596936669445889007e-299	7.462886065622934550e-01	1.023390813648626256e-04	4.021248867638744287e+02	7.820916161705467857e+02
1.063333333333333286e+02	6.684569313410011482e-01	3.606020490364192279e-289	7.657646993790256928e-01	5.208329979116539893e-05	4.021248867638744287e+02	7.820947722888386124e+02
8.938333333333333997e+01	6.675193549060909337e-01	4.501846535482251392e-288	7.859302157195373617e-01	2.412199600656237371e-05	4.021248867638744287e+02	7.821363329723919833e+02
8.808333333333332860e+01	6.765466297060240830e-01	8.466162846248088579e-299	7.638817136664804996e-01	5.575036169503396979e-05	4.021248867638744287e+02	7.820819343141793070e+02
1.067999999999999972e+02	6.715506510603490575e-01	8.141052973334626151e-293	7.270471990001722284e-01	1.886140585443957652e-04	4.021248867638744287e+02	7.821110735455145004e+02
8.300000000000000000e+01	6.823048997446138353e-01	7.636167910678780387e-306	7.596990186829251090e-01	6.470565042764149977e-05	4.021248867638744287e+02	7.821538475181230297e+02
9.251666666666666572e+01	6.741574700306687262e-01	6.361972931916408682e-296	7.351754435086097494e-01	1.465957370427856241e-04	4.021248867638744287e+02	7.820911171045768242e+02
1.385999999999999943e+02	6.618069305911654654e-01	1.768108507670392057e-281	7.643082116279412697e-01	5.490073582413907999e-05	4.021248867638744287e+02	7.820828886251313179e+02
7.783333333333332860e+01	6.868886402520552048e-01	1.437045875191322813e-311	7.501248084421296980e-01	9.001920345937779731e-05	4.021248867638744287e+02	7.821534518279563599e+02
1.055499999999999972e+02	6.632247050681888689e-01	4.212249668722072146e-283	7.128841610909488757e-01	2.867689488026205257e-04	4.021248867638744287e+02	7.821307470470612770e+02
9.943333333333333712e+01	6.729678396006918417e-01	1.680675260891321281e-294	7.398316139837245453e-01	1.263749170203346743e-04	4.021248867638744287e+02	7.821333777543454744e+02
9.528333333333333144e+01	6.652284381422667314e-01	2.067703288150303069e-285	7.852234219305225249e-01	2.481515752890765521e-05	4.021248867638744287e+02	7.821084915273249862e+02
1.222500000000000000e+02	6.596571917974435317e-01	4.915078004715148488e-279	7.082347212449305873e-01	3.273316585791836877e-04	4.021248867638744287e+02	7.820865898607921736e+02
1.112000000000000028e+02	6.790194292586779756e-01	8.360455628874783394e-302	7.311762907734613570e-01	1.661311995854106703e-04	4.021248867638744287e+02	7.821148002775016721e+02
1.072999999999999972e+02	6.800045847755820105e-01	5.207023947112640429e-303	7.325307979679979153e-01	1.592776806452617913e-04	4.021248867638744287e+02	7.821309113264087500e+02
8.493333333333333712e+01	6.685299965048497883e-01	2.960874661143669525e-289	7.567605902957208475e-01	7.171870303094028719e-05	4.021248867638744287e+02	7.821328781924862596e+02
8.200000000000000000e+01	6.785962673290157898e-01	2.745648095234133841e-301	7.918504150308568468e-01	1.894713022250329594e-05	4.021248867638744287e+02	7.821229325084034372e+02
9.261666666666666003e+01	6.757919735853656906e-01	6.902918921213991179e-298	8.387020556232432922e-01	2.042769126161015643e-06	4.021248867638744287e+02	7.820841095848520581e+02
9.286666666666666003e+01	6.808631907062885347e-01	4.591371972740853140e-304	7.379498815058385119e-01	1.342364561954239731e-04	4.021248867638744287e+02	7.821499882427876855e+02
8.928333333333333144e+01	6.782289269589456548e-01	7.695394984775444250e-301	7.547130363499291450e-01	7.698609570933457984e-05	4.021248867638744287e+02	7.820890473050342280e+02
8.418333333333333712e+01	6.786928261396570905e-01	2.093552902070771042e-301	7.787594941484193845e-01	3.200255703330454933e-05	4.021248867638744287e+02	7.823304633227505747e+02
8.746666666666666856e+01	6.852320703067238394e-01	1.733303484923912553e-309	7.636870307176595318e-01	5.614196248627101175e-05	4.021248867638744287e+02	7.820852980542870228e+02
8.895000000000000284e+01	6.694475465946295722e-01	2.478959226719163272e-290	7.293337245076277897e-01	1.758610041845444505e-04	4.021248867638744287e+02	7.821407248765412987e+02
1.112166666666666686e+02	6.644160093432242009e-01	1.794174465676057504e-284	7.622548506809989632e-01	5.909677612578137799e-05	4.021248867638744287e+02	7.821379453300808109e+02
1.056166666666666600e+02	6.754568521420726279e-01	1.749291384552243531e-297	7.365881763762348600e-01	1.401851990874224108e-04	4.021248867638744287e+02	7.821194043906095885e+02
1.012166666666666686e+02	6.674147458695938173e-01	5.963035071508695335e-288	6.615373868960061632e-01	1.091124088396466536e-03	4.021248867638744287e+02	7.823057818407492050e+02
