division time	proteome pearson r	proteome pearson r p value	fluxome pearson r	fluxome pearson r p value	initial dry mass (fg)	final dry mass (fg)
4.429999999999999716e+01	7.475107586426248396e-01	0.000000000000000000e+00	8.248442637871526983e-01	4.220731164881391208e-06	4.021248867638744287e+02	7.821211479922239960e+02
4.979999999999999716e+01	7.483192011731465421e-01	0.000000000000000000e+00	6.321332448950650607e-01	2.109255803097970488e-03	4.021248867638744287e+02	7.822177504194869471e+02
1.800000000000000000e+02	7.390442520846753904e-01	0.000000000000000000e+00	5.545096096633032046e-01	9.088545565127096118e-03	4.021248867638744287e+02	5.799961843575413241e+02
nan	nan	nan	nan	nan	nan	nan
9.248333333333333428e+01	7.457218753471202000e-01	0.000000000000000000e+00	6.810941173382953906e-01	6.762322175830589102e-04	4.021248867638744287e+02	7.821374595901640987e+02
9.566666666666666430e+00	7.461585777186934276e-01	0.000000000000000000e+00	6.459021978833485722e-01	1.562217105057459553e-03	4.021248867638744287e+02	4.135151753141731206e+02
nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan
6.000000000000000000e+00	7.487599084462945864e-01	0.000000000000000000e+00	4.349787864412036353e-01	4.876368950469457675e-02	4.021248867638744287e+02	4.099624785350158618e+02
nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan
6.533333333333333215e+00	7.464496416377417454e-01	0.000000000000000000e+00	7.213651527518902817e-01	2.238034003671085916e-04	4.021248867638744287e+02	4.095536512082830995e+02
nan	nan	nan	nan	nan	nan	nan
4.571666666666666856e+01	7.489853671545230185e-01	0.000000000000000000e+00	7.706563315644018308e-01	4.351757439154737710e-05	4.021248867638744287e+02	7.821715924737136447e+02
nan	nan	nan	nan	nan	nan	nan
4.566666666666666430e+01	7.475991916756203892e-01	0.000000000000000000e+00	3.144788164514927264e-01	1.650143868687100612e-01	4.021248867638744287e+02	7.821176951703985196e+02
nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	nan
1.800000000000000000e+02	7.385144283435833845e-01	0.000000000000000000e+00	5.763304945248475253e-01	6.245834153757297280e-03	4.021248867638744287e+02	6.926610597577227963e+02
4.716666666666666785e+00	7.476444902032424178e-01	0.000000000000000000e+00	4.611355682635775444e-01	3.537630868785053562e-02	4.021248867638744287e+02	4.047988000364988466e+02
