division time	proteome pearson r	proteome pearson r p value	fluxome pearson r	fluxome pearson r p value	initial dry mass (fg)	final dry mass (fg)
4.761666666666666714e+01	7.246129648806760581e-01	0.000000000000000000e+00	6.743610031600454358e-01	8.004412017337621168e-04	4.021248867638744287e+02	6.117466831803239984e+02
4.650000000000000000e+01	7.482238537056956629e-01	0.000000000000000000e+00	7.286346967534432784e-01	1.796785338726983382e-04	4.021248867638744287e+02	7.822018948574448132e+02
4.778333333333333144e+01	7.478217247899647813e-01	0.000000000000000000e+00	8.447145353572398374e-01	1.459618029197958840e-06	4.021248867638744287e+02	7.821833025022954189e+02
6.176666666666666572e+01	7.211655039730267003e-01	0.000000000000000000e+00	7.785519945136247788e-01	3.226047671700837699e-05	4.021248867638744287e+02	6.110198279774238017e+02
5.350000000000000000e+01	7.469880622419274863e-01	0.000000000000000000e+00	7.957329699377653220e-01	1.610466718740696611e-05	4.021248867638744287e+02	7.822185898791740328e+02
4.633333333333333570e+01	7.482665779204020762e-01	0.000000000000000000e+00	7.848947531937209288e-01	2.514334712132494941e-05	4.021248867638744287e+02	7.822234288082975127e+02
5.136666666666666714e+01	7.460210588945938026e-01	0.000000000000000000e+00	7.696081249086613729e-01	4.524214743704941090e-05	4.021248867638744287e+02	7.822080881813838005e+02
4.650000000000000000e+01	7.482238537056956629e-01	0.000000000000000000e+00	8.971038365356557298e-01	3.620548200589925400e-08	4.021248867638744287e+02	7.822018948574448132e+02
4.664999999999999858e+01	7.488503896531536475e-01	0.000000000000000000e+00	7.924043665952205107e-01	1.851660830699341056e-05	4.021248867638744287e+02	7.821124214205019598e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.787544898581401087e-01	3.200875615367435907e-05	4.021248867638744287e+02	7.821895264999914161e+02
4.731666666666666998e+01	7.472602560942642747e-01	0.000000000000000000e+00	7.908768627072755297e-01	1.972491623035669365e-05	4.021248867638744287e+02	7.821784920483923997e+02
5.761666666666666714e+01	7.469543430145275664e-01	0.000000000000000000e+00	8.010740657538799603e-01	1.280481035316255109e-05	4.021248867638744287e+02	7.822152475163304644e+02
4.650000000000000000e+01	7.482238537056956629e-01	0.000000000000000000e+00	7.676056172090258700e-01	4.870223072468323736e-05	4.021248867638744287e+02	7.822018948574448132e+02
4.664999999999999858e+01	7.482868104035315104e-01	0.000000000000000000e+00	7.761495514786069805e-01	3.538086289810099875e-05	4.021248867638744287e+02	7.821298858456193557e+02
5.868333333333333002e+01	7.462983031448549021e-01	0.000000000000000000e+00	7.919600991275526081e-01	1.886119993016612974e-05	4.021248867638744287e+02	7.821786846471293302e+02
4.413333333333333286e+01	7.482750127071805535e-01	0.000000000000000000e+00	7.464585014735511947e-01	1.017641644086673275e-04	4.021248867638744287e+02	7.821744908543664678e+02
4.743333333333333002e+01	7.474308975671065669e-01	0.000000000000000000e+00	9.105064114568069966e-01	1.014676339823622973e-08	4.021248867638744287e+02	7.821365506381775958e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.910035798136888507e-01	1.962213139254085942e-05	4.021248867638744287e+02	7.821895264999914161e+02
5.078333333333333144e+01	7.462863549101607097e-01	0.000000000000000000e+00	7.621485437013943987e-01	5.932137839702771108e-05	4.021248867638744287e+02	7.821022798835228969e+02
4.685000000000000142e+01	7.468207456625960416e-01	0.000000000000000000e+00	7.761406499927820946e-01	3.539289524895469010e-05	4.021248867638744287e+02	7.821179036024004745e+02
5.836666666666666714e+01	7.481271765436626753e-01	0.000000000000000000e+00	8.095930740958487970e-01	8.755331720057850367e-06	4.021248867638744287e+02	7.821947301599266211e+02
4.636666666666666714e+01	7.470494964669213145e-01	0.000000000000000000e+00	7.819030010524787855e-01	2.830869578782823281e-05	4.021248867638744287e+02	7.821195582674474736e+02
4.979999999999999716e+01	7.465747005063908537e-01	0.000000000000000000e+00	7.961091635767204577e-01	1.585013332233184850e-05	4.021248867638744287e+02	7.822432674438155118e+02
5.301666666666666572e+01	7.461061016846303184e-01	0.000000000000000000e+00	7.828830996880284943e-01	2.723559577416489856e-05	4.021248867638744287e+02	7.821955280574100016e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.508178647956385010e-01	8.793605070037828258e-05	4.021248867638744287e+02	7.821895264999914161e+02
4.978333333333333144e+01	7.479562574841114309e-01	0.000000000000000000e+00	7.979591096768756664e-01	1.464880706775352194e-05	4.021248867638744287e+02	7.822271432922220811e+02
5.195000000000000284e+01	7.477900244919956085e-01	0.000000000000000000e+00	7.360622903474361989e-01	1.425426726899346036e-04	4.021248867638744287e+02	7.821959572628584283e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.944803984004101816e-01	1.697802782533551350e-05	4.021248867638744287e+02	7.821895264999914161e+02
6.450000000000000178e+00	7.513538573166269607e-01	0.000000000000000000e+00	7.228349442716998086e-01	2.141998822962720532e-04	4.021248867638744287e+02	4.206422443605072203e+02
4.993333333333333002e+01	7.458681087945769894e-01	0.000000000000000000e+00	7.836097453069770236e-01	2.646300905725884636e-05	4.021248867638744287e+02	7.821238417063837005e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.447681561989221155e-01	1.076103973953445854e-04	4.021248867638744287e+02	7.821895264999914161e+02
1.800000000000000000e+02	7.283230655161418987e-01	0.000000000000000000e+00	7.274287317202571268e-01	1.864323576631578185e-04	4.021248867638744287e+02	5.120946597722804654e+02
5.253333333333333144e+01	7.483769265193715992e-01	0.000000000000000000e+00	7.349435338045737787e-01	1.476718500965983017e-04	4.021248867638744287e+02	7.822191540245164560e+02
4.689999999999999858e+01	7.477148610379960036e-01	0.000000000000000000e+00	7.976219242539853704e-01	1.486165598591820939e-05	4.021248867638744287e+02	7.821283167302090078e+02
4.676666666666666572e+01	7.482139155480466153e-01	0.000000000000000000e+00	7.262330164051377102e-01	1.933433381135772925e-04	4.021248867638744287e+02	7.822080443319350707e+02
6.591666666666667140e+01	7.399206524171576538e-01	0.000000000000000000e+00	9.250619831337589805e-01	1.991364206796834869e-09	4.021248867638744287e+02	7.823462097416061169e+02
1.800000000000000000e+02	7.392931650359748641e-01	0.000000000000000000e+00	7.348347769627353587e-01	1.481788469074020941e-04	4.021248867638744287e+02	6.683189778800665408e+02
5.125000000000000000e+01	7.483733083123654817e-01	0.000000000000000000e+00	7.836179087211153638e-01	2.645443897913440250e-05	4.021248867638744287e+02	7.821392907268418639e+02
4.885000000000000142e+01	7.495341504704876590e-01	0.000000000000000000e+00	7.934404256740582584e-01	1.773423214266860661e-05	4.021248867638744287e+02	7.821859529756625307e+02
4.678333333333333144e+01	7.483243212580806825e-01	0.000000000000000000e+00	7.757098203594497976e-01	3.597952435376468159e-05	4.021248867638744287e+02	7.821013253432838610e+02
5.595000000000000284e+01	7.480154396390439331e-01	0.000000000000000000e+00	7.998453556491881278e-01	1.350643825672110101e-05	4.021248867638744287e+02	7.821079932482771255e+02
4.664999999999999858e+01	7.466344524864203525e-01	0.000000000000000000e+00	7.733743275591031807e-01	3.930891017541569160e-05	4.021248867638744287e+02	7.822036886591990879e+02
5.114999999999999858e+01	7.449544239793420841e-01	0.000000000000000000e+00	7.680973259167503953e-01	4.783203640493756886e-05	4.021248867638744287e+02	7.821576387657376017e+02
4.979999999999999716e+01	7.481544279483784976e-01	0.000000000000000000e+00	8.010876305733268810e-01	1.279724546570940716e-05	4.021248867638744287e+02	7.822110791181496552e+02
1.800000000000000000e+02	7.397011717504573536e-01	0.000000000000000000e+00	7.631051996734867782e-01	5.732654915645430521e-05	4.021248867638744287e+02	6.661632361254282841e+02
4.651666666666666572e+01	7.473112783518529589e-01	0.000000000000000000e+00	7.857504869287368354e-01	2.429664082466671688e-05	4.021248867638744287e+02	7.821661704244984321e+02
6.126666666666666572e+01	7.465641832946912082e-01	0.000000000000000000e+00	7.757940076981966193e-01	3.586423324941412144e-05	4.021248867638744287e+02	7.821889298082460300e+02
5.233333333333333570e+01	7.277803397015462084e-01	0.000000000000000000e+00	8.731378962171578717e-01	2.402096954718211317e-07	4.021248867638744287e+02	6.099137942261272656e+02
5.096666666666666856e+01	7.493047763888308621e-01	0.000000000000000000e+00	7.844918067152133467e-01	2.555085444968220612e-05	4.021248867638744287e+02	7.820899299655432060e+02
5.023333333333333428e+01	7.475441918609728731e-01	0.000000000000000000e+00	7.639356591723504009e-01	5.564227124701098392e-05	4.021248867638744287e+02	7.821238713973887116e+02
5.004999999999999716e+01	7.476499893131099972e-01	0.000000000000000000e+00	7.948753600933524677e-01	1.669828921102402080e-05	4.021248867638744287e+02	7.821799651537855880e+02
4.770000000000000284e+01	7.473255816184738443e-01	0.000000000000000000e+00	8.155885282136990932e-01	6.624182939231159614e-06	4.021248867638744287e+02	7.821213425278751856e+02
4.650000000000000000e+01	7.482238537056956629e-01	0.000000000000000000e+00	7.808585422252021235e-01	2.949255297267043546e-05	4.021248867638744287e+02	7.822018948574448132e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.788762784336815681e-01	3.185818521931385030e-05	4.021248867638744287e+02	7.821895264999914161e+02
5.411666666666666714e+01	7.479816400596960291e-01	0.000000000000000000e+00	7.775252949716108253e-01	3.356341646599848443e-05	4.021248867638744287e+02	7.821286177836755087e+02
1.800000000000000000e+02	7.393934526272238905e-01	0.000000000000000000e+00	7.240801003736736519e-01	2.063434556602502265e-04	4.021248867638744287e+02	6.161458904973471817e+02
4.686666666666666714e+01	7.467118141996634817e-01	0.000000000000000000e+00	7.767090630218557168e-01	3.463165346539776756e-05	4.021248867638744287e+02	7.821545349903324222e+02
4.688333333333333286e+01	7.474007816462766574e-01	0.000000000000000000e+00	7.738532372365179990e-01	3.860520736938940822e-05	4.021248867638744287e+02	7.821975520355390472e+02
4.870000000000000284e+01	7.461511569750081119e-01	0.000000000000000000e+00	7.723371340923830264e-01	4.087123506758158590e-05	4.021248867638744287e+02	7.821820031459267284e+02
4.650000000000000000e+01	7.482238537056956629e-01	0.000000000000000000e+00	9.026476863854794308e-01	2.187435201283027034e-08	4.021248867638744287e+02	7.822018948574448132e+02
5.941666666666666430e+01	7.479322896544247090e-01	0.000000000000000000e+00	7.940132066658316390e-01	1.731419035240276577e-05	4.021248867638744287e+02	7.821842150020115696e+02
4.731666666666666998e+01	7.487612739462565781e-01	0.000000000000000000e+00	7.886223926157795994e-01	2.163365138385454063e-05	4.021248867638744287e+02	7.821473129962653275e+02
4.816666666666666430e+01	7.473850342155096138e-01	0.000000000000000000e+00	7.825940624868175099e-01	2.754831722937216667e-05	4.021248867638744287e+02	7.821876967567734482e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.749687207989053306e-01	3.700840087518221321e-05	4.021248867638744287e+02	7.821895264999914161e+02
5.110000000000000142e+01	7.445796934325064065e-01	0.000000000000000000e+00	7.738211159900879599e-01	3.865206116092488478e-05	4.021248867638744287e+02	7.822268212502622191e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.227027377689707599e-01	2.150489552278504236e-04	4.021248867638744287e+02	7.821895264999914161e+02
4.703333333333333144e+01	7.485374795259739367e-01	0.000000000000000000e+00	7.670787105013232576e-01	4.964992622559609708e-05	4.021248867638744287e+02	7.821896832129386894e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.982822945645533519e-01	1.444729609277072836e-05	4.021248867638744287e+02	7.821895264999914161e+02
6.395000000000000284e+01	7.316431624447662374e-01	0.000000000000000000e+00	7.279195194532207536e-01	1.836578716105335247e-04	4.021248867638744287e+02	7.821649321363083800e+02
5.120000000000000284e+01	7.320420291276985569e-01	0.000000000000000000e+00	7.914202768756950501e-01	1.928741533504961709e-05	4.021248867638744287e+02	6.099591703650896761e+02
5.631666666666666998e+01	7.482952502981047305e-01	0.000000000000000000e+00	8.154156966880863333e-01	6.678586606298116429e-06	4.021248867638744287e+02	7.821168717281595946e+02
5.463333333333333286e+01	7.445294663584145489e-01	0.000000000000000000e+00	7.915746956472945461e-01	1.916464614394150132e-05	4.021248867638744287e+02	7.821158480859701285e+02
5.838333333333333286e+01	7.454847164863095399e-01	0.000000000000000000e+00	7.655401274136609535e-01	5.250935886627213601e-05	4.021248867638744287e+02	7.821524746359484652e+02
6.138333333333333286e+01	7.459734276609010228e-01	0.000000000000000000e+00	6.329292853477089809e-01	2.073754906869935185e-03	4.021248867638744287e+02	7.820926779045380499e+02
6.211666666666666714e+01	7.269288331890422228e-01	0.000000000000000000e+00	8.289002240823764023e-01	3.435788626872277310e-06	4.021248867638744287e+02	5.985425116172571052e+02
4.710000000000000142e+01	7.466090062482784173e-01	0.000000000000000000e+00	7.720200044249129201e-01	4.135956242324504253e-05	4.021248867638744287e+02	7.820888119273868142e+02
4.923333333333333428e+01	7.434445353150014313e-01	0.000000000000000000e+00	7.626968982978875600e-01	5.817071486774078205e-05	4.021248867638744287e+02	7.821210295535863679e+02
5.291666666666666430e+01	7.458829873696777302e-01	0.000000000000000000e+00	7.721246178043309483e-01	4.119791827962819163e-05	4.021248867638744287e+02	7.821113528489597684e+02
4.650000000000000000e+01	7.482238537056956629e-01	0.000000000000000000e+00	7.968408736586810592e-01	1.536508377459557033e-05	4.021248867638744287e+02	7.822018948574448132e+02
4.651666666666666572e+01	7.465891623291512902e-01	0.000000000000000000e+00	6.867446352730497416e-01	5.850456166131720549e-04	4.021248867638744287e+02	7.820804948090446942e+02
6.001666666666666572e+01	7.451986273600397226e-01	0.000000000000000000e+00	7.160352096877814487e-01	2.617996368708088079e-04	4.021248867638744287e+02	7.823445989653521337e+02
4.685000000000000142e+01	7.472707181979058033e-01	0.000000000000000000e+00	8.018452528521247125e-01	1.238087347381842116e-05	4.021248867638744287e+02	7.821946432597192143e+02
4.695000000000000284e+01	7.482006069357184375e-01	0.000000000000000000e+00	7.773304691302377334e-01	3.381575620380146885e-05	4.021248867638744287e+02	7.820816988412439059e+02
4.886666666666666714e+01	7.294908995641324889e-01	0.000000000000000000e+00	8.054829484689242092e-01	1.054198635781064398e-05	4.021248867638744287e+02	6.114547852802625130e+02
4.650000000000000000e+01	7.482238537056956629e-01	0.000000000000000000e+00	7.850688799620956226e-01	2.496900691248174386e-05	4.021248867638744287e+02	7.822018948574448132e+02
4.914999999999999858e+01	7.362187652669662796e-01	0.000000000000000000e+00	7.102500875000894442e-01	3.091831929585817681e-04	4.021248867638744287e+02	6.119052552082575858e+02
5.106666666666666998e+01	7.474898212549988541e-01	0.000000000000000000e+00	7.324522540818001470e-01	1.596683336581460782e-04	4.021248867638744287e+02	7.821856785507472978e+02
4.451666666666666572e+01	7.469829916653596413e-01	0.000000000000000000e+00	7.945769929310991797e-01	1.690923846141218010e-05	4.021248867638744287e+02	7.821413049156947181e+02
4.936666666666666714e+01	7.471051745328104454e-01	0.000000000000000000e+00	7.752008794698587169e-01	3.668337858788229037e-05	4.021248867638744287e+02	7.822363844148919725e+02
4.756666666666666998e+01	7.478044135358316025e-01	0.000000000000000000e+00	7.831192039208066946e-01	2.698244059433829297e-05	4.021248867638744287e+02	7.821705700127986347e+02
4.441666666666666430e+01	7.472679322158738424e-01	0.000000000000000000e+00	7.769101326344766134e-01	3.436580040192153349e-05	4.021248867638744287e+02	7.821654216663753232e+02
4.728333333333333144e+01	7.475509028230676867e-01	0.000000000000000000e+00	8.066336828029413430e-01	1.001227866511076719e-05	4.021248867638744287e+02	7.820885190438418704e+02
5.970000000000000284e+01	7.280895075982642961e-01	0.000000000000000000e+00	7.777896151484425813e-01	3.322368393697635225e-05	4.021248867638744287e+02	6.004295638533587862e+02
3.121666666666666501e+01	7.457354495730903476e-01	0.000000000000000000e+00	6.321146163535884543e-01	2.110092655064800191e-03	4.021248867638744287e+02	5.459270366284531519e+02
4.923333333333333428e+01	7.478841580668054156e-01	0.000000000000000000e+00	7.416347990618908925e-01	1.192175047393557601e-04	4.021248867638744287e+02	7.821159954831246068e+02
5.060000000000000142e+01	7.480980906999765701e-01	0.000000000000000000e+00	7.749214663045155271e-01	3.707486269378910417e-05	4.021248867638744287e+02	7.821722959417309085e+02
5.589999999999999858e+01	7.470470287049636449e-01	0.000000000000000000e+00	7.828983820215683620e-01	2.721914747844233549e-05	4.021248867638744287e+02	7.821708523851775681e+02
6.183333333333333570e+01	7.469292121124874173e-01	0.000000000000000000e+00	7.693162820286154613e-01	4.573273289083373681e-05	4.021248867638744287e+02	7.821759492141522969e+02
5.045000000000000284e+01	7.454214403740848649e-01	0.000000000000000000e+00	7.879269881861371561e-01	2.225396509170206875e-05	4.021248867638744287e+02	7.821913033523107970e+02
5.891666666666666430e+01	7.468741958479330201e-01	0.000000000000000000e+00	7.526792110822475568e-01	8.254630832868095180e-05	4.021248867638744287e+02	7.821164729656707095e+02
5.089999999999999858e+01	7.464600172190651861e-01	0.000000000000000000e+00	7.795423487502290971e-01	3.104554349438159164e-05	4.021248867638744287e+02	7.821913306408887365e+02
4.643333333333333002e+01	7.463885026119655430e-01	0.000000000000000000e+00	8.084906870012225077e-01	9.206414515112599362e-06	4.021248867638744287e+02	7.820904056059482627e+02
5.878333333333333144e+01	7.479330804369437313e-01	0.000000000000000000e+00	8.056164446884956920e-01	1.047930648811897976e-05	4.021248867638744287e+02	7.821464412092720977e+02
4.433333333333333570e+01	7.476109027849433541e-01	0.000000000000000000e+00	7.762919205131061373e-01	3.518890164543439009e-05	4.021248867638744287e+02	7.820928563242009659e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.742114458759954410e-01	3.808603722330360976e-05	4.021248867638744287e+02	7.821895264999914161e+02
5.081666666666666998e+01	7.459394272343388144e-01	0.000000000000000000e+00	7.711089750260393672e-01	4.279068133921073362e-05	4.021248867638744287e+02	7.821409946811411373e+02
4.966666666666666430e+01	7.462986878927860834e-01	0.000000000000000000e+00	7.894922162188879877e-01	2.087898459402972592e-05	4.021248867638744287e+02	7.821461333643517264e+02
5.823333333333333428e+01	7.270430121131556955e-01	0.000000000000000000e+00	4.022372312761136048e-01	7.066119290975231282e-02	4.021248867638744287e+02	6.009640834774470477e+02
5.875000000000000000e+01	7.474631551850835498e-01	0.000000000000000000e+00	8.555915772234291561e-01	7.656016201566769285e-07	4.021248867638744287e+02	7.821854695529050332e+02
1.800000000000000000e+02	7.402416012772282672e-01	0.000000000000000000e+00	7.704617489650376072e-01	4.383333015236714071e-05	4.021248867638744287e+02	6.720630445582323773e+02
5.364999999999999858e+01	7.467617048923822498e-01	0.000000000000000000e+00	7.205048978958278338e-01	2.295941233648020547e-04	4.021248867638744287e+02	7.821977967716611602e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.746609237005798176e-01	3.744317169512458964e-05	4.021248867638744287e+02	7.821895264999914161e+02
1.241833333333333371e+02	7.471589896372203832e-01	0.000000000000000000e+00	7.877144800378231837e-01	2.244658904548427956e-05	4.021248867638744287e+02	7.821563703796346090e+02
5.778333333333333144e+01	7.446458260913975113e-01	0.000000000000000000e+00	7.391034707080290644e-01	1.293685082370452349e-04	4.021248867638744287e+02	7.821645155394187441e+02
4.998333333333333428e+01	7.477631558332918926e-01	0.000000000000000000e+00	8.022757799837968440e-01	1.214957374909716237e-05	4.021248867638744287e+02	7.822320544446213262e+02
5.704999999999999716e+01	7.467052486732739247e-01	0.000000000000000000e+00	8.518471830879172924e-01	9.615191716036314724e-07	4.021248867638744287e+02	7.820844056343385091e+02
6.598333333333333428e+01	7.470813885433531532e-01	0.000000000000000000e+00	7.797411964961120656e-01	3.080645852514611821e-05	4.021248867638744287e+02	7.821243028655346734e+02
6.123333333333333428e+01	7.457600734523823771e-01	0.000000000000000000e+00	7.174954382420102306e-01	2.508768496291668548e-04	4.021248867638744287e+02	7.821450104927007487e+02
5.878333333333333144e+01	7.476313413101121075e-01	0.000000000000000000e+00	7.744893462028810127e-01	3.768744932329188467e-05	4.021248867638744287e+02	7.821057324589000928e+02
4.441666666666666430e+01	7.480307826631931167e-01	0.000000000000000000e+00	7.762203019615708799e-01	3.528535408816033450e-05	4.021248867638744287e+02	7.821895264999914161e+02
4.776666666666666572e+01	7.301281066381983820e-01	0.000000000000000000e+00	7.513975408511313070e-01	8.622583262134634924e-05	4.021248867638744287e+02	6.098446207593972304e+02
4.663333333333333286e+01	7.472049474091316812e-01	0.000000000000000000e+00	7.744873942714526338e-01	3.769023626256520309e-05	4.021248867638744287e+02	7.821308651645217651e+02
5.595000000000000284e+01	7.480154396390439331e-01	0.000000000000000000e+00	7.700344793742935900e-01	4.453365957521370280e-05	4.021248867638744287e+02	7.821079932482771255e+02
4.663333333333333286e+01	7.469505017979669592e-01	0.000000000000000000e+00	7.828433789661242148e-01	2.727838742332026084e-05	4.021248867638744287e+02	7.821223868837776081e+02
4.676666666666666572e+01	7.475663018945856164e-01	0.000000000000000000e+00	7.612321883345676277e-01	6.128829605141703754e-05	4.021248867638744287e+02	7.822283074992838010e+02
5.404999999999999716e+01	7.266422043298921274e-01	0.000000000000000000e+00	7.321194041849758971e-01	1.613330010708665350e-04	4.021248867638744287e+02	6.097809950242356081e+02
