KD_RelA	k_RelA	k_SpoT_deg	k_SpoT_syn
0.276575615835459	81.7798091263898	0.034013985735282	0.001404637232536
0.27671204065738	81.7795362767459	0.034218622968164	0.001472849643497
0.276984890301925	81.7791952146902	0.034491472612709	0.001472849643497
0.276977191881627	81.7792711255212	0.03441556178173	0.001412335653114
0.274658074530215	81.7817948708742	0.031414351091668	0.001548754320845
0.276090260112278	81.7803626852922	0.032846536673731	0.001548754320845
0.27745239651449	81.7788643352497	0.034276779896054	0.001548754320845
0.280244776125727	81.7757995283593	0.037205373146864	0.001480647501058
0.279543192704325	81.7762290782656	0.03684383161937	0.00154865587984
0.280971368656398	81.7745968771775	0.038408024328783	0.00148064750117
0.279612941747072	81.7760911467778	0.036709990692126	0.001616490192103
0.280839756288858	81.7755435456915	0.037325513123948	0.001616490192103
0.279482880802814	81.7769682649518	0.035832950089301	0.001616490192103
0.28090760006502	81.7755435456897	0.037461200674679	0.001616490192103
0.279619893685259	81.7771023481494	0.035766850174994	0.001480942152128
0.278332257118495	81.7785255254073	0.034343672916991	0.001413171806509
0.279754114254854	81.7770359607883	0.03576553005335	0.001548586771877
0.278400345701177	81.7784574177697	0.034344073071989	0.001480898344193
0.27975302757339	81.7770371018038	0.035832023131424	0.001548532437804
0.278468672881984	81.7786594445719	0.034277277978669	0.001616130053141
0.279887295343953	81.77724082211	0.035763453891209	0.001683683503711
0.278537013532446	81.7787261321026	0.034278143898551	0.001616169413135
0.279886589923798	81.7772415980721	0.035762677929037	0.001616169413135
0.278605100008366	81.7787254285005	0.034211400662988	0.001616169413135
0.279886034887368	81.7777939726384	0.03514285652511	0.001683587038346
0.278605613340229	81.7793439566165	0.033592872546995	0.001683587038346
0.279885557711978	81.7777945502718	0.035007547905244	0.001750952531596
0.279037377208226	81.7783060216281	0.034563418378354	0.001750952531596
0.278228100903925	81.7787787004207	0.034158059088168	0.001683633029243
0.278268791466084	81.7788053080505	0.034064153266328	0.001616334837243
0.276990512031918	81.7802854210795	0.032584040237293	0.001616334837243
0.278201160851588	81.7790075139921	0.033996463860242	0.001616334837243
0.276990853421208	81.7799017042192	0.033169512934866	0.001549095535556
0.278133605965132	81.7784228479859	0.034648369168179	0.001549095535556
0.278068734621023	81.77848771933	0.034583497824071	0.001549095535556
0.276792222832101	81.7799657856119	0.033038246711165	0.001549095535556
0.278135568456398	81.7785552727064	0.034381592335462	0.001549095535556
0.276926869958883	81.779898271037	0.032837144255305	0.001481945619027
0.278202394214144	81.7789897174815	0.033879963521801	0.001481945619027
0.276994305061835	81.7803991548259	0.032403410113425	0.00141482955501
0.27808409681711	81.7797790591031	0.033023505836229	0.00141482955501
0.2768095237332	81.7810765686212	0.031793079111968	0.0014819123489
0.278016716893652	81.7796681766007	0.033067338559111	0.0014819123489
0.279290663428422	81.7781930806131	0.034542434546742	0.0014819123489
0.278017031309853	81.7796007792704	0.033134735889375	0.0014819123489
0.276810728033712	81.7809411162439	0.031727382067211	0.001414895500225
0.278016735663847	81.7795341073421	0.033067390545138	0.001347895076329
0.27922244755228	81.7781944274661	0.034474054414977	0.001414879070131
0.277950060229597	81.7796007502964	0.033000763830818	0.001481846823956
0.277455188828347	81.7799617186979	0.032773698429094	0.001481846823956
0.278660026300122	81.7791895459812	0.033412000315554	0.001481846823956
0.277321637751631	81.7806617733846	0.032006692339638	0.001481846823956
0.278525901640607	81.7796120893352	0.033056376389008	0.001548750373344
0.277188147158861	81.7810836192651	0.031718621907262	0.001615638097432
0.278391838872158	81.7796124405044	0.033056057144259	0.001682509859282
0.277322144756692	81.7809495581487	0.031585227735493	0.001749365741498
0.276927993518847	81.7811431893592	0.031525276543234	0.001682525732381
0.27694431810894	81.7810600405907	0.031608425311754	0.001682525732381
0.278213675106594	81.7802391499085	0.032562932520039	0.001615717469347
0.276944620470109	81.7815749968942	0.031160293184977	0.001682509818636
0.278146596746138	81.7802394676987	0.032495822380564	0.001682509818636
0.276944902968637	81.7816414437724	0.031093846306813	0.001682509818636
0.278213058412084	81.7802397982823	0.032428746773599	0.001615764795296
0.277011932679734	81.7815743824293	0.030960704211839	0.001615764795296
0.278212774633453	81.7802401135919	0.032361686491178	0.001549051353423
0.277012215164687	81.7815740685572	0.030961033777617	0.001549051353423
0.278212491858248	81.7802404277865	0.03229467454824	0.001482369314893
0.279412482544662	81.7788404386524	0.033694663682389	0.001549035464138
0.278212776873156	81.7803067455843	0.032295007065632	0.00141573483397
0.277079989608845	81.7817727055734	0.030895681621483	0.00141573483397
0.278279125487948	81.7803737137144	0.032161436160537	0.00141573483397
0.279344767292386	81.7796778082474	0.032923944240342	0.00141573483397
0.278146210905564	81.7811427104979	0.03159221492165	0.00141573483397
0.279411047291654	81.7797447334396	0.03292362164385	0.00134916449786
0.278213073144823	81.781075815825	0.031592539258482	0.001415718617129
0.279344216565143	81.7797450588599	0.03285675837531	0.001482256465383
0.278080305170456	81.7811420135593	0.03145980367592	0.00158400954149
0.279277403970856	81.7797453982922	0.032789913454141	0.00158400954149
0.278014105571209	81.7810751860813	0.031526615054495	0.0017169883204
0.279277099546741	81.7797457187386	0.032922555764293	0.0017169883204
0.2781473232817	81.7811413247131	0.031526949789829	0.0017169883204
0.279409712447558	81.7796796109421	0.032855780490733	0.0017169883204
0.278147626786928	81.7810081221638	0.031460843707931	0.001650562759314
0.279276588313484	81.779613522631	0.032855443240735	0.001650562759314
0.278147899956135	81.7809413912867	0.031461181152246	0.00167974778889
0.279276314565525	81.7795474673575	0.032855105081492	0.001746125118854
0.278081812606513	81.7810074141962	0.0313951582427	0.0018124863388
0.279408717515513	81.7796536567531	0.032748915685887	0.00174614109335
0.278214788796389	81.781046573592	0.031289669473626	0.001679811720065
0.2795410552853	81.779793691274	0.032542551791687	0.001679811720065
0.278281402850925	81.7810533437084	0.031216601860767	0.001679811720065
0.279540753483155	81.7797277114639	0.032542234105218	0.001613530107843
0.278281706719265	81.781053023847	0.031150656103025	0.001679795726995
0.279540449194176	81.7797280317681	0.032475648181879	0.001812294934881
0.279721703524884	81.7796130112057	0.032590668744251	0.001878528703216
0.278463564101366	81.7809373684937	0.031266311456337	0.001878528703216
0.279655199986572	81.7795471266276	0.032722755316033	0.001878528703216
0.278463848991898	81.780870849955	0.031399031988617	0.001878528703216
0.279654915527257	81.7795474426935	0.032722439250127	0.001883669383956
0.278530284573088	81.7810028474577	0.031333189247918	0.001949824145966
0.279720788379081	81.7796139263507	0.032655971254576	0.001883685045633
0.278596691874496	81.7809363928267	0.031267381454796	0.001817561721834
0.279786631396432	81.7794820222999	0.03252342872795	0.001817561721834
0.278663064455344	81.780869957933	0.031135493094843	0.001817561721834
0.279852444126332	81.7794823483168	0.032457026062607	0.001883638370223
0.279458591726987	81.7797440784981	0.032195295881344	0.001883638370223
0.279393719004973	81.7798089512201	0.032064377662345	0.001817592873239
0.279802724119605	81.7795320062508	0.032209262486312	0.001883622945906
0.27982339083336	81.7795773541398	0.032295943802819	0.002015652151411
0.278569407429448	81.7809633357968	0.030909962145863	0.002015652151411
0.279889077698957	81.7796436655273	0.032163648901898	0.002015652151411
0.280304878101254	81.7794917367296	0.032381545600721	0.002015652151411
0.279117736889667	81.7808767348098	0.030996547520536	0.002147556730476
0.280370535118777	81.7796239365807	0.032249345749645	0.002081619981575
0.279249873185608	81.7810082836746	0.030930919945917	0.002015698691388
0.280567988316085	81.779558357031	0.032249035076394	0.001949792934865
0.279381962356191	81.7809420539842	0.03093122845429	0.001949792934865
0.280633585115037	81.7796245563433	0.032248726095181	0.001949792934865
0.27944811400415	81.7810076059727	0.030865676465812	0.001949792934865
0.280567462836358	81.7796907249936	0.032248401493833	0.001949792934865
0.281019653045355	81.7795018497249	0.0324372767626	0.001949792934865
0.279769200684392	81.7809497419323	0.031055197837325	0.002081419499176
0.281085156189595	81.7795679886519	0.032371153342528	0.002147217274436
