vmax	KI_ppgpp	KM_rrn
9.31013088506484	1.31012971718632	16.1998840501359
9.3102619562062	1.31025961980028	16.1997679207056
9.31036683251147	1.31036353288874	16.1996763669005
9.31051584465961	1.31051123647962	16.1995433931218
9.31068091332481	1.31067487072024	16.1993953515184
9.31095787562792	1.31094952136547	16.1991423136907
9.31160662413116	1.31159303103063	16.1985729587137
9.31233939155117	1.31230612494634	16.1980020661059
9.313072552896	1.31301955810163	16.1974303519385
9.31527553615779	1.31516322461761	16.1957111556507
9.31600808153178	1.31587599984791	16.195139591134
9.3167412680702	1.31658940333606	16.1945673434203
9.31747319766398	1.31730154821407	16.1939960499696
9.31820539564925	1.31801396742203	16.1934245887763
9.3189373347907	1.31872609091387	16.192853018251
9.31965426724557	1.31943725240365	16.1922822314219
9.32405974020513	1.32372336822442	16.1888366530129
9.32479239293245	1.32443612610643	16.1882637278059
9.3255253667658	1.32514919190242	16.1876905306751
9.32617360343239	1.32579220238793	16.1871193518613
9.32690604113549	1.32650473458003	16.1865465086595
9.32763806622307	1.32721684044618	16.1859738450262
9.32837074165064	1.32792957987172	16.1854005745486
9.32901344197199	1.32856709876551	16.1848290378434
9.32964523530597	1.32919379804826	16.1842577026628
9.33037683613706	1.32990544958748	16.1836851603901
9.33110842264535	1.33061709925137	16.1831126619371
9.33168623034897	1.33119023849396	16.1825768859275
9.33230797642418	1.33180697093907	16.1820053730231
9.33289257111031	1.33238684378345	16.1814632005813
9.33325577524205	1.33274706543912	16.1811289016494
9.33353797174884	1.33302691391549	16.1808706810379
9.33383509809197	1.33332157504124	16.1805984368378
9.33423963673104	1.33372280688189	16.1802253096056
9.33455555754502	1.33403611609412	16.1799353981628
9.33490674424991	1.33438441460221	16.1796123638
9.33527592759221	1.33475056869878	16.1792724238863
9.33562811552775	1.33509986077476	16.1789484381082
9.33586908734651	1.33533880490683	16.178728938902
9.33629605430797	1.33576228962346	16.178334711607
9.33687561352327	1.33633716833902	16.1777971701237
9.33759903017337	1.33704843929185	16.1772240389882
9.33822274043547	1.33766712111795	16.1766516116127
9.33866088403035	1.33810169526134	16.1762468495521
9.3389909095159	1.33842899915706	16.1759436333597
9.33934166203542	1.33877686743318	16.1756209460137
9.33977862381865	1.33921026990839	16.1752172687584
9.34019125164579	1.33961952926483	16.1748364429957
9.34045518203344	1.33988125474603	16.1745953097673
9.34057765677339	1.34000262874705	16.1744870905552
9.34054844827585	1.33997349970368	16.1745214264028
9.34061245809666	1.34003686407093	16.1744681504356
9.34092601771168	1.34034783132671	16.1741803795077
9.34128027382028	1.34069917606314	16.1738543740377
9.34185033848858	1.3412646368911	16.173325633426
9.3424078716257	1.34181766461065	16.1728086516146
9.34302971296574	1.34243449511342	16.1722355291355
9.34368198831204	1.34308152034296	16.1716621707904
9.3443017614826	1.34369629591581	16.1710885514106
9.34468042704747	1.34407185988539	16.1707395609276
9.34507240353132	1.34446063015918	16.1703780630689
9.34557471901384	1.34495887480503	16.1699128855864
9.34611703901231	1.34549680991067	16.1694101164921
9.34660709967463	1.34598289641719	16.1689564299876
9.34719450828759	1.34656556572244	16.1684112835638
9.34783750399548	1.34720338545143	16.1678373254459
9.34838413791766	1.34774560241963	16.1673304468951
9.34899485281701	1.3483513954949	16.1667633632688
9.34930127699572	1.34865528365343	16.1664821999342
9.3496607070585	1.34901176330757	16.1661512154006
9.34981514780565	1.34916485451297	16.1660129016039
9.35021232145694	1.34955878311512	16.1656464335479
9.35047449963251	1.34981877122055	16.1654068429412
9.35061981928938	1.34996281215848	16.1652771011914
9.35077768484751	1.35011930110466	16.1651355647938
9.35084341532116	1.35018437221407	16.1650806481889
9.35070560690869	1.350047483803	16.1652171251161
9.35054535535496	1.34988832645674	16.1653747066561
9.35023705746023	1.34958226649732	16.1656715322732
9.3500425060693	1.34938907439989	16.1658613695467
9.34979549518424	1.34914382855113	16.1661005432075
9.34969548372576	1.34904444449011	16.1662014702063
9.34930479036226	1.3486566256124	16.1665757845393
9.34916113280445	1.34851393358573	16.1667177529899
9.34903961124549	1.3483932061324	16.1668389047214
9.34904342913652	1.34839684591969	16.1668422015
9.34889052761563	1.34824498159564	16.1669928614116
9.34893857007275	1.34829250227523	16.1669545796906
9.34911244402796	1.34846487485436	16.1667980046594
9.34936283425689	1.34871316697274	16.1665695044348
9.34942363402768	1.34877334570509	16.1665192263468
9.34972553694796	1.34907274791193	16.1662423100777
9.34993674339534	1.34928216192645	16.1660506380801
9.35013802048864	1.34948172432227	16.1658682962385
9.35025649389252	1.34959912796047	16.1657637963841
9.34999728135918	1.3493417745138	16.1660144491397
9.34993384094955	1.34927867803227	16.1660809877212
9.3497237224649	1.34907003927007	16.1662854633038
9.3496051360123	1.34895222422897	16.166403857239
9.34941278467534	1.34876121545773	16.1665916199509
9.34929793761625	1.34864711101097	16.1667064958536
9.34899480042562	1.34834617258401	16.1669984506676
9.34885720360188	1.34820949463539	16.1671347175016
9.34855952184442	1.34791396954927	16.1674215364471
9.34843958196649	1.34779481179238	16.1675411972449
9.34823407097131	1.34759074571387	16.1677413252833
9.34799784071849	1.3473561979363	16.1679703409808
9.34790056710621	1.34725953088733	16.1680686861945
9.34782888253293	1.34718825448206	16.1681429709303
9.34770694147975	1.3470671113749	16.1682645098314
9.34760650503356	1.34696730633424	16.1683658275138
9.34751628966379	1.34687764292841	16.1684575343206
9.34733217041494	1.34669480308549	16.1686375392733
9.34727313697135	1.34663607985968	16.1686999274849
9.34699555679329	1.34636050188997	16.1689678211
9.34688522458157	1.34625087775713	16.1690784403146
9.34662768086393	1.3459951813367	16.1693274876905
9.34641704654497	1.34578603191453	16.1695324186157
9.34618995936693	1.34556055724023	16.1697528180133
9.34597079993089	1.34534294894633	16.1699657608987
9.34570954297594	1.34508356863526	16.1702182887866
9.34582850672952	1.34520145871149	16.1701133488091
9.34587365933163	1.34524611230867	16.1700777890259
9.34597320374178	1.34534473436522	16.1699911011403
9.3461782164129	1.34554800174918	16.1698052911893
9.34644937481929	1.34581689940477	16.1695573053635
9.34652643818719	1.34589321534576	16.1694917475255
9.34677500669549	1.34613969928325	16.1692649907689
9.34698436073784	1.34634727518543	16.1690750829797
9.3471775167579	1.34653877957761	16.1689003971337
9.34739847924506	1.34675787323322	16.1686995763948
9.34752288098164	1.34688115898	16.1685895166361
9.34738729590613	1.34674647728935	16.1687238839333
9.34736560531847	1.34672480689141	16.1687511626084
9.34729410989978	1.34665371818923	16.1688252681936
9.34735524751129	1.34671423227552	16.1687746784769
9.34736565868743	1.34672441405531	16.1687717838211
9.34735376581594	1.34671246536287	16.168789853912
9.34731196577833	1.34667084172899	16.1688360394336
9.34722096149822	1.3465803954522	16.1689284873818
9.34722653869271	1.34658578100017	16.1689301300821
9.34731606852251	1.34667446645128	16.1688528507831
