kS	KMaa	KMtf	krta	krtf
74.6096368319315	176.990613351462	1.23711108125919	1.72985884978205	353.000001147621
75.1041296257032	176.541126295925	1.11930492650425	1.72501196500523	353.000042656839
75.1385574728719	176.509122844892	1.11440557481021	1.69791088546558	353.000262197446
75.1340120529959	176.513417614141	1.11532199103447	1.70138529602817	353.000233001539
75.2405660561305	176.405732362067	1.13473067649719	1.67290948803687	353.0004889763
75.1908976244763	176.448239432297	1.14743751575328	1.69312127502212	353.000318572553
75.0745905571981	176.550857819327	1.17808924913528	1.74882877363837	352.999846230725
75.0721495060966	176.5533182568	1.17988854378815	1.75098314938833	352.999816274554
74.9202036539425	176.69035265427	1.2174447967589	1.81168579328111	352.999304956478
74.9152564430008	176.695098900266	1.21853025024376	1.81483871258275	352.999278976195
74.9139825821131	176.697121497486	1.21934595451411	1.8165148891494	352.999248680678
74.8855483299224	176.726612150693	1.22309692818402	1.83639898123775	352.999092629808
74.9012764787968	176.714082590822	1.21649946420284	1.82180547274525	352.999009559726
74.9058380227441	176.710541714943	1.21484281808682	1.81845358879706	352.999038722324
74.9099468510523	176.707637081911	1.21324067090481	1.81503661928689	352.999071984356
74.8659878744505	176.747589611626	1.22435002438152	1.84358228282878	352.998832542728
74.8687264153757	176.744947500878	1.22388751756363	1.83935229646296	352.998866905392
74.8872636003356	176.727091790838	1.22063916857795	1.81506925748912	352.999063677392
74.9049270587207	176.712762583887	1.21453625807751	1.79565177457874	352.999230726185
74.9098218892849	176.707943815643	1.21359998468147	1.78693842935197	352.999301075462
74.9139888443668	176.704938026405	1.21152576714539	1.78330152004227	352.999333698494
74.9105105136283	176.708531433752	1.21330755880985	1.78653544372915	352.999304845245
74.9092211336725	176.710240124584	1.21492157005443	1.78802551351794	352.999273841718
74.9053301634544	176.713791586016	1.21683062711068	1.79136996084215	352.999243594734
74.9000364821816	176.71813550968	1.21876532614964	1.79444798293193	352.999216668835
74.7642094574587	176.863760179444	1.23139484332874	1.87969653438843	352.998551867092
74.7682136663547	176.860785138421	1.22954790753408	1.87630123149416	352.998586257274
74.7281487589369	176.89404586449	1.24322304868887	1.90630596830487	352.99832685282
74.7247595038776	176.897318095679	1.24399885930107	1.91011882056537	352.998295348627
74.7278773034225	176.894554354396	1.24296344304521	1.90729997089648	352.99832915805
74.7272606691218	176.895591640592	1.24389191050509	1.90818246707624	352.998296949747
74.7239482122716	176.898405422294	1.24504471877976	1.91207277142114	352.998263966656
74.7198634705313	176.902218264757	1.24591137823721	1.91565777645064	352.998235164032
74.7160918203162	176.904965189241	1.24774947219024	1.9192609345552	352.998200513861
74.7149564942454	176.906243174869	1.24900153747593	1.920281190875	352.998167419219
74.6501443940962	176.958519983975	1.27403011732339	1.96085765209639	352.997978173419
74.6461425072863	176.961326112732	1.27572869005723	1.96441012081835	352.997945666749
74.5610036270114	177.029729068798	1.30748467039749	2.01737391056106	352.99749132464
74.5382407744202	177.048763475217	1.3155156237186	2.03393337119418	352.99735095247
74.5512050242998	177.039424227922	1.30866213801685	2.01264929651084	352.997545300157
74.5494033950228	177.04130718272	1.31051968713363	2.01438750239936	352.997511365144
74.5421782800494	177.047197132633	1.31317321365081	2.02185751828251	352.997536475454
74.538342776027	177.049732117086	1.31525004953953	2.02546368045984	352.997500995457
74.5345436865832	177.05282285461	1.31671277277998	2.02913919390066	352.997469832047
74.5310364913006	177.055430734385	1.31827403895763	2.03283357981694	352.997436595057
74.5340719625524	177.053766575322	1.31603340761278	2.02894767997371	352.997477197085
74.5302377174264	177.056738672797	1.31756780496905	2.03261612423133	352.99744526764
74.5332515981642	177.054908402449	1.31583361310401	2.02842785223892	352.997483268824
74.537172501835	177.051872031924	1.31387400905276	2.02485053532892	352.997517281548
74.5409578956491	177.049455842136	1.3115365602952	2.02099631620204	352.997554420439
74.5446177625765	177.046868256994	1.30926296422918	2.0177118564997	352.997591560349
74.5482644931918	177.044807389521	1.30702319670278	2.01441019545305	352.99762873712
74.5519616710249	177.042723228372	1.3047597650647	2.01115135630426	352.997664266928
74.5505811810119	177.044493840519	1.30644133123727	2.01274418523712	352.997630302541
74.5541845203879	177.042385695415	1.30428981406915	2.00918051766906	352.997335117458
74.5505502490258	177.045618138947	1.30535193537898	2.01292849979379	352.997304397901
74.5533354062113	177.043401148251	1.30430466930551	2.00868260669446	352.997340021765
74.5562296574345	177.041503485116	1.30295529330134	2.00452799584906	352.997376431948
74.5592513766196	177.038897589357	1.3016032826446	2.00212833526384	352.997410586505
74.5597262356831	177.038886043407	1.30144204808602	2.00204577979691	352.997409760727
74.56289778146	177.036832547269	1.29979866138612	1.99801229313636	352.997446230075
74.5666015316032	177.033836360038	1.29815931134604	1.99435529393941	352.997478958876
74.5804803322428	177.024509183165	1.29164676371155	1.97882528574534	352.997618503612
74.584127124107	177.021911963342	1.28979597178312	1.97528252416464	352.997654074999
74.5850590176713	177.021708080741	1.28910655337728	1.97502893178121	352.997688855968
74.5774019522267	177.027592150282	1.2920075861162	1.98249565307537	352.997625189499
74.5805777997889	177.025678787246	1.29005062449831	1.9797469272324	352.997661536116
74.5765422495624	177.02830921092	1.29193421531397	1.98326447150334	352.99762830728
74.5725085063515	177.031272851039	1.293717378531	1.98680614474222	352.997596442502
74.5685745722623	177.034066799137	1.29544031594201	1.99043999439199	352.997563885252
74.572601697003	177.031436487691	1.29332879124099	1.98689685093684	352.997598688196
74.5756273271733	177.029289309083	1.29192244170316	1.98294982498789	352.997634289121
74.5784304978533	177.02676632798	1.28960382531719	1.98107707050209	352.997669865946
74.5812138689194	177.024580241918	1.28723824798662	1.97920430553196	352.997707032666
74.5719113736358	177.0324809424	1.29008175613338	1.99111061023909	352.997607311321
74.5454713113306	177.054905415955	1.29860366266099	2.01674499918535	352.997392445702
74.5485488929249	177.052631612856	1.29714539037644	2.01285866607153	352.997428884209
74.5722498507304	177.035378066555	1.28360222510089	1.98218410459077	352.997740800393
74.5993318253652	177.020446606847	1.26768379929357	1.95255288629369	352.998046032748
74.6296049171107	176.992355680356	1.25417442329112	1.91113634097518	352.99845621665
74.6338413537306	176.989839365664	1.25193931449724	1.90746927305953	352.998490159101
74.6341421217167	176.989762589662	1.25189025296823	1.90744634189058	352.99845461406
74.6301069247372	176.992432684895	1.25379807503646	1.91072485009251	352.998421353792
74.6117078571203	177.00478166737	1.26233687598869	1.93006230903278	352.998247560848
74.5864521597835	177.025619389016	1.27077437468165	1.95652002703841	352.998024067352
74.5516707222543	177.057714403279	1.27982884500328	2.00031241975078	352.997671806119
74.5471583401437	177.06042858356	1.28211781475082	2.00392622900136	352.997639198635
74.5426611876067	177.063150277073	1.28438638969756	2.00754128573875	352.997606612123
74.5215569347208	177.077991626478	1.29408167841849	2.02477702710136	352.997447537911
74.5253421582134	177.076174419016	1.29231995053339	2.02089177068974	352.997486403772
74.5290210578796	177.073799615045	1.29036387876151	2.01701669860326	352.99752200397
74.5332989607425	177.071250161443	1.28817495539039	2.01321294841668	352.997555325842
74.5376131695689	177.068533324166	1.28581450319347	2.0097597183722	352.997589368737
74.5407043319121	177.065967156377	1.2840976473883	2.00737532605876	352.997622696714
74.5437783920105	177.063591342104	1.28278842615384	2.00325961201379	352.997657481505
74.545256052424	177.062505094466	1.2816184922832	2.00216053399862	352.997690804593
74.5495233391142	177.059514878872	1.27938999626417	1.99898371975622	352.997724834868
74.551464160631	177.057793474193	1.27769416678977	1.99739975084611	352.997758836616
74.5573341507799	177.053331921421	1.27498934092582	1.98920637882783	352.997831506168
74.5604394422648	177.051228303374	1.27361381089958	1.98519055736577	352.997867022803
74.5632704899849	177.049318492358	1.27235309940457	1.98145072034061	352.997903311125
74.5692787197046	177.045838529007	1.2697078001406	1.97340643037237	352.997977630829
74.5837951319329	177.036209695533	1.26312774456874	1.95409505365232	352.998159370372
