KD_RelA	k_RelA	k_SpoT_deg	k_SpoT_syn
0.253726820564286	105.998909769154	0.022263410282143	0.00089
0.262266962167277	105.988370871005	0.0313486673066	0.000708294859512
0.26335719301202	105.98728064016	0.032620603292136	0.000890000000303
0.263720581964126	105.986553862256	0.033347381196346	0.000890000000303
0.263902240469227	105.986190545246	0.032984064186145	0.001071658505402
0.264083761852001	105.986735109394	0.031894935889503	0.001253179888174
0.263721021282441	105.986916479679	0.031713565604722	0.001615920457734
0.264997693985101	105.987089576106	0.031540469178249	0.001615920457734
0.267713789939002	105.984011334025	0.033532272877775	0.001796993521328
0.267351938469242	105.983649482555	0.032265792733617	0.001616067786447
0.266990379722386	105.983107144435	0.031723454613331	0.001977626533305
0.266990379722387	105.983151087684	0.031542821388718	0.001796993308694
0.269517178451796	105.980263317707	0.033708648871069	0.00215796455575
0.269517178451796	105.980984671697	0.032446279390129	0.002338303053028
0.269697375744135	105.980624277112	0.031905687513115	0.002698697637706
0.269849899344501	105.980651834891	0.031698048354498	0.002518616258213
0.272549684587822	105.977052121233	0.033137933817602	0.002338630575324
0.272369777691621	105.977411935026	0.031698678647994	0.002878351263928
0.272369777691622	105.977591776214	0.031159155081314	0.002878351263928
0.272549563327276	105.977591776214	0.031159155081313	0.003058136899581
0.272369825266155	105.977591776214	0.031159155081314	0.003417613021823
0.272369825266155	105.977591776214	0.030799761809097	0.003237916385714
0.275064726737892	105.974896874743	0.032776022888368	0.003058256287599
0.272909199409754	105.97777091118	0.029542731896162	0.003237883564943
0.275064369275319	105.974717753871	0.032236694228118	0.003058286076145
0.274525659376552	105.974538183904	0.031338844396841	0.003417426008653
0.27434611499415	105.97417909514	0.031338844396841	0.003417426008653
0.274346114994149	105.974538136506	0.031159323713769	0.0037764673748
0.271833138359032	105.975839080743	0.030037877807788	0.0037764673748
0.274345820169778	105.972787967116	0.032909514162927	0.0037764673748
0.273807449461525	105.97242905331	0.031114945135413	0.0041353811803
0.27148297618253	105.972420839559	0.030943721423052	0.004314818644187
0.273815410341731	105.969550151363	0.032199647508778	0.00467365466868
0.271483221800611	105.972241138141	0.029329261612014	0.00467365466868
0.273994555170408	105.969371042861	0.031840594981811	0.00467365466868
0.274532645323789	105.969550406246	0.030943778059511	0.004494291284218
0.274891336333464	105.969550406246	0.03022639604016	0.004673636789056
0.273544494216279	105.969641954138	0.029955520401267	0.004494309042674
0.275516903052392	105.966952305725	0.03174861934319	0.004673618936865
0.275516903052392	105.967131598459	0.031031448406153	0.004315033468348
0.275516903052392	105.967310873921	0.03085217294462	0.004315033468348
0.275337645199741	105.967310873921	0.030852172944619	0.004135775615697
0.275516886115256	105.967131633005	0.030314450198076	0.003956534700183
0.275702740262211	105.967125003501	0.03032107970201	0.003956534700183
0.276061156820605	105.967532861841	0.029734013083707	0.004314951258577
0.278032267139633	105.964486600438	0.032242698944288	0.004135759411391
0.275702983255694	105.967532587056	0.029555063693589	0.004135759411391
0.278032058165909	105.96466603332	0.032421617429238	0.004135759411391
0.275703189356391	105.967711477148	0.029555317355985	0.004135759411391
0.278210972802951	105.964845438923	0.031883973413504	0.004314886800432
0.278031861695469	105.965203661138	0.031167528983578	0.004673109015395
0.277852766944834	105.965382755889	0.031167528983578	0.004852203766032
0.277673688627809	105.965382755889	0.030630294032505	0.004673125449008
0.278031811946415	105.964294533098	0.031181331845961	0.004315002130402
0.278031811946415	105.964473577866	0.030465152772498	0.004494046898769
0.278031811946415	105.964294550152	0.030286125058073	0.004494046898769
0.278210822282941	105.964294550152	0.030107114721545	0.004494046898769
0.278210822282941	105.96393656365	0.02992812147063	0.004494046898769
0.278389797901699	105.963385209781	0.030300499721093	0.004494046898769
0.2783897979017	105.96392208214	0.030121542267865	0.004851961805225
0.2783897979017	105.964101021499	0.029584724190562	0.004851961805225
0.280536856231276	105.963123028643	0.030562717047211	0.004851961805225
0.280536856231278	105.963480836478	0.029847101377508	0.004851961805225
0.27821133661742	105.964029774063	0.029119277667564	0.004673075681081
0.280536628918859	105.961346744485	0.031802307246146	0.004673075681081
0.2782115677652	105.964208358212	0.028940693518567	0.004673075681081
0.280357564328749	105.961347029461	0.031444356176041	0.004494242634119
0.281072827908474	105.961347029461	0.030550276701384	0.00485187442398
0.281072827908475	105.961347029461	0.030192679877116	0.004494277599714
0.281430389554219	105.961347029461	0.0296563374085	0.004136715953971
0.282145440861075	105.960323719026	0.030143359363168	0.003779190300546
0.281966696166852	105.96050246372	0.029785869974717	0.004494169077447
0.282145423997215	105.961038647212	0.029964597805081	0.004315441247084
0.282324135087473	105.960859936121	0.029785886714823	0.003958019066566
0.280583092324122	105.961350120868	0.029653089972949	0.003600631061794
0.280583092324122	105.961707474011	0.02965308997295	0.003600631061794
0.28272700198543	105.958848927796	0.031975658772698	0.003779290200235
0.280226009519699	105.9617072049	0.029296023987985	0.003957932519217
0.282190889596717	105.9593850739	0.031260904065002	0.004136557980763
0.279868982685418	105.962242805483	0.028403172481865	0.004136557980763
0.282012066526408	105.959385360361	0.030724846642937	0.004136557980763
0.282369211286978	105.959385360361	0.030546274262654	0.00395798560048
0.280048011014045	105.962420776103	0.027867966255424	0.00395798560048
0.282368970839128	105.959564210164	0.030724532193987	0.00413652097164
0.282190453732794	105.959564210164	0.030010463768655	0.003958003865307
0.282368952575555	105.959564210164	0.029653466083134	0.003779505022546
0.28272591391766	105.959921171506	0.029653466083133	0.003957985693599
0.282547451654967	105.959921171506	0.029475003820443	0.00413644795629
0.282547451654968	105.959921171506	0.029296559465234	0.00413644795629
0.284294510885235	105.959601524882	0.0294377795137	0.003958021380534
